ID	CDSs_GENEMARKS
NC_022086	95
NC_022057	134
NC_022069	112
NC_022060	108
NC_022068	111
NC_022056	111
NC_022062	98
NC_022052	154
NC_022324	103
NC_022064	101
NC_022054	73
NC_022061	102
NC_022325	129
NC_022065	149
NC_022071	152
NC_022747	44
NC_021801	6
NC_022967	173
NC_041959	41
NC_027404	28
NC_021784	55
NC_022328	109
NC_022331	98
NC_022753	110
NC_029018	100
NC_022329	100
NC_022330	157
NC_027204	364
NC_022059	157
NC_027342	12
NC_023599	2
NC_025422	58
NC_029002	101
NC_024358	19
NC_022750	45
NC_022088	52
NC_022070	97
NC_022063	101
NC_022053	107
NC_022085	155
NC_022058	108
NC_022776	16
NC_022988	149
NC_022976	154
NC_022969	155
NC_025423	59
NC_024782	58
NC_024790	50
NC_024794	85
NC_022968	241
NC_022977	110
NC_022965	111
NC_022973	96
NC_022979	102
NC_022985	109
NC_029032	20
NC_028998	14
NC_023555	60
NC_023503	24
NC_024786	50
NC_023865	63
NC_022775	46
NC_022762	44
NC_022758	3
NC_022916	54
NC_023610	255
NC_022917	67
NC_022914	4
NC_023570	34
NC_023581	10
NC_022769	59
NC_022773	42
NC_022761	46
NC_022766	38
NC_022771	139
NC_022764	19
NC_022765	37
NC_022770	18
NC_022774	9
NC_022763	49
NC_022767	8
NC_023549	96
NC_022772	170
NC_022768	165
NC_023583	72
NC_022749	54
NC_022744	44
NC_023558	50
NC_024144	3
NC_023574	7
NC_022756	51
NC_023502	195
NC_023589	52
NC_023569	81
NC_022972	73
NC_023563	104
NC_047742	65
NC_022982	58
NC_022987	57
NC_042345	79
NC_042344	88
NC_023556	93
NC_023567	56
NC_023595	2
NC_024793	56
NC_024784	54
NC_024789	54
NC_029120	66
NC_024206	9
NC_022915	60
NC_022971	71
NC_023564	106
NC_023579	84
NC_023557	316
NC_023562	99
NC_023552	82
NC_028940	15
NC_022983	109
NC_022975	95
NC_023554	106
NC_022984	96
NC_022981	152
NC_024124	76
NC_047743	56
NC_023551	3
NC_023571	27
NC_023560	29
NC_047737	36
NC_023582	4
NC_027349	27
NC_023559	27
NC_023593	60
NC_029116	2
NC_023553	106
NC_027399	35
NC_029001	2
NC_023565	98
NC_023577	103
NC_023572	76
NC_023578	102
NC_023580	112
NC_023602	89
NC_028748	4
NC_029121	100
NC_047744	100
NC_024356	4
NC_023594	69
NC_026607	41
NC_024139	51
NC_024134	156
NC_024122	168
NC_024361	28
NC_024357	25
NC_024370	29
NC_023575	76
NC_023573	7
NC_030931	73
NC_023550	1
NC_023561	131
NC_023576	49
NC_023548	47
NC_023590	54
NC_023859	129
NC_023566	83
NC_028660	92
NC_028682	110
NC_024209	107
NC_024136	96
NC_028658	112
NC_023863	56
NC_023607	104
NC_023862	109
NC_025438	105
NC_023597	110
NC_023604	67
NC_023606	105
NC_023612	40
NC_023601	158
NC_023609	82
NC_024142	53
NC_023856	159
NC_024212	41
NC_041861	40
NC_024384	7
NC_041862	9
NC_024383	9
NC_024387	3
NC_024392	4
NC_025436	18
NC_025470	19
NC_025458	38
NC_025463	23
NC_025466	25
NC_023605	37
NC_024123	95
NC_023603	108
NC_024145	104
NC_023600	110
NC_024391	7
NC_024204	56
NC_023608	52
NC_024329	5
NC_024143	100
NC_024146	58
NC_024138	126
NC_024217	46
NC_024381	61
NC_024140	92
NC_024215	3
NC_024203	3
NC_024208	3
NC_024214	3
NC_042134	3
NC_024367	83
NC_025452	196
NC_047746	38
NC_024121	199
NC_025462	17
NC_025457	36
NC_024330	59
NC_028988	72
NC_029107	61
NC_042048	9
NC_024363	105
NC_024787	9
NC_047871	8
NC_047872	7
NC_024360	9
NC_024364	8
NC_024149	1
NC_024135	69
NC_024141	101
NC_024148	95
NC_024147	101
NC_025453	4
NC_024371	103
NC_026590	198
NC_024366	106
NC_024216	62
NC_024207	68
NC_024213	75
NC_024205	62
NC_024211	77
NC_024788	55
NC_027130	67
NC_047718	65
NC_047719	69
NC_026923	74
NC_026928	83
NC_026927	114
NC_047712	105
NC_047713	107
NC_047714	93
NC_026924	59
NC_027132	97
NC_026926	75
NC_024125	25
NC_024210	56
NC_030903	124
NC_041835	2
NC_041836	1
NC_041837	1
NC_041838	2
NC_041839	1
NC_041840	2
NC_041841	2
NC_041842	2
NC_027335	9
NC_024379	51
NC_029010	4
NC_027330	50
NC_027371	49
NC_024368	91
NC_027352	89
NC_025460	3
NC_025434	68
NC_025427	95
NC_024355	4
NC_024369	53
NC_025420	37
NC_025415	35
NC_025421	37
NC_024362	52
NC_024365	82
NC_027336	47
NC_027357	49
NC_027373	46
NC_027391	46
NC_027400	46
NC_027380	47
NC_027333	44
NC_027359	48
NC_041955	48
NC_027361	45
NC_027385	49
NC_027401	49
NC_027362	47
NC_027403	46
NC_041956	47
NC_027367	46
NC_027389	47
NC_027294	48
NC_027347	45
NC_041957	45
NC_027386	49
NC_027405	47
NC_027346	44
NC_027370	46
NC_027392	46
NC_027295	46
NC_027354	46
NC_027376	47
NC_027334	78
NC_028917	8
NC_028775	3
NC_024785	14
NC_025459	87
NC_028979	99
NC_041979	30
NC_041863	67
NC_041864	62
NC_025424	5
NC_027395	54
NC_026016	2
NC_048665	2
NC_028996	3
NC_027398	52
NC_029046	89
NC_025416	7
NC_025426	6
NC_027299	82
NC_026604	105
NC_024792	114
NC_026597	100
NC_028690	107
NC_027387	51
NC_026595	109
NC_026588	113
NC_026584	249
NC_024783	66
NC_025471	59
NC_028798	99
NC_025830	46
NC_028794	103
NC_025414	220
NC_027375	65
NC_028872	32
NC_028912	97
NC_028757	99
NC_026591	74
NC_026596	113
NC_049353	3
NC_049352	4
NC_025429	265
NC_025431	74
NC_024791	52
NC_025115	60
NC_027345	95
NC_025439	56
NC_027384	61
NC_025445	53
NC_026593	115
NC_026585	118
NC_027377	10
NC_027358	9
NC_025451	46
NC_026611	74
NC_029007	68
NC_026610	87
NC_027366	91
NC_027374	77
NC_027372	15
NC_027394	22
NC_027293	33
NC_027331	115
NC_027350	63
NC_027381	9
NC_027378	66
NC_027297	81
NC_026017	60
NC_031909	5
NC_028832	108
NC_025440	9
NC_028923	112
NC_028876	256
NC_025437	76
NC_025430	61
NC_021315	78
NC_025442	79
NC_028939	102
NC_028882	160
NC_028955	10
NC_025450	52
NC_029077	108
NC_031258	48
NC_031271	45
NC_031228	81
NC_031250	64
NC_031046	1
NC_042113	174
NC_026587	166
NC_026602	66
NC_026594	84
NC_026599	70
NC_026586	101
NC_047967	66
NC_026600	102
NC_026601	60
NC_025829	29
NC_028920	96
NC_028823	117
NC_026609	25
NC_028852	108
NC_025447	55
NC_047748	59
NC_025428	94
NC_028779	81
NC_029043	106
NC_027337	31
NC_028842	110
NC_029098	210
NC_027393	50
NC_027397	50
NC_027363	13
NC_027379	19
NC_027390	20
NC_028877	105
NC_027341	8
NC_027332	8
NC_027292	50
NC_027348	96
NC_027340	222
NC_027396	11
NC_026606	117
NC_027388	96
NC_027383	68
NC_028953	262
NC_027356	48
NC_047749	45
NC_030950	2
NC_030947	2
NC_029006	2
NC_028991	2
NC_029004	2
NC_029022	2
NC_030949	2
NC_030951	2
NC_027382	53
NC_027329	34
NC_028881	120
NC_028894	147
NC_028925	149
NC_028957	145
NC_029068	47
NC_026583	92
NC_029059	98
NC_026603	113
NC_026605	84
NC_026598	104
NC_026589	96
NC_029058	25
NC_028812	64
NC_026014	52
NC_030945	41
NC_026010	73
NC_028765	7
NC_028962	6
NC_029073	6
NC_028754	53
NC_041923	29
NC_028853	34
NC_028898	31
NC_028743	37
NC_047750	31
NC_028956	31
NC_028766	34
NC_028822	47
NC_028863	50
NC_029066	89
NC_028905	2
NC_028958	2
NC_029048	5
NC_028951	2
NC_028764	2
NC_028838	2
NC_028883	2
NC_028959	2
NC_028950	238
NC_028772	44
NC_028984	11
NC_028820	17
NC_028666	4
NC_028933	73
NC_028914	88
NC_028799	5
NC_028895	77
NC_028663	70
NC_028768	74
NC_028834	68
NC_029075	128
NC_028758	31
NC_028788	31
NC_028841	43
NC_029084	33
NC_041909	32
NC_028854	33
NC_042128	134
NC_028871	7
NC_028929	12
NC_028926	22
NC_047751	58
NC_041865	98
NC_029009	18
NC_028903	55
NC_018859	60
NC_018854	39
NC_031280	26
NC_028947	109
NC_028683	194
NC_028880	48
NC_029033	67
NC_028776	67
NC_028786	76
NC_047729	7
NC_047730	8
NC_028856	10
NC_028777	13
NC_028816	57
NC_028870	57
NC_029021	64
NC_029028	64
NC_028997	61
NC_028829	256
NC_029025	3
NC_028698	57
NC_048638	41
NC_048639	44
NC_028972	96
NC_029060	98
NC_029074	103
NC_030932	84
NC_027988	30
NC_028855	14
NC_041866	19
NC_047747	51
NC_028676	254
NC_028974	80
NC_028818	83
NC_029101	95
NC_028819	28
NC_047752	60
NC_028825	31
NC_028859	8
NC_028915	11
NC_028916	21
NC_028762	9
NC_028851	31
NC_028746	26
NC_028767	45
NC_041867	31
NC_028837	31
NC_029061	49
NC_029047	50
NC_029102	42
NC_028795	38
NC_028865	119
NC_028966	114
NC_041962	114
NC_049360	2
NC_049366	2
NC_049356	2
NC_049362	2
NC_049363	4
NC_049357	2
NC_049364	4
NC_049355	2
NC_049367	2
NC_049358	2
NC_049365	4
NC_049359	3
NC_049361	2
NC_049369	4
NC_049368	3
NC_049370	6
NC_049354	5
NC_031104	95
NC_031073	171
NC_029026	11
NC_028919	75
NC_028745	95
NC_028836	64
NC_028885	95
NC_028971	97
NC_029019	59
NC_028886	3
NC_029008	5
NC_041868	68
NC_028668	106
NC_030906	126
NC_028673	111
NC_028849	109
NC_028934	107
NC_028796	84
NC_028742	101
NC_028928	105
NC_029093	158
NC_028846	112
NC_028848	15
NC_028800	47
NC_028702	55
NC_028924	2
NC_028763	2
NC_029030	11
NC_031260	3
NC_041929	342
NC_028945	385
NC_028760	73
NC_031042	42
NC_048785	70
NC_029003	43
NC_028696	53
NC_028699	54
NC_029015	46
NC_028701	46
NC_047753	46
NC_031936	92
NC_030902	75
NC_030939	81
NC_030907	33
NC_030935	31
NC_028665	92
NC_028653	97
NC_030916	93
NC_028896	41
NC_028943	42
NC_029081	51
NC_031084	47
NC_031119	48
NC_031003	45
NC_031005	46
NC_048632	101
NC_029071	57
NC_029045	116
NC_029042	190
NC_029094	24
NC_031047	28
NC_031053	77
NC_031095	101
NC_027629	51
NC_041954	48
NC_027625	47
NC_027628	47
NC_027620	47
NC_027630	48
NC_027623	48
NC_027626	49
NC_027624	47
NC_027627	47
NC_027622	45
NC_027621	47
NC_029091	75
NC_047754	48
NC_041869	156
NC_028449	75
NC_041935	74
NC_028792	113
NC_029097	62
NC_041963	62
NC_028954	51
NC_042049	51
NC_047755	49
NC_029106	94
NC_028908	87
NC_029100	20
NC_028977	50
NC_028847	127
NC_028860	108
NC_047732	9
NC_028802	96
NC_028904	91
NC_047731	7
NC_028691	110
NC_029013	225
NC_028937	117
NC_028976	91
NC_028827	86
NC_028862	3
NC_041870	101
NC_028850	51
NC_029078	3
NC_028685	71
NC_028804	105
NC_028889	119
NC_042050	101
NC_028815	94
NC_028751	117
NC_028782	22
NC_047756	132
NC_047757	128
NC_028857	114
NC_028247	35
NC_041871	152
NC_028750	187
NC_041981	188
NC_028774	75
NC_029017	109
NC_029079	154
NC_028785	149
NC_041958	99
NC_041980	194
NC_028672	291
NC_047758	59
NC_028899	241
NC_028892	89
NC_042051	87
NC_041860	87
NC_042052	88
NC_028944	77
NC_028890	102
NC_028662	94
NC_028967	47
NC_028807	57
NC_028952	105
NC_028805	116
NC_028969	23
NC_028749	21
NC_028968	106
NC_028844	111
NC_028946	108
NC_028747	86
NC_028686	99
NC_028692	28
NC_028897	96
NC_029118	10
NC_028965	110
NC_028784	98
NC_028669	11
NC_031086	18
NC_028810	99
NC_028887	55
NC_047759	59
NC_028869	253
NC_028843	144
NC_028961	106
NC_028813	112
NC_028778	144
NC_028910	102
NC_028695	62
NC_041930	80
NC_028688	51
NC_028664	60
NC_028684	18
NC_028679	15
NC_029092	64
NC_028755	255
NC_031920	29
NC_031910	33
NC_031901	26
NC_031941	21
NC_031913	24
NC_031942	32
NC_031929	33
NC_031923	30
NC_031915	18
NC_031907	14
NC_030946	14
NC_028828	96
NC_041977	33
NC_028941	90
NC_028697	11
NC_028677	74
NC_028932	108
NC_029070	49
NC_013197	39
NC_004462	44
NC_028817	172
NC_029083	172
NC_028826	3
NC_028930	73
NC_028744	111
NC_028874	101
NC_028960	99
NC_028980	97
NC_031264	92
NC_028878	142
NC_028759	103
NC_028808	53
NC_028935	58
NC_028659	184
NC_028831	66
NC_028927	28
NC_028248	154
NC_042129	27
NC_042130	28
NC_028901	63
NC_028780	27
NC_028448	28
NC_028840	50
NC_048200	52
NC_029065	177
NC_028821	4
NC_028651	4
NC_028789	4
NC_028680	102
NC_042046	62
NC_028987	17
NC_028652	174
NC_028655	47
NC_048634	4
NC_048635	3
NC_028888	48
NC_028835	47
NC_028830	44
NC_028783	51
NC_028911	41
NC_028654	116
NC_028678	112
NC_041872	4
NC_028667	59
NC_028694	48
NC_028670	58
NC_047866	56
NC_029016	39
NC_028693	2
NC_028990	3
NC_028671	2
NC_049931	1
NC_041964	96
NC_030940	49
NC_028687	101
NC_029005	79
NC_028657	129
NC_028661	52
NC_031943	55
NC_047760	20
NC_048633	3
NC_047761	48
NC_041873	68
NC_041874	67
NC_041949	95
NC_041938	64
NC_041951	84
NC_041948	76
NC_041939	60
NC_041940	65
NC_041952	92
NC_041941	65
NC_041875	46
NC_041942	65
NC_041943	63
NC_041947	112
NC_041932	83
NC_041944	66
NC_041945	64
NC_041933	85
NC_041961	114
NC_041946	66
NC_041876	70
NC_041931	77
NC_042053	120
NC_041877	140
NC_030904	33
NC_047762	62
NC_030920	103
NC_030929	81
NC_030908	60
NC_030918	57
NC_030923	64
NC_030909	82
NC_030934	100
NC_042054	102
NC_030910	172
NC_048637	25
NC_031279	100
NC_030928	60
NC_030937	62
NC_031274	61
NC_047929	49
NC_030948	217
NC_031937	53
NC_031245	50
NC_031117	15
NC_031056	87
NC_031238	111
NC_031241	5
NC_031911	2
NC_031926	2
NC_031914	4
NC_049925	75
NC_049922	73
NC_030925	17
NC_041879	77
NC_031252	84
NC_031231	108
NC_031254	109
NC_031224	75
NC_031246	55
NC_031257	108
NC_031066	48
NC_031092	48
NC_031123	51
NC_031018	50
NC_031006	78
NC_031070	87
NC_031037	86
NC_031049	85
NC_031100	55
NC_031027	82
NC_031116	76
NC_049975	3
NC_030919	56
NC_031918	65
NC_031940	117
NC_031946	52
NC_031930	81
NC_031933	81
NC_031902	87
NC_041859	2
NC_031932	4
NC_031945	4
NC_031931	4
NC_031912	4
NC_031904	4
NC_031921	4
NC_031938	4
NC_031905	4
NC_031919	4
NC_031069	11
NC_031094	9
NC_047763	9
NC_031023	8
NC_031039	13
NC_031125	54
NC_031036	39
NC_031944	161
NC_031935	124
NC_041880	190
NC_031103	28
NC_031262	103
NC_041881	243
NC_031065	48
NC_031016	4
NC_047852	64
NC_031110	174
NC_031129	114
NC_031256	107
NC_031277	104
NC_049371	80
NC_049372	77
NC_041972	320
NC_041973	312
NC_041974	315
NC_041975	314
NC_031008	1
NC_031281	74
NC_031243	75
NC_041882	80
NC_042055	82
NC_031266	75
NC_041883	78
NC_031226	90
NC_031247	84
NC_031234	68
NC_031265	83
NC_031229	115
NC_041950	109
NC_031233	81
NC_031267	76
NC_031061	86
NC_031237	84
NC_031112	92
NC_031255	76
NC_031251	78
NC_031249	87
NC_031239	96
NC_031269	93
NC_031230	209
NC_031263	105
NC_031261	85
NC_031026	62
NC_031034	81
NC_031114	48
NC_031063	94
NC_031101	42
NC_031030	27
NC_041884	10
NC_047858	18
NC_031934	133
NC_031928	128
NC_030936	192
NC_030943	97
NC_030930	74
NC_030942	104
NC_030901	192
NC_030941	75
NC_030944	101
NC_030695	108
NC_030914	109
NC_030912	31
NC_030924	114
NC_030917	172
NC_030915	98
NC_030694	109
NC_030696	190
NC_030698	109
NC_030927	90
NC_030921	75
NC_030911	90
NC_030913	99
NC_030905	98
NC_031076	63
NC_031108	65
NC_048636	4
NC_031058	81
NC_047764	36
NC_041885	53
NC_031050	84
NC_031024	79
NC_031087	96
NC_031115	48
NC_031020	34
NC_031098	24
NC_047766	50
NC_042047	189
NC_031062	82
NC_031025	56
NC_049920	66
NC_049921	56
NC_031925	63
NC_031939	32
NC_031071	5
NC_031009	4
NC_031075	3
NC_031002	3
NC_031044	4
NC_031022	42
NC_031048	64
NC_031077	52
NC_031045	161
NC_031021	59
NC_048642	2
NC_048643	2
NC_031091	76
NC_048641	2
NC_031055	2
NC_031128	166
NC_048050	2
NC_048051	1
NC_048640	5
NC_047767	10
NC_049810	4
NC_049811	4
NC_031057	218
NC_047768	59
NC_031013	4
NC_031040	3
NC_031017	2
NC_031064	4
NC_031051	2
NC_048667	12
NC_031059	64
NC_031124	150
NC_031078	90
NC_047769	42
NC_031102	67
NC_031067	95
NC_031041	100
NC_031111	97
NC_031014	50
NC_048646	254
NC_031068	58
NC_031096	48
NC_031924	69
NC_031082	32
NC_047873	52
NC_031012	85
NC_031054	77
NC_031121	1
NC_031015	1
NC_031032	1
NC_031917	21
NC_031908	33
NC_049373	3
NC_049374	5
NC_049377	3
NC_049376	5
NC_049375	3
NC_047928	21
NC_049383	10
NC_042138	188
NC_047770	77
NC_048121	50
NC_048122	51
NC_048124	52
NC_048125	51
NC_048066	32
NC_048123	37
NC_049431	56
NC_049430	67
NC_047771	49
NC_031081	67
NC_031113	66
NC_031903	94
NC_031906	128
NC_031900	75
NC_031927	113
NC_031922	73
NC_031107	280
NC_031126	275
NC_031007	239
NC_031127	273
NC_031010	296
NC_042056	274
NC_031043	243
NC_031120	280
NC_048645	255
NC_031074	182
NC_031072	84
NC_031118	88
NC_031029	189
NC_031122	77
NC_031099	75
NC_031060	108
NC_031109	110
NC_031004	66
NC_031031	108
NC_041886	108
NC_031001	106
NC_031052	101
NC_031097	88
NC_031080	294
NC_031035	105
NC_047772	51
NC_047773	48
NC_047774	52
NC_047775	49
NC_041887	88
NC_047776	62
NC_041888	87
NC_047857	56
NC_041889	91
NC_041890	62
NC_041891	71
NC_041892	66
NC_041893	73
NC_041894	67
NC_041895	77
NC_047777	53
NC_048648	88
NC_049378	170
NC_047778	50
NC_041896	5
NC_047779	58
NC_047780	48
NC_047781	51
NC_047782	48
NC_048656	200
NC_049959	1
NC_041899	144
NC_047783	60
NC_047784	77
NC_041900	64
NC_047875	58
NC_041901	258
NC_048649	72
NC_047785	75
NC_049379	78
NC_048651	29
NC_047786	57
NC_041902	119
NC_047787	51
NC_041903	168
NC_047788	1
NC_048650	193
NC_012638	23
NC_041904	169
NC_047789	49
NC_047790	26
NC_049380	6
NC_047876	88
NC_047877	91
NC_047878	90
NC_047879	89
NC_041905	17
NC_047791	61
NC_047859	49
NC_047792	59
NC_047793	64
NC_047794	63
NC_047795	57
NC_007291	63
NC_042038	63
NC_005833	62
NC_041911	297
NC_047796	18
NC_041912	52
NC_041913	49
NC_048737	52
NC_047798	48
NC_047799	45
NC_047802	41
NC_041914	16
NC_041915	20
NC_047803	36
NC_047804	56
NC_047805	47
NC_048652	124
NC_047806	43
NC_047807	41
NC_047808	52
NC_047809	39
NC_047810	55
NC_047811	57
NC_047812	61
NC_042346	57
NC_048644	2
NC_041916	187
NC_047813	1
NC_048655	82
NC_049382	167
NC_048653	85
NC_048654	86
NC_047814	2
NC_047815	304
NC_047816	59
NC_047817	47
NC_047818	40
NC_047819	47
NC_041917	47
NC_047952	64
NC_048659	90
NC_041918	71
NC_041921	131
NC_047821	26
NC_041922	26
NC_041924	10
NC_047822	50
NC_049854	6
NC_049856	7
NC_049807	4
NC_049806	4
NC_049855	6
NC_049381	3
NC_048657	2
NC_048658	2
NC_041925	8
NC_042137	44
NC_047824	74
NC_041926	58
NC_047825	80
NC_048660	170
NC_041927	242
NC_010811	368
NC_041936	161
NC_041937	166
NC_049960	4
NC_047826	51
NC_047827	52
NC_023701	101
NC_041966	11
NC_049962	1
NC_049961	3
NC_049918	73
NC_041967	17
NC_041968	165
NC_048661	1
NC_047880	324
NC_047828	68
NC_047981	53
NC_042131	50
NC_047881	47
NC_042074	75
NC_047882	74
NC_048055	47
NC_047829	50
NC_042140	100
NC_047968	49
NC_047969	49
NC_047970	52
NC_047971	46
NC_016570	160
NC_015296	171
NC_041990	72
NC_047830	61
NC_047831	19
NC_041994	341
NC_041995	71
NC_047832	20
NC_041996	99
NC_041997	277
NC_050154	111
NC_047833	46
NC_041998	15
NC_049926	59
NC_041999	79
NC_048669	74
NC_042000	119
NC_042001	101
NC_042139	61
NC_042002	74
NC_047834	21
NC_042003	18
NC_042004	18
NC_042006	19
NC_042007	18
NC_049937	2
NC_047835	55
NC_049965	12
NC_047836	26
NC_047837	1
NC_049963	1
NC_049964	1
NC_042008	213
NC_042009	217
NC_042010	222
NC_042011	213
NC_042012	210
NC_047838	141
NC_047839	8
NC_048673	141
NC_047840	63
NC_048670	86
NC_047841	80
NC_047842	47
NC_047843	49
NC_047844	47
NC_048668	348
NC_047845	60
NC_047846	60
NC_042014	81
NC_042015	81
NC_042016	85
NC_042075	32
NC_042076	32
NC_042077	28
NC_042078	24
NC_047847	51
NC_047998	71
NC_047848	53
NC_042017	29
NC_042039	27
NC_047884	79
NC_047885	58
NC_047860	60
NC_049396	165
NC_047999	74
NC_042018	234
NC_042019	135
NC_048674	135
NC_048132	75
NC_049416	2
NC_047849	53
NC_047850	79
NC_049417	1
NC_049418	2
NC_049419	2
NC_049420	2
NC_049421	2
NC_049422	2
NC_049423	2
NC_049424	2
NC_042020	43
NC_047851	70
NC_042040	183
NC_048675	94
NC_047861	146
NC_049397	2
NC_049398	5
NC_049399	2
NC_049400	2
NC_049401	3
NC_049402	2
NC_049403	3
NC_049404	2
NC_049405	2
NC_049406	3
NC_049407	2
NC_049408	2
NC_049409	4
NC_049410	2
NC_049411	3
NC_049412	3
NC_049413	3
NC_049414	2
NC_049415	4
NC_042021	3
NC_042022	2
NC_042023	3
NC_042079	99
NC_042080	103
NC_048625	46
NC_048000	68
NC_048677	8
NC_047862	63
NC_042041	66
NC_048676	98
NC_042081	66
NC_047982	50
NC_042042	58
NC_048678	6
NC_048679	4
NC_042044	45
NC_048680	61
NC_048035	49
NC_048036	51
NC_047886	44
NC_047887	30
NC_047888	63
NC_042045	92
NC_048071	52
NC_042350	49
NC_042352	86
NC_042082	154
NC_047889	42
NC_047890	52
NC_042083	33
NC_042084	75
NC_047891	112
NC_047892	116
NC_042085	95
NC_042086	94
NC_042087	92
NC_042088	76
NC_042089	69
NC_047863	75
NC_042090	15
NC_047893	50
NC_047983	49
NC_048683	80
NC_042091	175
NC_042092	98
NC_047894	51
NC_042116	28
NC_047934	41
NC_047936	42
NC_047937	41
NC_047935	39
NC_042354	58
NC_042355	56
NC_048105	43
NC_044940	66
NC_047895	49
NC_042093	126
NC_048001	48
NC_048106	180
NC_049427	168
NC_047897	23
NC_047898	60
NC_047899	44
NC_048682	195
NC_049425	3
NC_049426	3
NC_048684	82
NC_048685	82
NC_048686	83
NC_047900	185
NC_047901	180
NC_049428	155
NC_048134	26
NC_048687	77
NC_047902	125
NC_047903	33
NC_047904	73
NC_047905	64
NC_047906	73
NC_047930	50
NC_042096	31
NC_042097	28
NC_042098	316
NC_047907	78
NC_048681	2
NC_042099	69
NC_047908	46
NC_047946	64
NC_042100	150
NC_042122	83
NC_047909	102
NC_047910	82
NC_047911	69
NC_047912	45
NC_047913	57
NC_047914	89
NC_047915	97
NC_047916	84
NC_048688	35
NC_048692	32
NC_048693	31
NC_048689	29
NC_048690	34
NC_048691	31
NC_042101	2
NC_047917	53
NC_049433	163
NC_047918	60
NC_048698	34
NC_047919	1
NC_049432	66
NC_047932	166
NC_047920	42
NC_049434	2
NC_047921	115
NC_048207	113
NC_042102	77
NC_047922	52
NC_042103	72
NC_048697	95
NC_042104	56
NC_047923	48
NC_048695	115
NC_048696	116
NC_042105	233
NC_042106	91
NC_047924	20
NC_047931	49
NC_047925	22
NC_047926	16
NC_047927	46
NC_042107	76
NC_047933	63
NC_042108	97
NC_042109	67
NC_042110	66
NC_042111	68
NC_047941	11
NC_048701	17
NC_048702	225
NC_047942	49
NC_047944	61
NC_042119	62
NC_049843	45
NC_042117	60
NC_042118	60
NC_048699	100
NC_042120	88
NC_048700	59
NC_042121	8
NC_049919	62
NC_048703	84
NC_042123	108
NC_048159	1
NC_042025	65
NC_047958	68
NC_047948	8
NC_047945	8
NC_042124	15
NC_047947	67
NC_049384	229
NC_047949	99
NC_047950	95
NC_048103	59
NC_047953	66
NC_048705	107
NC_047961	49
NC_047964	48
NC_047963	49
NC_048704	84
NC_047962	88
NC_047959	74
NC_047965	56
NC_047966	53
NC_047956	52
NC_047957	50
NC_047955	53
NC_047954	50
NC_022343	182
NC_042125	2
NC_047996	64
NC_047874	49
NC_048707	1
NC_042126	2
NC_042127	2
NC_049511	21
NC_049510	75
NC_050153	92
NC_047977	165
NC_048147	86
NC_047979	42
NC_047978	58
NC_042132	88
NC_047972	65
NC_047973	109
NC_047975	116
NC_049929	68
NC_047974	104
NC_047976	95
NC_048706	86
NC_048627	51
NC_048161	52
NC_047994	75
NC_047995	344
NC_047990	103
NC_047991	70
NC_047986	88
NC_047987	104
NC_047988	97
NC_047993	99
NC_047989	103
NC_047992	89
NC_048708	78
NC_047997	57
NC_048846	47
NC_050145	97
NC_049435	80
NC_049436	80
NC_048005	70
NC_048006	68
NC_048007	71
NC_049437	158
NC_048013	68
NC_048008	73
NC_048009	55
NC_048010	73
NC_048011	68
NC_048012	72
NC_047984	45
NC_047985	60
NC_048067	62
NC_048717	31
NC_048718	31
NC_048715	31
NC_048716	30
NC_048714	29
NC_048017	74
NC_048018	108
NC_048019	80
NC_048719	197
NC_048720	212
NC_048027	121
NC_048028	122
NC_042067	106
NC_047823	67
NC_048709	191
NC_048104	19
NC_048016	297
NC_048014	49
NC_048049	76
NC_048003	105
NC_048002	50
NC_048004	50
NC_048710	2
NC_048711	3
NC_048024	72
NC_048713	2
NC_049438	21
NC_048025	51
NC_048023	54
NC_049951	49
NC_048129	47
NC_048131	46
NC_048130	53
NC_048029	54
NC_048725	33
NC_048726	110
NC_048022	42
NC_048198	77
NC_048197	79
NC_048054	338
NC_048053	271
NC_048052	51
NC_048721	242
NC_048722	212
NC_048045	394
NC_048047	636
NC_048046	577
NC_048048	634
NC_048021	188
NC_048020	97
NC_048724	231
NC_048723	236
NC_048672	54
NC_048671	51
NC_048126	74
NC_048038	66
NC_048070	68
NC_048069	69
NC_048068	111
NC_048730	229
NC_049440	158
NC_049439	164
NC_048063	49
NC_049441	19
NC_048041	100
NC_048044	76
NC_048043	78
NC_048042	76
NC_048040	114
NC_048039	115
NC_048729	118
NC_048728	198
NC_049977	7
NC_048744	97
NC_048080	21
NC_048074	22
NC_048075	23
NC_048076	15
NC_049966	1
NC_048082	46
NC_048732	91
NC_048084	18
NC_048085	20
NC_048073	90
NC_048083	116
NC_048086	22
NC_048081	13
NC_049442	113
NC_048064	41
NC_048065	64
NC_048731	47
NC_048733	58
NC_048072	61
NC_048087	18
NC_048727	80
NC_048062	73
NC_048712	2
NC_048057	48
NC_048059	48
NC_048060	49
NC_048056	51
NC_048058	49
NC_048061	48
NC_048108	46
NC_049429	41
NC_048079	49
NC_048078	48
NC_048077	288
NC_048162	74
NC_048735	79
NC_049444	41
NC_049443	165
NC_048204	64
NC_048206	65
NC_048203	70
NC_048205	50
NC_048736	207
NC_048098	74
NC_048091	73
NC_048092	73
NC_048099	76
NC_048093	78
NC_048094	67
NC_048095	76
NC_048100	75
NC_048096	75
NC_048097	74
NC_048090	77
NC_048734	105
NC_048738	1
NC_048133	33
