ID	CDSs_AUGUSTUS_SAUREUS
NC_028656	70
NC_028657	56
NC_028658	44
NC_028659	216
NC_028660	72
NC_028661	34
NC_028662	38
NC_028663	204
NC_028664	42
NC_028665	47
NC_028666	59
NC_028667	33
NC_028668	82
NC_028669	71
NC_028670	40
NC_028671	69
NC_028672	186
NC_028673	53
NC_028674	47
NC_028675	50
NC_028676	180
NC_028677	30
NC_028678	50
NC_028679	49
NC_028680	26
NC_028681	45
NC_028682	40
NC_028683	304
NC_028684	50
NC_028685	62
NC_028686	279
NC_028687	35
NC_028688	34
NC_028689	42
NC_028690	48
NC_028691	39
NC_028692	14
NC_028693	28
NC_028694	29
NC_028695	55
NC_028696	54
NC_028697	48
NC_028698	52
NC_028699	50
NC_028700	68
NC_028701	39
NC_028702	18
NC_028742	35
NC_028743	71
NC_028744	25
NC_028745	62
NC_028746	66
NC_028747	35
NC_028748	77
NC_028749	179
NC_028750	267
NC_028751	48
NC_028754	169
NC_028755	266
NC_028757	34
NC_028758	49
NC_028759	49
NC_028760	59
NC_028762	259
NC_028763	82
NC_028764	72
NC_028765	220
NC_028766	49
NC_028767	66
NC_028768	52
NC_028770	26
NC_028772	38
NC_028773	266
NC_028774	63
NC_028775	69
NC_028776	89
NC_028777	110
NC_028778	61
NC_028779	35
NC_028780	271
NC_028782	47
NC_028783	58
NC_028784	32
NC_028785	45
NC_028786	60
NC_028788	52
NC_028789	26
NC_028791	35
NC_028792	57
NC_028794	29
NC_028795	32
NC_028796	41
NC_028798	31
NC_028799	101
NC_028800	37
NC_028801	43
NC_028802	34
NC_028803	40
NC_028804	34
NC_028805	159
NC_028807	23
NC_028808	134
NC_028809	42
NC_028810	30
NC_028812	61
NC_028813	51
NC_028815	31
NC_028816	37
NC_028817	130
NC_028818	32
NC_028819	73
NC_028820	270
NC_028821	56
NC_028822	43
NC_028823	51
NC_028825	128
NC_028826	67
NC_028827	24
NC_028828	31
NC_028829	391
NC_028830	46
NC_028831	89
NC_028832	49
NC_028834	41
NC_028835	57
NC_028836	32
NC_028837	59
NC_028838	52
NC_028840	161
NC_028841	68
NC_028842	52
NC_028843	60
NC_028844	51
NC_028846	42
NC_028847	270
NC_028848	55
NC_028849	31
NC_028850	41
NC_028851	57
NC_028852	38
NC_028853	74
NC_028854	61
NC_028855	84
NC_028856	110
NC_028857	304
NC_028859	65
NC_028860	32
NC_028861	42
NC_028862	60
NC_028863	47
NC_028864	71
NC_028865	58
NC_028869	92
NC_028870	41
NC_028871	60
NC_028872	124
NC_028874	31
NC_028876	60
NC_028877	23
NC_028878	66
NC_028879	53
NC_028880	41
NC_028881	269
NC_028882	48
NC_028883	76
NC_028885	50
NC_028886	59
NC_028887	292
NC_028888	58
NC_028889	51
NC_028890	243
NC_028892	17
NC_028894	285
NC_028895	151
NC_028896	36
NC_028897	30
NC_028898	50
NC_028899	214
NC_028900	51
NC_028901	51
NC_028902	4
NC_028903	123
NC_028904	19
NC_028905	52
NC_028906	49
NC_028907	38
NC_028908	53
NC_028910	48
NC_028911	46
NC_028912	36
NC_028913	68
NC_028914	21
NC_028915	70
NC_028916	53
NC_028917	71
NC_028919	39
NC_028920	37
NC_028922	31
NC_028923	55
NC_028924	76
NC_028925	285
NC_028926	48
NC_028927	270
NC_028928	29
NC_028929	72
NC_028930	69
NC_028931	28
NC_028932	30
NC_028933	40
NC_028934	46
NC_028935	131
NC_028936	46
NC_028937	55
NC_028939	56
NC_028940	287
NC_028941	29
NC_028942	40
NC_028943	34
NC_028944	290
NC_028945	317
NC_028946	57
NC_028947	51
NC_028950	220
NC_028951	50
NC_028952	40
NC_028953	58
NC_028954	17
NC_028955	246
NC_028956	76
NC_028957	280
NC_028958	50
NC_028959	89
NC_028960	44
NC_028961	47
NC_028962	207
NC_028965	34
NC_028966	54
NC_028967	28
NC_028968	45
NC_028969	93
NC_028971	57
NC_028972	71
NC_028974	34
NC_028976	15
NC_028977	38
NC_028978	48
NC_028979	41
NC_028980	28
NC_028982	191
NC_028983	196
NC_028984	38
NC_028986	93
NC_028987	51
NC_028988	40
NC_028990	59
NC_028991	61
NC_028993	6
NC_028994	6
NC_028995	79
NC_028996	88
NC_028997	87
NC_028998	56
NC_028999	367
NC_029000	241
NC_029001	47
NC_029002	124
NC_029003	36
NC_029004	62
NC_029005	32
NC_029006	58
NC_029007	33
NC_029008	64
NC_029009	191
NC_029010	63
NC_029012	5
NC_029013	271
NC_029014	5
NC_029015	39
NC_029016	92
NC_029017	66
NC_029018	36
NC_029019	51
NC_029021	84
NC_029022	75
NC_029023	129
NC_029024	98
NC_029025	65
NC_029026	202
NC_029028	88
NC_029029	86
NC_029030	39
NC_029031	37
NC_029032	65
NC_029033	51
NC_029042	222
NC_029043	29
NC_029044	92
NC_029045	69
NC_029046	43
NC_029047	44
NC_029048	183
NC_029057	229
NC_029058	123
NC_029059	28
NC_029060	78
NC_029061	39
NC_029065	155
NC_029066	43
NC_029067	260
NC_029068	48
NC_029070	38
NC_029071	86
NC_029073	230
NC_029074	74
NC_029075	72
NC_029077	22
NC_029078	41
NC_029079	47
NC_029080	224
NC_029081	50
NC_029083	132
NC_029084	53
NC_029091	272
NC_029092	28
NC_029093	52
NC_029094	230
NC_029097	51
NC_029098	144
NC_029099	66
NC_029100	56
NC_029101	53
NC_029102	35
NC_029104	93
NC_029106	53
NC_029107	36
NC_029116	51
NC_029118	51
NC_029119	161
NC_029120	65
NC_029121	218
NC_030458	6
NC_030472	5
NC_030476	7
NC_030652	62
NC_030694	28
NC_030695	26
NC_030696	53
NC_030698	27
NC_030901	50
NC_030902	28
NC_030903	211
NC_030904	60
NC_030905	37
NC_030906	69
NC_030907	12
NC_030908	18
NC_030909	37
NC_030910	129
NC_030911	43
NC_030912	13
NC_030913	37
NC_030914	42
NC_030915	105
NC_030916	38
NC_030917	56
NC_030918	25
NC_030919	58
NC_030920	237
NC_030921	38
NC_030923	37
NC_030924	45
NC_030925	192
NC_030927	43
NC_030928	35
NC_030929	28
NC_030930	32
NC_030931	30
NC_030932	47
NC_030933	186
NC_030934	141
NC_030935	15
NC_030936	55
NC_030937	36
NC_030939	38
NC_030940	26
NC_030941	28
NC_030942	43
NC_030943	36
NC_030944	37
NC_030945	54
NC_030946	42
NC_030947	70
NC_030948	229
NC_030949	68
NC_030950	68
NC_030951	70
NC_030953	274
NC_031001	53
NC_031002	38
NC_031003	32
NC_031004	34
NC_031005	26
NC_031006	284
NC_031007	226
NC_031008	21
NC_031009	37
NC_031010	254
NC_031011	279
NC_031012	288
NC_031013	51
NC_031014	37
NC_031015	49
NC_031016	64
NC_031017	50
NC_031018	36
NC_031019	57
NC_031020	269
NC_031021	46
NC_031022	151
NC_031023	47
NC_031024	284
NC_031025	35
NC_031026	82
NC_031027	286
NC_031028	21
NC_031029	50
NC_031030	284
NC_031031	33
NC_031032	39
NC_031034	280
NC_031035	53
NC_031036	47
NC_031037	289
NC_031039	303
NC_031040	50
NC_031041	31
NC_031042	145
NC_031043	234
NC_031044	37
NC_031045	189
NC_031046	21
NC_031047	279
NC_031048	47
NC_031049	283
NC_031050	77
NC_031051	62
NC_031052	33
NC_031053	65
NC_031054	291
NC_031055	70
NC_031056	225
NC_031057	268
NC_031058	57
NC_031059	28
NC_031060	25
NC_031061	34
NC_031062	89
NC_031063	52
NC_031064	54
NC_031065	254
NC_031066	41
NC_031067	28
NC_031068	49
NC_031069	47
NC_031070	287
NC_031071	38
NC_031072	37
NC_031073	129
NC_031074	52
NC_031075	38
NC_031076	27
NC_031077	45
NC_031078	23
NC_031080	112
NC_031081	47
NC_031082	127
NC_031084	29
NC_031085	272
NC_031086	45
NC_031087	271
NC_031090	272
NC_031091	30
NC_031092	42
NC_031094	47
NC_031095	275
NC_031096	48
NC_031097	43
NC_031098	64
NC_031099	29
NC_031100	277
NC_031101	57
NC_031102	36
NC_031103	268
NC_031104	52
NC_031107	252
NC_031108	29
NC_031109	71
NC_031110	127
NC_031111	27
NC_031112	47
NC_031113	49
NC_031114	44
NC_031115	49
NC_031116	289
NC_031117	81
NC_031118	34
NC_031119	28
NC_031120	242
NC_031121	44
NC_031122	30
NC_031123	37
NC_031124	63
NC_031125	58
NC_031126	256
NC_031127	246
NC_031128	196
NC_031129	114
NC_031224	84
NC_031226	32
NC_031228	61
NC_031229	42
NC_031230	41
NC_031231	32
NC_031233	38
NC_031234	27
NC_031235	223
NC_031237	35
NC_031238	30
NC_031239	51
NC_031241	72
NC_031242	193
NC_031243	30
NC_031245	303
NC_031246	36
NC_031247	43
NC_031249	30
NC_031250	69
NC_031251	34
NC_031252	63
NC_031253	49
NC_031254	27
NC_031255	32
NC_031256	26
NC_031257	31
NC_031258	43
NC_031260	65
NC_031261	39
NC_031262	51
NC_031263	25
NC_031264	66
NC_031265	37
NC_031266	35
NC_031267	33
NC_031269	37
NC_031271	50
NC_031274	69
NC_031277	32
NC_031279	35
NC_031280	165
NC_031281	36
NC_031900	218
NC_031901	67
NC_031902	177
NC_031903	195
NC_031904	91
NC_031905	62
NC_031906	209
NC_031907	52
NC_031908	50
NC_031909	176
NC_031910	65
NC_031911	48
NC_031912	95
NC_031913	61
NC_031914	94
NC_031915	54
NC_031917	65
NC_031918	70
NC_031919	62
NC_031920	65
NC_031921	62
NC_031922	215
NC_031923	63
NC_031924	79
NC_031925	54
NC_031926	59
NC_031927	228
NC_031928	264
NC_031929	63
NC_031930	60
NC_031931	94
NC_031932	62
NC_031933	160
NC_031934	262
NC_031935	191
NC_031936	31
NC_031937	40
NC_031938	62
NC_031939	135
NC_031940	91
NC_031941	53
NC_031942	66
NC_031943	36
NC_031944	194
NC_031945	62
NC_031946	57
NC_034248	98
NC_041831	28
NC_041832	22
NC_041833	61
NC_041834	32
NC_041844	53
NC_041845	76
NC_041846	52
NC_041847	48
NC_041848	35
NC_041849	23
NC_041850	48
NC_041851	17
NC_041852	33
NC_041853	28
NC_041854	48
NC_041855	52
NC_041856	21
NC_041857	79
NC_041858	71
NC_041859	57
NC_041860	24
NC_041861	85
NC_041862	186
NC_041863	270
NC_041864	251
NC_041865	56
NC_041866	81
NC_041867	57
NC_041868	28
NC_041869	200
NC_041870	61
NC_041871	188
NC_041872	91
NC_041873	78
NC_041874	76
NC_041875	52
NC_041876	19
NC_041877	66
NC_041878	598
NC_041879	84
NC_041880	207
NC_041881	177
NC_041882	31
NC_041883	34
NC_041884	322
NC_041885	33
NC_041886	33
NC_041887	251
NC_041888	36
NC_041889	29
NC_041890	15
NC_041891	21
NC_041892	13
NC_041893	16
NC_041894	14
NC_041895	20
NC_041896	172
NC_041897	59
NC_041898	58
NC_041899	145
NC_041900	67
NC_041901	96
NC_041902	61
NC_041903	124
NC_041904	129
NC_041905	47
NC_041906	76
NC_041907	52
NC_041908	57
NC_041909	59
NC_041910	91
NC_041911	267
NC_041912	31
NC_041913	162
NC_041914	49
NC_041915	51
NC_041916	215
NC_041917	554
NC_041918	72
NC_041919	267
NC_041920	270
NC_041921	80
NC_041922	122
NC_041923	126
NC_041924	88
NC_041925	96
NC_041926	51
NC_041927	92
NC_041928	206
NC_041929	289
NC_041930	46
NC_041931	48
NC_041932	65
NC_041933	66
NC_041934	32
NC_041935	73
NC_041936	263
NC_041937	204
NC_041938	21
NC_041939	17
NC_041940	24
NC_041941	18
NC_041942	27
NC_041943	24
NC_041944	30
NC_041945	21
NC_041946	28
NC_041947	30
NC_041948	86
NC_041949	63
NC_041950	38
NC_041951	59
NC_041952	63
NC_041953	54
NC_041954	25
NC_041955	27
NC_041956	26
NC_041957	26
NC_041958	48
NC_041959	96
NC_041960	101
NC_041961	37
NC_041962	53
NC_041963	49
NC_041964	62
NC_041965	41
NC_041966	89
NC_041967	49
NC_041968	53
NC_041969	31
NC_041970	53
NC_041971	53
NC_041972	293
NC_041973	286
NC_041974	287
NC_041975	294
NC_041976	93
NC_041977	134
NC_041978	111
NC_041979	129
NC_041980	267
NC_041981	269
NC_041982	26
NC_041983	41
NC_041984	41
NC_041985	33
NC_041986	52
NC_041987	47
NC_041988	50
NC_041989	54
NC_041990	271
NC_041991	50
NC_041992	50
NC_041993	103
NC_041994	292
NC_041995	76
NC_041996	272
NC_041997	121
NC_041998	85
NC_041999	50
NC_042000	45
NC_042001	63
NC_042002	18
NC_042003	52
NC_042004	50
NC_042005	56
NC_042006	51
NC_042007	52
NC_042008	161
NC_042009	133
NC_042010	139
NC_042011	140
NC_042012	142
NC_042013	841
NC_042014	47
NC_042015	65
NC_042016	29
NC_042017	131
NC_042018	228
NC_042019	240
NC_042020	52
NC_042021	72
NC_042022	66
NC_042023	71
NC_042024	51
NC_042025	90
NC_042027	48
NC_042028	84
NC_042029	49
NC_042030	41
NC_042031	42
NC_042032	51
NC_042033	55
NC_042034	50
NC_042035	48
NC_042036	26
NC_042037	69
NC_042038	65
NC_042039	265
NC_042040	221
NC_042041	61
NC_042042	25
NC_042043	76
NC_042044	257
NC_042045	53
NC_042046	70
NC_042047	188
NC_042048	194
NC_042049	17
NC_042050	42
NC_042051	19
NC_042052	14
NC_042053	45
NC_042054	149
NC_042055	35
NC_042056	249
NC_042057	46
NC_042058	28
NC_042060	338
NC_042061	187
NC_042062	67
NC_042063	23
NC_042064	3
NC_042065	46
NC_042066	83
NC_042067	304
NC_042068	6
NC_042069	4
NC_042070	5
NC_042071	4
NC_042072	4
NC_042073	5
NC_042074	139
NC_042075	132
NC_042076	136
NC_042077	269
NC_042078	268
NC_042079	62
NC_042080	57
NC_042081	356
NC_042082	93
NC_042083	21
NC_042084	65
NC_042085	59
NC_042086	59
NC_042087	57
NC_042088	13
NC_042089	11
NC_042090	135
NC_042091	92
NC_042092	75
NC_042093	142
NC_042094	186
NC_042095	188
NC_042096	123
NC_042097	131
NC_042098	291
NC_042099	14
NC_042100	207
NC_042101	69
NC_042102	35
NC_042103	50
NC_042104	38
NC_042105	104
NC_042106	36
NC_042107	52
NC_042108	50
NC_042109	22
NC_042110	17
NC_042111	20
NC_042112	180
NC_042113	128
NC_042114	29
NC_042115	25
NC_042116	532
NC_042117	20
NC_042118	26
NC_042119	17
NC_042120	81
NC_042121	20
NC_042122	72
NC_042123	30
NC_042124	46
NC_042125	65
NC_042126	66
NC_042127	63
NC_042128	105
NC_042129	277
NC_042130	270
NC_042131	48
NC_042132	33
NC_042133	222
NC_042134	71
NC_042135	31
NC_042136	212
NC_042137	48
NC_042138	266
NC_042139	28
NC_042140	255
NC_042307	144
NC_042308	30
NC_042309	25
NC_042310	32
NC_042311	33
NC_042312	37
NC_042313	61
NC_042314	31
NC_042315	48
NC_042316	58
NC_042317	54
NC_042318	27
NC_042319	50
NC_042320	26
NC_042321	32
NC_042322	57
NC_042323	51
NC_042324	31
NC_042325	42
NC_042326	28
NC_042327	35
NC_042328	23
NC_042329	31
NC_042330	20
NC_042331	36
NC_042332	47
NC_042333	41
NC_042334	26
NC_042335	37
NC_042336	50
NC_042337	31
NC_042338	55
NC_042339	33
NC_042340	29
NC_042341	25
NC_042342	39
NC_042343	38
NC_042344	50
NC_042345	54
NC_042346	52
NC_042348	6
NC_042349	42
NC_042350	5
NC_042351	39
NC_042352	34
NC_042353	31
NC_042354	51
NC_042355	50
NC_042564	26
NC_043027	305
NC_043028	8
NC_043029	6
NC_043469	81
NC_043767	48
NC_044940	69
NC_045425	1
NC_047700	33
NC_047701	53
NC_047702	54
NC_047703	50
NC_047704	31
NC_047705	52
NC_047706	25
NC_047707	24
NC_047708	24
NC_047709	43
NC_047710	46
NC_047711	54
NC_047712	244
NC_047713	241
NC_047714	220
NC_047715	192
NC_047716	199
NC_047717	200
NC_047718	197
NC_047719	201
NC_047720	217
NC_047721	227
NC_047722	236
NC_047723	216
NC_047724	237
NC_047725	241
NC_047726	239
NC_047727	237
NC_047728	236
NC_047729	224
NC_047730	228
NC_047731	217
NC_047732	222
NC_047733	190
NC_047734	216
NC_047735	224
NC_047736	286
NC_047737	44
NC_047738	27
NC_047739	125
NC_047740	60
NC_047741	46
NC_047742	29
NC_047743	39
NC_047744	217
NC_047745	186
NC_047746	48
NC_047747	35
NC_047748	39
NC_047749	137
NC_047750	52
NC_047751	26
NC_047752	37
NC_047753	37
NC_047754	148
NC_047755	41
NC_047756	49
NC_047757	54
NC_047758	48
NC_047759	47
NC_047760	123
NC_047761	40
NC_047762	33
NC_047763	46
NC_047764	99
NC_047765	6
NC_047766	42
NC_047767	206
NC_047768	39
NC_047769	52
NC_047770	269
NC_047771	38
NC_047772	40
NC_047773	39
NC_047774	44
NC_047775	41
NC_047776	260
NC_047777	37
NC_047778	39
NC_047779	45
NC_047780	39
NC_047781	38
NC_047782	36
NC_047783	43
NC_047784	65
NC_047785	79
NC_047786	80
NC_047787	44
NC_047788	22
NC_047789	43
NC_047790	48
NC_047791	73
NC_047792	16
NC_047793	15
NC_047794	17
NC_047795	14
NC_047796	199
NC_047797	41
NC_047798	36
NC_047799	33
NC_047800	35
NC_047801	42
NC_047802	51
NC_047803	44
NC_047804	28
NC_047805	53
NC_047806	53
NC_047807	56
NC_047808	42
NC_047809	43
NC_047810	69
NC_047811	41
NC_047812	64
NC_047813	20
NC_047814	20
NC_047815	317
NC_047816	30
NC_047817	37
NC_047818	38
NC_047819	42
NC_047820	71
NC_047821	48
NC_047822	148
NC_047823	85
NC_047824	57
NC_047825	63
NC_047826	31
NC_047827	33
NC_047828	74
NC_047829	39
NC_047830	71
NC_047831	46
NC_047832	42
NC_047833	30
NC_047834	50
NC_047835	161
NC_047836	50
NC_047837	14
NC_047838	239
NC_047839	190
NC_047840	41
NC_047841	63
NC_047842	35
NC_047843	42
NC_047844	39
NC_047845	41
NC_047846	44
NC_047847	71
NC_047848	72
NC_047849	41
NC_047850	63
NC_047851	22
NC_047852	32
NC_047853	216
NC_047854	32
NC_047855	19
NC_047856	33
NC_047857	37
NC_047858	59
NC_047859	170
NC_047860	38
NC_047861	71
NC_047862	31
NC_047863	75
NC_047864	39
NC_047865	26
NC_047866	28
NC_047867	39
NC_047868	54
NC_047869	47
NC_047870	50
NC_047871	202
NC_047872	195
NC_047873	32
NC_047874	32
NC_047875	53
NC_047876	34
NC_047877	37
NC_047878	36
NC_047879	35
NC_047880	325
NC_047881	165
NC_047882	138
NC_047883	53
NC_047884	179
NC_047885	170
NC_047886	45
NC_047887	144
NC_047888	23
NC_047889	53
NC_047890	42
NC_047891	35
NC_047892	48
NC_047893	63
NC_047894	36
NC_047895	43
NC_047896	51
NC_047897	133
NC_047898	85
NC_047899	52
NC_047900	192
NC_047901	188
NC_047902	77
NC_047903	53
NC_047904	18
NC_047905	25
NC_047906	22
NC_047907	65
NC_047908	36
NC_047909	52
NC_047910	39
NC_047911	45
NC_047912	23
NC_047913	25
NC_047914	51
NC_047915	64
NC_047916	66
NC_047917	44
NC_047918	117
NC_047919	20
NC_047920	51
NC_047921	45
NC_047922	35
NC_047923	43
NC_047924	184
NC_047925	128
NC_047926	181
NC_047927	35
NC_047928	11
NC_047929	39
NC_047930	27
NC_047931	112
NC_047932	185
NC_047933	30
NC_047934	46
NC_047935	42
NC_047936	47
NC_047937	44
NC_047938	81
NC_047939	42
NC_047940	45
NC_047941	52
NC_047942	36
NC_047944	44
NC_047945	215
NC_047946	23
NC_047947	82
NC_047948	225
NC_047949	126
NC_047950	129
NC_047951	44
NC_047952	35
NC_047953	33
NC_047954	38
NC_047955	39
NC_047956	37
NC_047957	36
NC_047958	41
NC_047959	79
NC_047960	77
NC_047961	46
NC_047962	78
NC_047963	41
NC_047964	37
NC_047965	36
NC_047966	36
NC_047967	29
NC_047968	36
NC_047969	38
NC_047970	39
NC_047971	34
NC_047972	42
NC_047973	45
NC_047974	35
NC_047975	37
NC_047976	28
NC_047977	59
NC_047978	76
NC_047979	132
NC_047980	34
NC_047981	37
NC_047982	21
NC_047983	61
NC_047984	42
NC_047985	82
NC_047986	37
NC_047987	34
NC_047988	25
NC_047989	28
NC_047990	52
NC_047991	16
NC_047992	37
NC_047993	29
NC_047994	267
NC_047995	316
NC_047996	73
NC_047997	38
NC_047998	78
NC_047999	163
NC_048000	158
NC_048001	149
NC_048002	45
NC_048003	80
NC_048004	44
NC_048005	163
NC_048006	158
NC_048007	164
NC_048008	162
NC_048009	152
NC_048010	163
NC_048011	158
NC_048012	160
NC_048013	154
NC_048014	35
NC_048015	217
NC_048016	250
NC_048017	23
NC_048018	29
NC_048019	42
NC_048020	28
NC_048021	63
NC_048022	39
NC_048023	45
NC_048024	63
NC_048025	38
NC_048026	40
NC_048027	99
NC_048028	102
NC_048029	33
NC_048030	14
NC_048031	27
NC_048032	22
NC_048033	23
NC_048034	34
NC_048035	47
NC_048036	48
NC_048038	23
NC_048039	35
NC_048040	29
NC_048041	147
NC_048042	61
NC_048043	67
NC_048044	64
NC_048045	130
NC_048046	238
NC_048047	269
NC_048048	255
NC_048049	205
NC_048050	48
NC_048051	35
NC_048052	39
NC_048053	321
NC_048054	323
NC_048055	36
NC_048056	49
NC_048057	45
NC_048058	47
NC_048059	45
NC_048060	47
NC_048061	44
NC_048062	160
NC_048063	41
NC_048064	51
NC_048065	80
NC_048066	40
NC_048067	46
NC_048068	30
NC_048069	33
NC_048070	29
NC_048071	36
NC_048072	24
NC_048073	94
NC_048074	168
NC_048075	175
NC_048076	53
NC_048077	321
NC_048078	44
NC_048079	45
NC_048080	167
NC_048081	53
NC_048082	43
NC_048083	34
NC_048084	174
NC_048085	177
NC_048086	137
NC_048087	200
NC_048088	59
NC_048089	157
NC_048090	18
NC_048091	28
NC_048092	30
NC_048093	23
NC_048094	21
NC_048095	23
NC_048096	24
NC_048097	23
NC_048098	16
NC_048099	18
NC_048100	19
NC_048101	27
NC_048102	183
NC_048103	50
NC_048104	85
NC_048105	42
NC_048106	62
NC_048107	21
NC_048108	43
NC_048109	27
NC_048110	158
NC_048111	40
NC_048112	41
NC_048113	30
NC_048114	36
NC_048115	15
NC_048116	46
NC_048117	48
NC_048118	46
NC_048119	50
NC_048120	48
NC_048121	80
NC_048122	81
NC_048123	54
NC_048124	80
NC_048125	76
NC_048126	62
NC_048129	39
NC_048130	36
NC_048131	36
NC_048132	80
NC_048133	26
NC_048134	188
NC_048135	34
NC_048136	32
NC_048137	69
NC_048138	37
NC_048139	52
NC_048140	21
NC_048141	30
NC_048142	53
NC_048143	66
NC_048144	16
NC_048145	156
NC_048146	28
NC_048147	75
NC_048148	51
NC_048149	160
NC_048150	71
NC_048151	143
NC_048152	27
NC_048153	12
NC_048154	28
NC_048155	36
NC_048159	20
NC_048161	37
NC_048162	64
NC_048163	44
NC_048164	43
NC_048165	31
NC_048166	76
NC_048167	47
NC_048168	30
NC_048169	55
NC_048170	241
NC_048171	50
NC_048172	45
NC_048173	225
NC_048174	41
NC_048175	37
NC_048176	133
NC_048177	46
NC_048178	34
NC_048179	76
NC_048180	43
NC_048181	62
NC_048182	280
NC_048183	48
NC_048184	50
NC_048185	38
NC_048186	203
NC_048187	139
NC_048188	138
NC_048189	134
NC_048190	141
NC_048191	137
NC_048192	56
NC_048193	80
NC_048194	98
NC_048195	101
NC_048196	271
NC_048197	56
NC_048198	58
NC_048200	35
NC_048201	33
NC_048202	80
NC_048203	164
NC_048204	74
NC_048205	154
NC_048206	74
NC_048207	40
NC_048208	71
NC_048624	74
NC_048625	51
NC_048626	64
NC_048627	153
NC_048628	65
NC_048629	20
NC_048630	53
NC_048631	53
NC_048632	66
NC_048633	65
NC_048634	69
NC_048635	65
NC_048636	69
NC_048637	139
NC_048638	75
NC_048639	72
NC_048640	72
NC_048641	69
NC_048642	71
NC_048643	80
NC_048644	66
NC_048645	271
NC_048646	273
NC_048647	188
NC_048648	60
NC_048649	75
NC_048650	126
NC_048651	79
NC_048652	225
NC_048653	84
NC_048654	86
NC_048655	63
NC_048656	219
NC_048657	67
NC_048658	53
NC_048659	83
NC_048660	159
NC_048661	26
NC_048662	60
NC_048663	65
NC_048664	140
NC_048665	46
NC_048666	58
NC_048667	38
NC_048668	334
NC_048669	34
NC_048670	64
NC_048671	51
NC_048672	47
NC_048673	399
NC_048674	399
NC_048675	54
NC_048676	63
NC_048677	191
NC_048678	74
NC_048679	72
NC_048680	65
NC_048681	53
NC_048682	217
NC_048683	63
NC_048684	24
NC_048685	24
NC_048686	26
NC_048687	37
NC_048688	61
NC_048689	60
NC_048690	59
NC_048691	55
NC_048692	58
NC_048693	55
NC_048694	278
NC_048695	46
NC_048696	103
NC_048697	86
NC_048698	54
NC_048699	61
NC_048700	86
NC_048701	60
NC_048702	182
NC_048703	75
NC_048704	82
NC_048705	41
NC_048706	22
NC_048707	21
NC_048708	28
NC_048709	185
NC_048710	66
NC_048711	64
NC_048712	27
NC_048713	63
NC_048714	59
NC_048715	64
NC_048716	57
NC_048717	57
NC_048718	58
NC_048719	154
NC_048720	169
NC_048721	149
NC_048722	173
NC_048723	162
NC_048724	154
NC_048725	55
NC_048726	238
NC_048727	61
NC_048728	177
NC_048729	37
NC_048730	139
NC_048731	153
NC_048732	58
NC_048733	32
NC_048734	92
NC_048735	72
NC_048736	152
NC_048737	56
NC_048738	25
NC_048739	13
NC_048740	14
NC_048741	219
NC_048742	175
NC_048743	67
NC_048744	63
NC_048745	57
NC_048746	45
NC_048747	214
NC_048748	170
NC_048749	64
NC_048750	61
NC_048751	93
NC_048752	197
NC_048753	164
NC_048754	192
NC_048755	158
NC_048756	149
NC_048757	146
NC_048758	53
NC_048759	89
NC_048760	160
NC_048761	28
NC_048762	70
NC_048763	69
NC_048764	74
NC_048765	195
NC_048766	63
NC_048767	63
NC_048768	46
NC_048769	215
NC_048770	208
NC_048771	265
NC_048772	225
NC_048773	139
NC_048774	141
NC_048775	139
NC_048776	136
NC_048777	36
NC_048778	33
NC_048779	209
NC_048780	37
NC_048781	163
NC_048782	41
NC_048783	48
NC_048784	34
NC_048785	165
NC_048786	149
NC_048787	33
NC_048788	38
NC_048789	33
NC_048790	35
NC_048791	32
NC_048792	306
NC_048793	65
NC_048794	158
NC_048795	152
NC_048796	93
NC_048797	243
NC_048798	262
NC_048799	71
NC_048800	89
NC_048801	35
NC_048802	154
NC_048803	77
NC_048804	159
NC_048805	54
NC_048806	57
NC_048807	196
NC_048808	164
NC_048809	167
NC_048810	66
NC_048811	161
NC_048812	46
NC_048813	41
NC_048814	38
NC_048815	44
NC_048816	57
NC_048817	60
NC_048818	155
NC_048819	155
NC_048820	44
NC_048821	213
NC_048822	60
NC_048823	66
NC_048824	86
NC_048825	64
NC_048826	45
NC_048827	181
NC_048828	203
NC_048829	47
NC_048830	49
NC_048831	62
NC_048832	68
NC_048833	65
NC_048834	51
NC_048835	65
NC_048836	63
NC_048837	59
NC_048838	58
NC_048839	66
NC_048840	66
NC_048841	65
NC_048842	64
NC_048843	58
NC_048844	57
NC_048845	70
NC_048846	62
NC_048847	159
NC_048848	46
NC_048849	293
NC_048850	37
NC_048851	41
NC_048852	163
NC_048853	163
NC_048854	26
NC_048855	172
NC_048856	161
NC_048857	172
NC_048858	20
NC_048859	19
NC_048860	36
NC_048861	139
NC_048862	16
NC_048863	67
NC_048864	71
NC_048865	152
NC_048866	155
NC_048867	156
NC_048868	163
NC_048869	160
NC_048870	164
NC_048871	166
NC_048872	162
NC_048873	220
NC_048874	6
NC_048875	81
NC_048876	52
NC_048877	25
NC_048878	65
NC_048892	85
NC_049340	326
NC_049341	28
NC_049342	37
NC_049343	34
NC_049344	42
NC_049345	72
NC_049346	49
NC_049347	57
NC_049348	59
NC_049349	58
NC_049350	99
NC_049351	51
NC_049352	55
NC_049353	56
NC_049354	50
NC_049355	52
NC_049356	55
NC_049357	51
NC_049358	59
NC_049359	57
NC_049360	57
NC_049361	60
NC_049362	57
NC_049363	52
NC_049364	61
NC_049365	60
NC_049366	59
NC_049367	62
NC_049368	62
