ID	CDSs_AUGUSTUS_ECOLI
NC_028657	83
NC_028658	83
NC_028659	175
NC_028660	67
NC_028661	49
NC_028662	63
NC_028663	102
NC_028664	40
NC_028665	75
NC_028666	18
NC_028667	53
NC_028668	65
NC_028669	38
NC_028670	40
NC_028671	24
NC_028672	223
NC_028673	72
NC_028674	82
NC_028675	38
NC_028676	192
NC_028677	55
NC_028678	66
NC_028679	37
NC_028680	63
NC_028681	83
NC_028682	84
NC_028683	254
NC_028684	39
NC_028685	60
NC_028686	204
NC_028687	67
NC_028688	38
NC_028689	82
NC_028690	84
NC_028691	84
NC_028692	16
NC_028693	13
NC_028694	30
NC_028695	51
NC_028696	45
NC_028697	27
NC_028698	44
NC_028699	48
NC_028700	39
NC_028701	37
NC_028702	41
NC_028742	81
NC_028743	51
NC_028744	69
NC_028745	73
NC_028746	37
NC_028747	66
NC_028748	37
NC_028749	93
NC_028750	237
NC_028751	72
NC_028754	100
NC_028755	260
NC_028757	67
NC_028758	34
NC_028759	89
NC_028760	61
NC_028762	104
NC_028763	7
NC_028764	2
NC_028765	63
NC_028766	44
NC_028767	43
NC_028768	56
NC_028770	77
NC_028772	35
NC_028773	231
NC_028774	63
NC_028775	25
NC_028776	71
NC_028777	75
NC_028778	88
NC_028779	62
NC_028780	176
NC_028782	36
NC_028783	42
NC_028784	67
NC_028785	99
NC_028786	66
NC_028788	37
NC_028789	14
NC_028791	58
NC_028792	71
NC_028794	75
NC_028795	31
NC_028796	73
NC_028798	67
NC_028799	54
NC_028800	37
NC_028801	81
NC_028802	66
NC_028803	83
NC_028804	70
NC_028805	105
NC_028807	44
NC_028808	100
NC_028809	69
NC_028810	64
NC_028812	47
NC_028813	67
NC_028815	63
NC_028816	37
NC_028817	110
NC_028818	65
NC_028819	34
NC_028820	142
NC_028821	27
NC_028822	39
NC_028823	75
NC_028825	84
NC_028826	39
NC_028827	62
NC_028828	58
NC_028829	318
NC_028830	40
NC_028831	75
NC_028832	78
NC_028834	52
NC_028835	39
NC_028836	48
NC_028837	40
NC_028838	12
NC_028840	95
NC_028841	44
NC_028842	71
NC_028843	93
NC_028844	67
NC_028846	85
NC_028847	230
NC_028848	38
NC_028849	68
NC_028850	41
NC_028851	34
NC_028852	78
NC_028853	54
NC_028854	42
NC_028855	36
NC_028856	66
NC_028857	217
NC_028859	39
NC_028860	72
NC_028861	56
NC_028862	24
NC_028863	41
NC_028864	34
NC_028865	86
NC_028869	198
NC_028870	38
NC_028871	29
NC_028872	83
NC_028874	64
NC_028876	161
NC_028877	72
NC_028878	89
NC_028879	52
NC_028880	36
NC_028881	225
NC_028882	114
NC_028883	4
NC_028885	77
NC_028886	26
NC_028887	151
NC_028888	43
NC_028889	71
NC_028890	150
NC_028892	66
NC_028894	245
NC_028895	81
NC_028896	38
NC_028897	61
NC_028898	44
NC_028899	231
NC_028900	19
NC_028901	53
NC_028902	3
NC_028903	88
NC_028904	64
NC_028905	2
NC_028906	107
NC_028907	82
NC_028908	71
NC_028910	65
NC_028911	35
NC_028912	61
NC_028913	39
NC_028914	66
NC_028915	38
NC_028916	41
NC_028917	37
NC_028919	48
NC_028920	63
NC_028922	58
NC_028923	73
NC_028924	6
NC_028925	243
NC_028926	36
NC_028927	176
NC_028928	69
NC_028929	30
NC_028930	42
NC_028931	67
NC_028932	76
NC_028933	48
NC_028934	87
NC_028935	101
NC_028936	67
NC_028937	75
NC_028939	81
NC_028940	157
NC_028941	63
NC_028942	83
NC_028943	35
NC_028944	160
NC_028945	317
NC_028946	66
NC_028947	81
NC_028950	226
NC_028951	10
NC_028952	75
NC_028953	159
NC_028954	41
NC_028955	40
NC_028956	57
NC_028957	230
NC_028958	2
NC_028959	6
NC_028960	61
NC_028961	62
NC_028962	57
NC_028965	72
NC_028966	82
NC_028967	33
NC_028968	89
NC_028969	42
NC_028971	78
NC_028972	65
NC_028974	64
NC_028976	63
NC_028977	38
NC_028978	81
NC_028979	80
NC_028980	70
NC_028982	87
NC_028983	92
NC_028984	27
NC_028986	196
NC_028987	38
NC_028988	55
NC_028990	38
NC_028991	7
NC_028993	6
NC_028994	4
NC_028995	45
NC_028996	4
NC_028997	67
NC_028998	31
NC_028999	373
NC_029000	165
NC_029001	9
NC_029002	51
NC_029003	37
NC_029004	2
NC_029005	65
NC_029006	6
NC_029007	51
NC_029008	35
NC_029009	121
NC_029010	32
NC_029012	5
NC_029013	256
NC_029014	5
NC_029015	37
NC_029016	58
NC_029017	83
NC_029018	68
NC_029019	47
NC_029021	69
NC_029022	9
NC_029023	84
NC_029024	39
NC_029025	36
NC_029026	88
NC_029028	69
NC_029029	39
NC_029030	25
NC_029031	41
NC_029032	32
NC_029033	57
NC_029042	184
NC_029043	76
NC_029044	203
NC_029045	85
NC_029046	69
NC_029047	39
NC_029048	6
NC_029057	127
NC_029058	70
NC_029059	62
NC_029060	68
NC_029061	43
NC_029065	144
NC_029066	67
NC_029067	155
NC_029068	39
NC_029070	44
NC_029071	69
NC_029073	83
NC_029074	69
NC_029075	113
NC_029077	77
NC_029078	20
NC_029079	107
NC_029080	72
NC_029081	35
NC_029083	110
NC_029084	37
NC_029091	221
NC_029092	43
NC_029093	108
NC_029094	101
NC_029097	47
NC_029098	137
NC_029099	71
NC_029100	30
NC_029101	77
NC_029102	34
NC_029104	45
NC_029106	82
NC_029107	50
NC_029116	10
NC_029118	26
NC_029119	75
NC_029120	55
NC_029121	139
NC_030458	5
NC_030472	4
NC_030476	2
NC_030652	37
NC_030694	78
NC_030695	77
NC_030696	133
NC_030698	78
NC_030901	127
NC_030902	50
NC_030903	117
NC_030904	39
NC_030905	67
NC_030906	88
NC_030907	24
NC_030908	50
NC_030909	62
NC_030910	109
NC_030911	65
NC_030912	22
NC_030913	74
NC_030914	74
NC_030915	69
NC_030916	75
NC_030917	132
NC_030918	50
NC_030919	45
NC_030920	143
NC_030921	64
NC_030923	46
NC_030924	81
NC_030925	84
NC_030927	65
NC_030928	48
NC_030929	61
NC_030930	56
NC_030931	54
NC_030932	57
NC_030933	58
NC_030934	90
NC_030935	23
NC_030936	132
NC_030937	47
NC_030939	58
NC_030940	39
NC_030941	56
NC_030942	74
NC_030943	78
NC_030944	67
NC_030945	40
NC_030946	26
NC_030947	2
NC_030948	208
NC_030949	5
NC_030950	5
NC_030951	2
NC_030953	170
NC_031001	68
NC_031002	22
NC_031003	31
NC_031004	50
NC_031005	30
NC_031006	155
NC_031007	230
NC_031008	11
NC_031009	23
NC_031010	265
NC_031011	173
NC_031012	158
NC_031013	27
NC_031014	43
NC_031015	14
NC_031016	29
NC_031017	23
NC_031018	42
NC_031019	48
NC_031020	194
NC_031021	40
NC_031022	86
NC_031023	26
NC_031024	156
NC_031025	36
NC_031026	69
NC_031027	157
NC_031028	47
NC_031029	128
NC_031030	172
NC_031031	75
NC_031032	13
NC_031034	148
NC_031035	80
NC_031036	36
NC_031037	170
NC_031039	70
NC_031040	28
NC_031041	67
NC_031042	87
NC_031043	231
NC_031044	23
NC_031045	160
NC_031046	8
NC_031047	170
NC_031048	59
NC_031049	151
NC_031050	69
NC_031051	38
NC_031052	78
NC_031053	73
NC_031054	159
NC_031055	29
NC_031056	145
NC_031057	253
NC_031058	67
NC_031059	55
NC_031060	77
NC_031061	64
NC_031062	80
NC_031063	78
NC_031064	28
NC_031065	150
NC_031066	37
NC_031067	65
NC_031068	44
NC_031069	25
NC_031070	160
NC_031071	24
NC_031072	69
NC_031073	107
NC_031074	134
NC_031075	22
NC_031076	50
NC_031077	43
NC_031078	61
NC_031080	220
NC_031081	54
NC_031082	84
NC_031084	32
NC_031085	181
NC_031086	37
NC_031087	191
NC_031090	216
NC_031091	54
NC_031092	39
NC_031094	25
NC_031095	197
NC_031096	32
NC_031097	67
NC_031098	43
NC_031099	61
NC_031100	157
NC_031101	45
NC_031102	55
NC_031103	176
NC_031104	80
NC_031107	258
NC_031108	50
NC_031109	70
NC_031110	102
NC_031111	66
NC_031112	75
NC_031113	51
NC_031114	40
NC_031115	41
NC_031116	154
NC_031117	35
NC_031118	66
NC_031119	31
NC_031120	262
NC_031121	13
NC_031122	59
NC_031123	37
NC_031124	90
NC_031125	42
NC_031126	259
NC_031127	257
NC_031128	168
NC_031129	99
NC_031224	63
NC_031226	67
NC_031228	68
NC_031229	84
NC_031230	122
NC_031231	80
NC_031233	63
NC_031234	50
NC_031235	143
NC_031237	72
NC_031238	75
NC_031239	76
NC_031241	34
NC_031242	133
NC_031243	58
NC_031245	127
NC_031246	35
NC_031247	67
NC_031249	73
NC_031250	65
NC_031251	64
NC_031252	70
NC_031253	113
NC_031254	81
NC_031255	57
NC_031256	76
NC_031257	77
NC_031258	42
NC_031260	34
NC_031261	71
NC_031262	67
NC_031263	73
NC_031264	50
NC_031265	73
NC_031266	63
NC_031267	57
NC_031269	70
NC_031271	39
NC_031274	51
NC_031277	74
NC_031279	70
NC_031280	84
NC_031281	63
NC_031900	117
NC_031901	48
NC_031902	135
NC_031903	131
NC_031904	17
NC_031905	26
NC_031906	159
NC_031907	32
NC_031908	39
NC_031909	11
NC_031910	35
NC_031911	9
NC_031912	18
NC_031913	40
NC_031914	18
NC_031915	29
NC_031917	35
NC_031918	54
NC_031919	26
NC_031920	37
NC_031921	26
NC_031922	121
NC_031923	41
NC_031924	65
NC_031925	49
NC_031926	10
NC_031927	130
NC_031928	231
NC_031929	34
NC_031930	65
NC_031931	18
NC_031932	26
NC_031933	123
NC_031934	220
NC_031935	137
NC_031936	57
NC_031937	39
NC_031938	26
NC_031939	79
NC_031940	98
NC_031941	35
NC_031942	38
NC_031943	40
NC_031944	152
NC_031945	26
NC_031946	42
NC_034248	157
NC_041831	6
NC_041832	3
NC_041833	8
NC_041834	2
NC_041844	144
NC_041845	7
NC_041846	105
NC_041847	73
NC_041848	35
NC_041849	66
NC_041850	102
NC_041851	50
NC_041852	69
NC_041853	60
NC_041854	35
NC_041855	67
NC_041856	69
NC_041857	37
NC_041858	40
NC_041859	10
NC_041860	63
NC_041861	57
NC_041862	67
NC_041863	217
NC_041864	200
NC_041865	80
NC_041866	51
NC_041867	34
NC_041868	55
NC_041869	153
NC_041870	84
NC_041871	156
NC_041872	17
NC_041873	62
NC_041874	61
NC_041875	39
NC_041876	46
NC_041877	89
NC_041878	451
NC_041879	51
NC_041880	166
NC_041881	219
NC_041882	61
NC_041883	64
NC_041884	78
NC_041885	39
NC_041886	75
NC_041887	117
NC_041888	65
NC_041889	67
NC_041890	44
NC_041891	49
NC_041892	49
NC_041893	53
NC_041894	49
NC_041895	55
NC_041896	12
NC_041897	52
NC_041898	50
NC_041899	132
NC_041900	57
NC_041901	198
NC_041902	85
NC_041903	102
NC_041904	106
NC_041905	37
NC_041906	56
NC_041907	77
NC_041908	66
NC_041909	39
NC_041910	82
NC_041911	277
NC_041912	33
NC_041913	87
NC_041914	35
NC_041915	39
NC_041916	201
NC_041917	339
NC_041918	67
NC_041919	176
NC_041920	222
NC_041921	108
NC_041922	75
NC_041923	81
NC_041924	41
NC_041925	42
NC_041926	52
NC_041927	168
NC_041928	48
NC_041929	279
NC_041930	66
NC_041931	65
NC_041932	72
NC_041933	71
NC_041934	72
NC_041935	57
NC_041936	212
NC_041937	159
NC_041938	47
NC_041939	44
NC_041940	52
NC_041941	45
NC_041942	50
NC_041943	49
NC_041944	52
NC_041945	48
NC_041946	52
NC_041947	74
NC_041948	59
NC_041949	62
NC_041950	76
NC_041951	62
NC_041952	65
NC_041953	67
NC_041954	33
NC_041955	32
NC_041956	35
NC_041957	36
NC_041958	71
NC_041959	64
NC_041960	62
NC_041961	87
NC_041962	82
NC_041963	50
NC_041964	83
NC_041965	84
NC_041966	45
NC_041967	39
NC_041968	119
NC_041969	64
NC_041970	105
NC_041971	129
NC_041972	312
NC_041973	307
NC_041974	307
NC_041975	310
NC_041976	45
NC_041977	90
NC_041978	94
NC_041979	80
NC_041980	239
NC_041981	236
NC_041982	71
NC_041983	66
NC_041984	62
NC_041985	64
NC_041986	73
NC_041987	109
NC_041988	69
NC_041989	76
NC_041990	222
NC_041991	42
NC_041992	43
NC_041993	204
NC_041994	318
NC_041995	59
NC_041996	218
NC_041997	224
NC_041998	38
NC_041999	67
NC_042000	89
NC_042001	63
NC_042002	48
NC_042003	36
NC_042004	37
NC_042005	36
NC_042006	38
NC_042007	38
NC_042008	125
NC_042009	135
NC_042010	139
NC_042011	134
NC_042012	133
NC_042013	417
NC_042014	68
NC_042015	72
NC_042016	68
NC_042017	84
NC_042018	230
NC_042019	169
NC_042020	40
NC_042021	43
NC_042022	39
NC_042023	46
NC_042024	22
NC_042025	70
NC_042027	102
NC_042028	41
NC_042029	52
NC_042030	73
NC_042031	82
NC_042032	84
NC_042033	58
NC_042034	90
NC_042035	88
NC_042036	63
NC_042037	57
NC_042038	44
NC_042039	170
NC_042040	166
NC_042041	59
NC_042042	50
NC_042043	71
NC_042044	161
NC_042045	74
NC_042046	49
NC_042047	180
NC_042048	73
NC_042049	41
NC_042050	84
NC_042051	63
NC_042052	67
NC_042053	89
NC_042054	94
NC_042055	63
NC_042056	260
NC_042057	44
NC_042058	61
NC_042060	220
NC_042061	164
NC_042062	60
NC_042063	19
NC_042064	3
NC_042065	44
NC_042066	66
NC_042067	217
NC_042068	5
NC_042069	3
NC_042070	6
NC_042071	5
NC_042072	6
NC_042073	5
NC_042074	77
NC_042075	91
NC_042076	90
NC_042077	178
NC_042078	179
NC_042079	85
NC_042080	81
NC_042081	223
NC_042082	133
NC_042083	21
NC_042084	59
NC_042085	61
NC_042086	54
NC_042087	58
NC_042088	52
NC_042089	46
NC_042090	54
NC_042091	155
NC_042092	81
NC_042093	118
NC_042094	108
NC_042095	107
NC_042096	81
NC_042097	80
NC_042098	309
NC_042099	55
NC_042100	190
NC_042101	41
NC_042102	57
NC_042103	57
NC_042104	42
NC_042105	154
NC_042106	74
NC_042107	58
NC_042108	75
NC_042109	49
NC_042110	58
NC_042111	56
NC_042112	14
NC_042113	115
NC_042114	18
NC_042115	75
NC_042116	222
NC_042117	51
NC_042118	51
NC_042119	47
NC_042120	78
NC_042121	11
NC_042122	62
NC_042123	78
NC_042124	33
NC_042125	34
NC_042126	34
NC_042127	34
NC_042128	108
NC_042129	173
NC_042130	176
NC_042131	31
NC_042132	73
NC_042133	118
NC_042134	47
NC_042135	51
NC_042136	195
NC_042137	45
NC_042138	233
NC_042139	42
NC_042140	163
NC_042307	82
NC_042308	64
NC_042309	74
NC_042310	67
NC_042311	65
NC_042312	61
NC_042313	86
NC_042314	70
NC_042315	67
NC_042316	155
NC_042317	72
NC_042318	71
NC_042319	71
NC_042320	63
NC_042321	64
NC_042322	161
NC_042323	73
NC_042324	62
NC_042325	86
NC_042326	67
NC_042327	67
NC_042328	69
NC_042329	64
NC_042330	76
NC_042331	61
NC_042332	81
NC_042333	63
NC_042334	66
NC_042335	69
NC_042336	71
NC_042337	74
NC_042338	85
NC_042339	68
NC_042340	68
NC_042341	68
NC_042342	62
NC_042343	43
NC_042344	73
NC_042345	67
NC_042346	45
NC_042348	28
NC_042349	49
NC_042350	28
NC_042351	47
NC_042352	60
NC_042353	57
NC_042354	40
NC_042355	35
NC_042564	13
NC_043027	69
NC_043028	10
NC_043029	11
NC_043469	74
NC_043767	83
NC_044940	59
NC_045425	5
NC_047700	39
NC_047701	14
NC_047702	12
NC_047703	9
NC_047704	21
NC_047705	11
NC_047706	35
NC_047707	35
NC_047708	23
NC_047709	34
NC_047710	38
NC_047711	8
NC_047712	140
NC_047713	134
NC_047714	122
NC_047715	116
NC_047716	110
NC_047717	110
NC_047718	116
NC_047719	115
NC_047720	72
NC_047721	73
NC_047722	70
NC_047723	66
NC_047724	71
NC_047725	75
NC_047726	78
NC_047727	70
NC_047728	71
NC_047729	70
NC_047730	72
NC_047731	72
NC_047732	73
NC_047733	130
NC_047734	138
NC_047735	136
NC_047736	158
NC_047737	36
NC_047738	43
NC_047739	65
NC_047740	40
NC_047741	35
NC_047742	56
NC_047743	42
NC_047744	138
NC_047745	66
NC_047746	34
NC_047747	44
NC_047748	35
NC_047749	96
NC_047750	46
NC_047751	45
NC_047752	45
NC_047753	41
NC_047754	98
NC_047755	40
NC_047756	109
NC_047757	102
NC_047758	41
NC_047759	40
NC_047760	58
NC_047761	33
NC_047762	45
NC_047763	26
NC_047764	68
NC_047765	11
NC_047766	39
NC_047767	70
NC_047768	43
NC_047769	44
NC_047770	201
NC_047771	38
NC_047772	39
NC_047773	37
NC_047774	39
NC_047775	41
NC_047776	189
NC_047777	38
NC_047778	35
NC_047779	40
NC_047780	34
NC_047781	37
NC_047782	36
NC_047783	42
NC_047784	71
NC_047785	62
NC_047786	70
NC_047787	39
NC_047788	9
NC_047789	42
NC_047790	38
NC_047791	54
NC_047792	48
NC_047793	49
NC_047794	48
NC_047795	47
NC_047796	114
NC_047797	36
NC_047798	35
NC_047799	38
NC_047800	51
NC_047801	37
NC_047802	35
NC_047803	35
NC_047804	40
NC_047805	38
NC_047806	44
NC_047807	48
NC_047808	36
NC_047809	36
NC_047810	49
NC_047811	41
NC_047812	52
NC_047813	14
NC_047814	16
NC_047815	291
NC_047816	43
NC_047817	39
NC_047818	36
NC_047819	32
NC_047820	57
NC_047821	22
NC_047822	102
NC_047823	69
NC_047824	50
NC_047825	74
NC_047826	45
NC_047827	46
NC_047828	63
NC_047829	38
NC_047830	59
NC_047831	30
NC_047832	26
NC_047833	40
NC_047834	38
NC_047835	106
NC_047836	21
NC_047837	8
NC_047838	177
NC_047839	72
NC_047840	49
NC_047841	68
NC_047842	37
NC_047843	37
NC_047844	38
NC_047845	43
NC_047846	40
NC_047847	43
NC_047848	44
NC_047849	36
NC_047850	63
NC_047851	57
NC_047852	44
NC_047853	98
NC_047854	33
NC_047855	12
NC_047856	31
NC_047857	40
NC_047858	38
NC_047859	107
NC_047860	38
NC_047861	117
NC_047862	55
NC_047863	60
NC_047864	40
NC_047865	42
NC_047866	40
NC_047867	40
NC_047868	42
NC_047869	40
NC_047870	42
NC_047871	72
NC_047872	72
NC_047873	41
NC_047874	39
NC_047875	47
NC_047876	71
NC_047877	72
NC_047878	70
NC_047879	71
NC_047880	309
NC_047881	103
NC_047882	78
NC_047883	39
NC_047884	132
NC_047885	119
NC_047886	33
NC_047887	61
NC_047888	40
NC_047889	44
NC_047890	43
NC_047891	68
NC_047892	84
NC_047893	48
NC_047894	41
NC_047895	39
NC_047896	36
NC_047897	73
NC_047898	65
NC_047899	48
NC_047900	175
NC_047901	163
NC_047902	108
NC_047903	33
NC_047904	40
NC_047905	42
NC_047906	42
NC_047907	69
NC_047908	30
NC_047909	86
NC_047910	67
NC_047911	57
NC_047912	39
NC_047913	48
NC_047914	77
NC_047915	80
NC_047916	67
NC_047917	41
NC_047918	85
NC_047919	11
NC_047920	44
NC_047921	81
NC_047922	48
NC_047923	37
NC_047924	87
NC_047925	65
NC_047926	85
NC_047927	36
NC_047928	8
NC_047929	32
NC_047930	37
NC_047931	78
NC_047932	155
NC_047933	43
NC_047934	33
NC_047935	33
NC_047936	37
NC_047937	36
NC_047938	67
NC_047939	36
NC_047940	36
NC_047941	31
NC_047942	38
NC_047944	45
NC_047945	67
NC_047946	45
NC_047947	69
NC_047948	72
NC_047949	95
NC_047950	95
NC_047951	44
NC_047952	47
NC_047953	50
NC_047954	43
NC_047955	43
NC_047956	43
NC_047957	44
NC_047958	52
NC_047959	64
NC_047960	72
NC_047961	41
NC_047962	62
NC_047963	38
NC_047964	44
NC_047965	46
NC_047966	36
NC_047967	48
NC_047968	35
NC_047969	34
NC_047970	36
NC_047971	37
NC_047972	60
NC_047973	88
NC_047974	78
NC_047975	84
NC_047976	70
NC_047977	131
NC_047978	60
NC_047979	85
NC_047980	38
NC_047981	46
NC_047982	40
NC_047983	46
NC_047984	40
NC_047985	61
NC_047986	71
NC_047987	79
NC_047988	73
NC_047989	76
NC_047990	70
NC_047991	50
NC_047992	65
NC_047993	71
NC_047994	206
NC_047995	314
NC_047996	56
NC_047997	47
NC_047998	62
NC_047999	120
NC_048000	113
NC_048001	102
NC_048002	37
NC_048003	91
NC_048004	35
NC_048005	115
NC_048006	118
NC_048007	115
NC_048008	115
NC_048009	106
NC_048010	118
NC_048011	118
NC_048012	112
NC_048013	104
NC_048014	34
NC_048015	98
NC_048016	264
NC_048017	59
NC_048018	66
NC_048019	64
NC_048020	74
NC_048021	140
NC_048022	34
NC_048023	40
NC_048024	62
NC_048025	40
NC_048026	38
NC_048027	65
NC_048028	62
NC_048029	43
NC_048030	4
NC_048031	25
NC_048032	7
NC_048033	8
NC_048034	23
NC_048035	39
NC_048036	40
NC_048038	52
NC_048039	65
NC_048040	69
NC_048041	86
NC_048042	66
NC_048043	67
NC_048044	65
NC_048045	323
NC_048046	468
NC_048047	516
NC_048048	501
NC_048049	119
NC_048050	3
NC_048051	4
NC_048052	46
NC_048053	293
NC_048054	308
NC_048055	34
NC_048056	34
NC_048057	42
NC_048058	32
NC_048059	41
NC_048060	44
NC_048061	33
NC_048062	123
NC_048063	35
NC_048064	44
NC_048065	68
NC_048066	33
NC_048067	55
NC_048068	83
NC_048069	55
NC_048070	52
NC_048071	38
NC_048072	50
NC_048073	81
NC_048074	88
NC_048075	87
NC_048076	39
NC_048077	302
NC_048078	36
NC_048079	38
NC_048080	85
NC_048081	39
NC_048082	38
NC_048083	69
NC_048084	88
NC_048085	84
NC_048086	56
NC_048087	125
NC_048088	61
NC_048089	120
NC_048090	60
NC_048091	55
NC_048092	56
NC_048093	51
NC_048094	52
NC_048095	57
NC_048096	59
NC_048097	50
NC_048098	52
NC_048099	50
NC_048100	50
NC_048101	47
NC_048102	116
NC_048103	46
NC_048104	41
NC_048105	42
NC_048106	58
NC_048107	9
NC_048108	41
NC_048109	40
NC_048110	119
NC_048111	31
NC_048112	58
NC_048113	55
NC_048114	35
NC_048115	54
NC_048116	35
NC_048117	34
NC_048118	35
NC_048119	37
NC_048120	29
NC_048121	63
NC_048122	62
NC_048123	38
NC_048124	61
NC_048125	61
NC_048126	63
NC_048129	35
NC_048130	36
NC_048131	38
NC_048132	65
NC_048133	24
NC_048134	88
NC_048135	37
NC_048136	37
NC_048137	60
NC_048138	37
NC_048139	109
NC_048140	46
NC_048141	68
NC_048142	35
NC_048143	65
NC_048144	52
NC_048145	120
NC_048146	65
NC_048147	59
NC_048148	22
NC_048149	113
NC_048150	50
NC_048151	86
NC_048152	75
NC_048153	44
NC_048154	43
NC_048155	48
NC_048159	10
NC_048161	43
NC_048162	63
NC_048163	39
NC_048164	32
NC_048165	74
NC_048166	121
NC_048167	37
NC_048168	49
NC_048169	132
NC_048170	224
NC_048171	32
NC_048172	40
NC_048173	228
NC_048174	40
NC_048175	35
NC_048176	135
NC_048177	51
NC_048178	55
NC_048179	67
NC_048180	41
NC_048181	58
NC_048182	265
NC_048183	35
NC_048184	43
NC_048185	71
NC_048186	177
NC_048187	64
NC_048188	66
NC_048189	61
NC_048190	70
NC_048191	64
NC_048192	32
NC_048193	83
NC_048194	79
NC_048195	82
NC_048196	203
NC_048197	51
NC_048198	56
NC_048200	48
NC_048201	45
NC_048202	62
NC_048203	114
NC_048204	56
NC_048205	98
NC_048206	57
NC_048207	80
NC_048208	43
NC_048624	32
NC_048625	35
NC_048626	80
NC_048627	102
NC_048628	33
NC_048629	1
NC_048630	32
NC_048631	32
NC_048632	82
NC_048633	23
NC_048634	28
NC_048635	28
NC_048636	25
NC_048637	53
NC_048638	52
NC_048639	55
NC_048640	41
NC_048641	29
NC_048642	4
NC_048643	5
NC_048644	23
NC_048645	258
NC_048646	262
NC_048647	152
NC_048648	69
NC_048649	70
NC_048650	138
NC_048651	46
NC_048652	121
NC_048653	84
NC_048654	83
NC_048655	69
NC_048656	180
NC_048657	27
NC_048658	22
NC_048659	79
NC_048660	132
NC_048661	3
NC_048662	78
NC_048663	79
NC_048664	54
NC_048665	9
NC_048666	67
NC_048667	23
NC_048668	325
NC_048669	54
NC_048670	71
NC_048671	36
NC_048672	39
NC_048673	290
NC_048674	293
NC_048675	79
NC_048676	80
NC_048677	74
NC_048678	18
NC_048679	16
NC_048680	48
NC_048681	22
NC_048682	176
NC_048683	69
NC_048684	51
NC_048685	50
NC_048686	53
NC_048687	60
NC_048688	37
NC_048689	41
NC_048690	37
NC_048691	36
NC_048692	38
NC_048693	36
NC_048694	225
NC_048695	83
NC_048696	61
NC_048697	87
NC_048698	39
NC_048699	84
NC_048700	70
NC_048701	35
NC_048702	202
NC_048703	72
NC_048704	79
NC_048705	68
NC_048706	57
NC_048707	5
NC_048708	54
NC_048709	164
NC_048710	28
NC_048711	25
NC_048712	2
NC_048713	27
NC_048714	31
NC_048715	37
NC_048716	34
NC_048717	34
NC_048718	33
NC_048719	114
NC_048720	126
NC_048721	147
NC_048722	141
NC_048723	145
NC_048724	146
NC_048725	37
NC_048726	135
NC_048727	67
NC_048728	110
NC_048729	77
NC_048730	131
NC_048731	100
NC_048732	72
NC_048733	46
NC_048734	52
NC_048735	51
NC_048736	180
NC_048737	43
NC_048738	3
NC_048739	24
NC_048740	23
NC_048741	170
NC_048742	118
NC_048743	80
NC_048744	80
NC_048745	82
NC_048746	83
NC_048747	198
NC_048748	117
NC_048749	61
NC_048750	60
NC_048751	110
NC_048752	64
NC_048753	85
NC_048754	57
NC_048755	236
NC_048756	60
NC_048757	56
NC_048758	77
NC_048759	77
NC_048760	122
NC_048761	47
NC_048762	32
NC_048763	65
NC_048764	64
NC_048765	175
NC_048766	76
NC_048767	66
NC_048768	79
NC_048769	110
NC_048770	116
NC_048771	128
NC_048772	123
NC_048773	94
NC_048774	89
NC_048775	88
NC_048776	86
NC_048777	45
NC_048778	51
NC_048779	191
NC_048780	54
NC_048781	117
NC_048782	48
NC_048783	86
NC_048784	61
NC_048785	115
NC_048786	103
NC_048787	58
NC_048788	67
NC_048789	52
NC_048790	55
NC_048791	54
NC_048792	299
NC_048793	64
NC_048794	98
NC_048795	104
NC_048796	89
NC_048797	144
NC_048798	222
NC_048799	56
NC_048800	78
NC_048801	47
NC_048802	235
NC_048803	45
NC_048804	235
NC_048805	72
NC_048806	81
NC_048807	208
NC_048808	121
NC_048809	119
NC_048810	63
NC_048811	120
NC_048812	66
NC_048813	63
NC_048814	62
NC_048815	66
NC_048816	65
NC_048817	63
NC_048818	108
NC_048819	113
NC_048820	82
NC_048821	188
NC_048822	68
NC_048823	68
NC_048824	71
NC_048825	68
NC_048826	67
NC_048827	100
NC_048828	207
NC_048829	29
NC_048830	30
NC_048831	8
NC_048832	8
NC_048833	7
NC_048834	17
NC_048835	10
NC_048836	9
NC_048837	7
NC_048838	7
NC_048839	8
NC_048840	7
NC_048841	7
NC_048842	9
NC_048843	26
NC_048844	7
NC_048845	58
NC_048846	48
NC_048847	53
NC_048848	29
NC_048849	241
NC_048850	70
NC_048851	82
NC_048852	116
NC_048853	116
NC_048854	54
NC_048855	117
NC_048856	118
NC_048857	114
NC_048858	18
NC_048859	17
NC_048860	47
NC_048861	51
NC_048862	14
NC_048863	65
NC_048864	66
NC_048865	106
NC_048866	113
NC_048867	116
NC_048868	115
NC_048869	116
NC_048870	113
NC_048871	117
NC_048872	114
NC_048873	178
NC_048874	5
NC_048875	69
NC_048876	65
NC_048877	48
NC_048878	52
NC_048892	25
NC_049340	34
NC_049341	43
NC_049342	47
NC_049343	36
NC_049344	44
NC_049345	60
NC_049346	22
NC_049347	24
NC_049348	26
NC_049349	28
NC_049350	56
NC_049351	21
NC_049352	25
NC_049353	25
NC_049354	21
NC_049355	25
NC_049356	23
NC_049357	24
NC_049358	24
NC_049359	24
NC_049360	23
NC_049361	21
NC_049362	21
NC_049363	24
NC_049364	21
NC_049365	23
NC_049366	22
NC_049367	23
NC_049368	24
NC_049369	22
