ID	CDSs_GLIMMER
NC_028657	48
NC_028658	41
NC_028659	144
NC_028660	48
NC_028661	27
NC_028662	25
NC_028663	114
NC_028664	25
NC_028665	51
NC_028666	28
NC_028667	31
NC_028668	50
NC_028669	39
NC_028670	25
NC_028671	44
NC_028672	122
NC_028673	42
NC_028674	43
NC_028675	35
NC_028676	97
NC_028677	26
NC_028678	43
NC_028679	34
NC_028680	32
NC_028681	50
NC_028682	43
NC_028683	248
NC_028684	34
NC_028685	42
NC_028686	200
NC_028687	38
NC_028688	25
NC_028689	43
NC_028690	43
NC_028691	42
NC_028692	7
NC_028693	18
NC_028694	31
NC_028695	25
NC_028696	23
NC_028697	37
NC_028698	24
NC_028699	35
NC_028700	30
NC_028701	27
NC_028702	30
NC_028742	59
NC_028743	41
NC_028744	37
NC_028745	46
NC_028746	34
NC_028747	41
NC_028748	38
NC_028749	127
NC_028750	179
NC_028751	37
NC_028754	111
NC_028755	159
NC_028757	35
NC_028758	31
NC_028759	55
NC_028760	39
NC_028762	186
NC_028763	47
NC_028764	40
NC_028765	119
NC_028766	32
NC_028767	38
NC_028768	37
NC_028770	53
NC_028772	23
NC_028773	192
NC_028774	38
NC_028775	42
NC_028776	51
NC_028777	81
NC_028778	63
NC_028779	37
NC_028780	219
NC_028782	39
NC_028783	33
NC_028784	33
NC_028785	46
NC_028786	34
NC_028788	34
NC_028789	18
NC_028791	51
NC_028792	38
NC_028794	35
NC_028795	27
NC_028796	42
NC_028798	37
NC_028799	57
NC_028800	21
NC_028801	42
NC_028802	31
NC_028803	40
NC_028804	37
NC_028805	88
NC_028807	40
NC_028808	102
NC_028809	56
NC_028810	41
NC_028812	37
NC_028813	39
NC_028815	40
NC_028816	26
NC_028817	54
NC_028818	48
NC_028819	43
NC_028820	210
NC_028821	37
NC_028822	36
NC_028823	43
NC_028825	91
NC_028826	31
NC_028827	44
NC_028828	31
NC_028829	240
NC_028830	28
NC_028831	60
NC_028832	52
NC_028834	34
NC_028835	30
NC_028836	30
NC_028837	37
NC_028838	33
NC_028840	103
NC_028841	38
NC_028842	44
NC_028843	60
NC_028844	40
NC_028846	50
NC_028847	220
NC_028848	34
NC_028849	35
NC_028850	36
NC_028851	31
NC_028852	35
NC_028853	41
NC_028854	35
NC_028855	57
NC_028856	85
NC_028857	222
NC_028859	37
NC_028860	32
NC_028861	45
NC_028862	43
NC_028863	34
NC_028864	36
NC_028865	48
NC_028869	122
NC_028870	27
NC_028871	34
NC_028872	86
NC_028874	31
NC_028876	58
NC_028877	44
NC_028878	63
NC_028879	29
NC_028880	29
NC_028881	219
NC_028882	56
NC_028883	42
NC_028885	46
NC_028886	34
NC_028887	112
NC_028888	38
NC_028889	35
NC_028890	103
NC_028892	42
NC_028894	233
NC_028895	63
NC_028896	23
NC_028897	31
NC_028898	34
NC_028899	184
NC_028900	29
NC_028901	31
NC_028902	3
NC_028903	86
NC_028904	40
NC_028905	36
NC_028906	49
NC_028907	41
NC_028908	51
NC_028910	43
NC_028911	30
NC_028912	34
NC_028913	40
NC_028914	41
NC_028915	36
NC_028916	38
NC_028917	39
NC_028919	37
NC_028920	40
NC_028922	49
NC_028923	38
NC_028924	47
NC_028925	235
NC_028926	36
NC_028927	218
NC_028928	39
NC_028929	33
NC_028930	28
NC_028931	46
NC_028932	38
NC_028933	34
NC_028934	50
NC_028935	106
NC_028936	55
NC_028937	45
NC_028939	47
NC_028940	224
NC_028941	36
NC_028942	40
NC_028943	20
NC_028944	105
NC_028945	168
NC_028946	43
NC_028947	48
NC_028950	194
NC_028951	26
NC_028952	67
NC_028953	58
NC_028954	27
NC_028955	146
NC_028956	42
NC_028957	226
NC_028958	35
NC_028959	49
NC_028960	41
NC_028961	44
NC_028962	119
NC_028965	34
NC_028966	47
NC_028967	30
NC_028968	69
NC_028969	48
NC_028971	48
NC_028972	55
NC_028974	55
NC_028976	49
NC_028977	27
NC_028978	53
NC_028979	49
NC_028980	52
NC_028982	93
NC_028983	87
NC_028984	23
NC_028986	119
NC_028987	35
NC_028988	34
NC_028990	30
NC_028991	38
NC_028993	7
NC_028994	3
NC_028995	66
NC_028996	50
NC_028997	56
NC_028998	38
NC_028999	232
NC_029000	175
NC_029001	31
NC_029002	107
NC_029003	29
NC_029004	33
NC_029005	54
NC_029006	25
NC_029007	28
NC_029008	32
NC_029009	99
NC_029010	34
NC_029012	6
NC_029013	165
NC_029014	4
NC_029015	27
NC_029016	48
NC_029017	52
NC_029018	38
NC_029019	27
NC_029021	57
NC_029022	45
NC_029023	90
NC_029024	42
NC_029025	41
NC_029026	90
NC_029028	62
NC_029029	43
NC_029030	27
NC_029031	36
NC_029032	39
NC_029033	28
NC_029042	145
NC_029043	38
NC_029044	124
NC_029045	41
NC_029046	38
NC_029047	21
NC_029048	97
NC_029057	147
NC_029058	87
NC_029059	36
NC_029060	59
NC_029061	29
NC_029065	103
NC_029066	27
NC_029067	127
NC_029068	20
NC_029070	33
NC_029071	53
NC_029073	162
NC_029074	57
NC_029075	69
NC_029077	33
NC_029078	29
NC_029079	47
NC_029080	118
NC_029081	28
NC_029083	63
NC_029084	33
NC_029091	205
NC_029092	32
NC_029093	46
NC_029094	114
NC_029097	36
NC_029098	104
NC_029099	36
NC_029100	40
NC_029101	43
NC_029102	23
NC_029104	49
NC_029106	41
NC_029107	31
NC_029116	30
NC_029118	24
NC_029119	107
NC_029120	41
NC_029121	97
NC_030458	8
NC_030472	8
NC_030476	6
NC_030652	35
NC_030694	41
NC_030695	38
NC_030696	51
NC_030698	39
NC_030901	60
NC_030902	33
NC_030903	89
NC_030904	28
NC_030905	49
NC_030906	60
NC_030907	14
NC_030908	23
NC_030909	34
NC_030910	54
NC_030911	32
NC_030912	14
NC_030913	49
NC_030914	41
NC_030915	72
NC_030916	62
NC_030917	56
NC_030918	22
NC_030919	31
NC_030920	106
NC_030921	53
NC_030923	27
NC_030924	45
NC_030925	105
NC_030927	32
NC_030928	29
NC_030929	32
NC_030930	43
NC_030931	26
NC_030932	28
NC_030933	112
NC_030934	84
NC_030935	17
NC_030936	57
NC_030937	30
NC_030939	39
NC_030940	28
NC_030941	29
NC_030942	41
NC_030943	56
NC_030944	45
NC_030945	36
NC_030946	21
NC_030947	33
NC_030948	189
NC_030949	47
NC_030950	47
NC_030951	33
NC_030953	210
NC_031001	53
NC_031002	21
NC_031003	28
NC_031004	40
NC_031005	33
NC_031006	105
NC_031007	169
NC_031008	15
NC_031009	26
NC_031010	167
NC_031011	216
NC_031012	117
NC_031013	34
NC_031014	31
NC_031015	32
NC_031016	29
NC_031017	37
NC_031018	25
NC_031019	29
NC_031020	214
NC_031021	19
NC_031022	102
NC_031023	30
NC_031024	107
NC_031025	23
NC_031026	53
NC_031027	107
NC_031028	39
NC_031029	59
NC_031030	229
NC_031031	38
NC_031032	27
NC_031034	109
NC_031035	48
NC_031036	31
NC_031037	113
NC_031039	248
NC_031040	34
NC_031041	34
NC_031042	100
NC_031043	166
NC_031044	23
NC_031045	140
NC_031046	20
NC_031047	218
NC_031048	29
NC_031049	120
NC_031050	39
NC_031051	35
NC_031052	49
NC_031053	34
NC_031054	110
NC_031055	37
NC_031056	105
NC_031057	171
NC_031058	52
NC_031059	35
NC_031060	37
NC_031061	46
NC_031062	61
NC_031063	40
NC_031064	38
NC_031065	181
NC_031066	23
NC_031067	33
NC_031068	32
NC_031069	23
NC_031070	117
NC_031071	25
NC_031072	48
NC_031073	64
NC_031074	76
NC_031075	21
NC_031076	34
NC_031077	31
NC_031078	37
NC_031080	131
NC_031081	28
NC_031082	92
NC_031084	34
NC_031085	221
NC_031086	32
NC_031087	194
NC_031090	206
NC_031091	29
NC_031092	25
NC_031094	22
NC_031095	196
NC_031096	27
NC_031097	46
NC_031098	39
NC_031099	41
NC_031100	109
NC_031101	38
NC_031102	36
NC_031103	210
NC_031104	47
NC_031107	180
NC_031108	36
NC_031109	48
NC_031110	60
NC_031111	41
NC_031112	59
NC_031113	29
NC_031114	31
NC_031115	30
NC_031116	114
NC_031117	49
NC_031118	58
NC_031119	36
NC_031120	178
NC_031121	27
NC_031122	37
NC_031123	28
NC_031124	66
NC_031125	35
NC_031126	180
NC_031127	160
NC_031128	137
NC_031129	78
NC_031224	49
NC_031226	48
NC_031228	40
NC_031229	43
NC_031230	53
NC_031231	45
NC_031233	42
NC_031234	35
NC_031235	147
NC_031237	54
NC_031238	36
NC_031239	42
NC_031241	31
NC_031242	153
NC_031243	38
NC_031245	160
NC_031246	25
NC_031247	47
NC_031249	49
NC_031250	49
NC_031251	48
NC_031252	42
NC_031253	80
NC_031254	50
NC_031255	36
NC_031256	41
NC_031257	35
NC_031258	32
NC_031260	41
NC_031261	38
NC_031262	37
NC_031263	40
NC_031264	33
NC_031265	53
NC_031266	37
NC_031267	30
NC_031269	47
NC_031271	39
NC_031274	49
NC_031277	42
NC_031279	43
NC_031280	113
NC_031281	37
NC_031900	151
NC_031901	41
NC_031902	126
NC_031903	140
NC_031904	69
NC_031905	60
NC_031906	144
NC_031907	39
NC_031908	31
NC_031909	121
NC_031910	29
NC_031911	35
NC_031912	68
NC_031913	43
NC_031914	67
NC_031915	35
NC_031917	42
NC_031918	54
NC_031919	60
NC_031920	33
NC_031921	60
NC_031922	162
NC_031923	35
NC_031924	52
NC_031925	22
NC_031926	40
NC_031927	150
NC_031928	222
NC_031929	28
NC_031930	40
NC_031931	67
NC_031932	60
NC_031933	114
NC_031934	225
NC_031935	142
NC_031936	34
NC_031937	24
NC_031938	61
NC_031939	94
NC_031940	71
NC_031941	29
NC_031942	38
NC_031943	25
NC_031944	142
NC_031945	60
NC_031946	32
NC_034248	82
NC_041831	23
NC_041832	20
NC_041833	45
NC_041834	22
NC_041844	55
NC_041845	50
NC_041846	48
NC_041847	43
NC_041848	25
NC_041849	48
NC_041850	46
NC_041851	21
NC_041852	35
NC_041853	35
NC_041854	26
NC_041855	44
NC_041856	47
NC_041857	51
NC_041858	39
NC_041859	42
NC_041860	42
NC_041861	47
NC_041862	91
NC_041863	210
NC_041864	196
NC_041865	50
NC_041866	47
NC_041867	31
NC_041868	32
NC_041869	137
NC_041870	48
NC_041871	133
NC_041872	68
NC_041873	40
NC_041874	50
NC_041875	32
NC_041876	39
NC_041877	54
NC_041878	410
NC_041879	34
NC_041880	128
NC_041881	139
NC_041882	35
NC_041883	48
NC_041884	247
NC_041885	34
NC_041886	38
NC_041887	114
NC_041888	44
NC_041889	39
NC_041890	27
NC_041891	32
NC_041892	30
NC_041893	31
NC_041894	31
NC_041895	34
NC_041896	126
NC_041897	28
NC_041898	27
NC_041899	84
NC_041900	32
NC_041901	123
NC_041902	51
NC_041903	63
NC_041904	63
NC_041905	35
NC_041906	49
NC_041907	44
NC_041908	41
NC_041909	37
NC_041910	49
NC_041911	241
NC_041912	26
NC_041913	88
NC_041914	30
NC_041915	32
NC_041916	150
NC_041917	392
NC_041918	43
NC_041919	214
NC_041920	204
NC_041921	65
NC_041922	83
NC_041923	93
NC_041924	67
NC_041925	47
NC_041926	29
NC_041927	85
NC_041928	122
NC_041929	151
NC_041930	41
NC_041931	36
NC_041932	36
NC_041933	37
NC_041934	50
NC_041935	40
NC_041936	178
NC_041937	133
NC_041938	31
NC_041939	31
NC_041940	31
NC_041941	34
NC_041942	33
NC_041943	30
NC_041944	30
NC_041945	30
NC_041946	32
NC_041947	40
NC_041948	50
NC_041949	38
NC_041950	42
NC_041951	42
NC_041952	44
NC_041953	52
NC_041954	34
NC_041955	30
NC_041956	34
NC_041957	37
NC_041958	42
NC_041959	58
NC_041960	58
NC_041961	53
NC_041962	48
NC_041963	33
NC_041964	48
NC_041965	66
NC_041966	69
NC_041967	35
NC_041968	59
NC_041969	38
NC_041970	48
NC_041971	47
NC_041972	197
NC_041973	193
NC_041974	191
NC_041975	190
NC_041976	49
NC_041977	103
NC_041978	83
NC_041979	84
NC_041980	180
NC_041981	185
NC_041982	36
NC_041983	34
NC_041984	35
NC_041985	34
NC_041986	49
NC_041987	50
NC_041988	45
NC_041989	50
NC_041990	210
NC_041991	19
NC_041992	26
NC_041993	125
NC_041994	207
NC_041995	49
NC_041996	226
NC_041997	123
NC_041998	57
NC_041999	33
NC_042000	47
NC_042001	37
NC_042002	38
NC_042003	35
NC_042004	35
NC_042005	34
NC_042006	35
NC_042007	32
NC_042008	103
NC_042009	92
NC_042010	99
NC_042011	107
NC_042012	106
NC_042013	602
NC_042014	38
NC_042015	38
NC_042016	39
NC_042017	96
NC_042018	182
NC_042019	174
NC_042020	35
NC_042021	35
NC_042022	37
NC_042023	35
NC_042024	30
NC_042025	58
NC_042027	48
NC_042028	60
NC_042029	23
NC_042030	42
NC_042031	53
NC_042032	41
NC_042033	42
NC_042034	72
NC_042035	65
NC_042036	35
NC_042037	52
NC_042038	49
NC_042039	207
NC_042040	108
NC_042041	36
NC_042042	33
NC_042043	31
NC_042044	183
NC_042045	48
NC_042046	49
NC_042047	127
NC_042048	91
NC_042049	27
NC_042050	64
NC_042051	46
NC_042052	47
NC_042053	45
NC_042054	85
NC_042055	38
NC_042056	160
NC_042057	31
NC_042058	35
NC_042060	263
NC_042061	135
NC_042062	46
NC_042063	14
NC_042064	1
NC_042065	22
NC_042066	58
NC_042067	226
NC_042068	4
NC_042069	1
NC_042070	4
NC_042071	4
NC_042072	5
NC_042073	3
NC_042074	72
NC_042075	98
NC_042076	98
NC_042077	213
NC_042078	219
NC_042079	51
NC_042080	45
NC_042081	270
NC_042082	87
NC_042083	19
NC_042084	30
NC_042085	36
NC_042086	37
NC_042087	35
NC_042088	32
NC_042089	40
NC_042090	60
NC_042091	95
NC_042092	52
NC_042093	85
NC_042094	92
NC_042095	100
NC_042096	93
NC_042097	82
NC_042098	195
NC_042099	44
NC_042100	143
NC_042101	37
NC_042102	26
NC_042103	39
NC_042104	38
NC_042105	117
NC_042106	37
NC_042107	49
NC_042108	49
NC_042109	32
NC_042110	41
NC_042111	38
NC_042112	128
NC_042113	60
NC_042114	17
NC_042115	53
NC_042116	384
NC_042117	33
NC_042118	32
NC_042119	35
NC_042120	55
NC_042121	10
NC_042122	45
NC_042123	38
NC_042124	34
NC_042125	34
NC_042126	34
NC_042127	36
NC_042128	81
NC_042129	217
NC_042130	218
NC_042131	29
NC_042132	50
NC_042133	118
NC_042134	38
NC_042135	31
NC_042136	145
NC_042137	23
NC_042138	175
NC_042139	27
NC_042140	104
NC_042307	99
NC_042308	36
NC_042309	40
NC_042310	40
NC_042311	39
NC_042312	39
NC_042313	72
NC_042314	32
NC_042315	36
NC_042316	53
NC_042317	45
NC_042318	36
NC_042319	39
NC_042320	36
NC_042321	31
NC_042322	62
NC_042323	42
NC_042324	37
NC_042325	49
NC_042326	37
NC_042327	36
NC_042328	38
NC_042329	41
NC_042330	37
NC_042331	32
NC_042332	46
NC_042333	40
NC_042334	35
NC_042335	26
NC_042336	41
NC_042337	31
NC_042338	49
NC_042339	34
NC_042340	40
NC_042341	36
NC_042342	40
NC_042343	33
NC_042344	51
NC_042345	55
NC_042346	28
NC_042348	33
NC_042349	28
NC_042350	26
NC_042351	28
NC_042352	31
NC_042353	31
NC_042354	22
NC_042355	25
NC_042564	10
NC_043027	242
NC_043028	8
NC_043029	5
NC_043469	45
NC_043767	68
NC_044940	40
NC_045425	7
NC_047700	31
NC_047701	30
NC_047702	39
NC_047703	29
NC_047704	25
NC_047705	29
NC_047706	24
NC_047707	29
NC_047708	18
NC_047709	38
NC_047710	32
NC_047711	27
NC_047712	143
NC_047713	147
NC_047714	130
NC_047715	131
NC_047716	130
NC_047717	131
NC_047718	131
NC_047719	131
NC_047720	113
NC_047721	117
NC_047722	121
NC_047723	117
NC_047724	118
NC_047725	124
NC_047726	126
NC_047727	120
NC_047728	122
NC_047729	119
NC_047730	120
NC_047731	117
NC_047732	117
NC_047733	150
NC_047734	144
NC_047735	95
NC_047736	109
NC_047737	33
NC_047738	29
NC_047739	84
NC_047740	42
NC_047741	22
NC_047742	21
NC_047743	28
NC_047744	98
NC_047745	92
NC_047746	32
NC_047747	24
NC_047748	26
NC_047749	103
NC_047750	34
NC_047751	24
NC_047752	32
NC_047753	27
NC_047754	106
NC_047755	26
NC_047756	71
NC_047757	59
NC_047758	26
NC_047759	30
NC_047760	73
NC_047761	21
NC_047762	29
NC_047763	23
NC_047764	62
NC_047765	4
NC_047766	31
NC_047767	108
NC_047768	20
NC_047769	41
NC_047770	172
NC_047771	23
NC_047772	25
NC_047773	27
NC_047774	28
NC_047775	21
NC_047776	170
NC_047777	28
NC_047778	30
NC_047779	23
NC_047780	22
NC_047781	25
NC_047782	23
NC_047783	26
NC_047784	34
NC_047785	46
NC_047786	50
NC_047787	27
NC_047788	16
NC_047789	34
NC_047790	32
NC_047791	49
NC_047792	41
NC_047793	46
NC_047794	46
NC_047795	43
NC_047796	110
NC_047797	31
NC_047798	24
NC_047799	21
NC_047800	29
NC_047801	31
NC_047802	41
NC_047803	31
NC_047804	32
NC_047805	38
NC_047806	39
NC_047807	42
NC_047808	30
NC_047809	32
NC_047810	39
NC_047811	31
NC_047812	47
NC_047813	17
NC_047814	16
NC_047815	246
NC_047816	30
NC_047817	24
NC_047818	29
NC_047819	29
NC_047820	44
NC_047821	26
NC_047822	101
NC_047823	58
NC_047824	33
NC_047825	37
NC_047826	24
NC_047827	26
NC_047828	44
NC_047829	23
NC_047830	55
NC_047831	25
NC_047832	25
NC_047833	25
NC_047834	30
NC_047835	106
NC_047836	26
NC_047837	17
NC_047838	187
NC_047839	102
NC_047840	37
NC_047841	39
NC_047842	21
NC_047843	25
NC_047844	26
NC_047845	32
NC_047846	28
NC_047847	54
NC_047848	51
NC_047849	26
NC_047850	42
NC_047851	31
NC_047852	31
NC_047853	97
NC_047854	22
NC_047855	15
NC_047856	30
NC_047857	26
NC_047858	40
NC_047859	111
NC_047860	33
NC_047861	82
NC_047862	25
NC_047863	43
NC_047864	26
NC_047865	28
NC_047866	27
NC_047867	26
NC_047868	41
NC_047869	37
NC_047870	39
NC_047871	88
NC_047872	95
NC_047873	26
NC_047874	23
NC_047875	34
NC_047876	47
NC_047877	53
NC_047878	43
NC_047879	49
NC_047880	256
NC_047881	108
NC_047882	72
NC_047883	37
NC_047884	120
NC_047885	122
NC_047886	27
NC_047887	74
NC_047888	22
NC_047889	35
NC_047890	24
NC_047891	47
NC_047892	43
NC_047893	45
NC_047894	29
NC_047895	30
NC_047896	35
NC_047897	83
NC_047898	54
NC_047899	40
NC_047900	132
NC_047901	143
NC_047902	62
NC_047903	34
NC_047904	34
NC_047905	40
NC_047906	28
NC_047907	35
NC_047908	22
NC_047909	49
NC_047910	42
NC_047911	37
NC_047912	26
NC_047913	32
NC_047914	44
NC_047915	42
NC_047916	48
NC_047917	38
NC_047918	79
NC_047919	16
NC_047920	40
NC_047921	44
NC_047922	31
NC_047923	30
NC_047924	119
NC_047925	81
NC_047926	131
NC_047927	27
NC_047928	5
NC_047929	27
NC_047930	27
NC_047931	76
NC_047932	138
NC_047933	20
NC_047934	31
NC_047935	30
NC_047936	31
NC_047937	30
NC_047938	51
NC_047939	28
NC_047940	27
NC_047941	31
NC_047942	29
NC_047944	30
NC_047945	121
NC_047946	22
NC_047947	55
NC_047948	119
NC_047949	82
NC_047950	76
NC_047951	36
NC_047952	32
NC_047953	31
NC_047954	32
NC_047955	32
NC_047956	32
NC_047957	32
NC_047958	35
NC_047959	42
NC_047960	41
NC_047961	43
NC_047962	53
NC_047963	31
NC_047964	38
NC_047965	27
NC_047966	26
NC_047967	29
NC_047968	23
NC_047969	22
NC_047970	25
NC_047971	23
NC_047972	36
NC_047973	49
NC_047974	57
NC_047975	47
NC_047976	61
NC_047977	81
NC_047978	53
NC_047979	91
NC_047980	24
NC_047981	31
NC_047982	26
NC_047983	37
NC_047984	32
NC_047985	54
NC_047986	56
NC_047987	58
NC_047988	50
NC_047989	50
NC_047990	47
NC_047991	39
NC_047992	54
NC_047993	65
NC_047994	173
NC_047995	254
NC_047996	42
NC_047997	30
NC_047998	45
NC_047999	115
NC_048000	113
NC_048001	105
NC_048002	32
NC_048003	50
NC_048004	33
NC_048005	115
NC_048006	119
NC_048007	114
NC_048008	116
NC_048009	102
NC_048010	120
NC_048011	119
NC_048012	112
NC_048013	105
NC_048014	27
NC_048015	114
NC_048016	173
NC_048017	32
NC_048018	33
NC_048019	53
NC_048020	60
NC_048021	60
NC_048022	23
NC_048023	26
NC_048024	38
NC_048025	28
NC_048026	36
NC_048027	45
NC_048028	45
NC_048029	30
NC_048030	6
NC_048031	22
NC_048032	9
NC_048033	13
NC_048034	21
NC_048035	31
NC_048036	34
NC_048038	36
NC_048039	42
NC_048040	40
NC_048041	55
NC_048042	37
NC_048043	34
NC_048044	36
NC_048045	171
NC_048046	210
NC_048047	251
NC_048048	248
NC_048049	162
NC_048050	34
NC_048051	18
NC_048052	36
NC_048053	271
NC_048054	265
NC_048055	30
NC_048056	26
NC_048057	41
NC_048058	26
NC_048059	40
NC_048060	42
NC_048061	24
NC_048062	117
NC_048063	26
NC_048064	35
NC_048065	55
NC_048066	30
NC_048067	28
NC_048068	48
NC_048069	32
NC_048070	38
NC_048071	27
NC_048072	52
NC_048073	63
NC_048074	115
NC_048075	120
NC_048076	33
NC_048077	263
NC_048078	31
NC_048079	32
NC_048080	115
NC_048081	35
NC_048082	31
NC_048083	42
NC_048084	118
NC_048085	118
NC_048086	63
NC_048087	107
NC_048088	42
NC_048089	112
NC_048090	41
NC_048091	34
NC_048092	38
NC_048093	24
NC_048094	31
NC_048095	32
NC_048096	32
NC_048097	32
NC_048098	39
NC_048099	35
NC_048100	33
NC_048101	38
NC_048102	122
NC_048103	29
NC_048104	66
NC_048105	30
NC_048106	77
NC_048107	17
NC_048108	32
NC_048109	33
NC_048110	112
NC_048111	28
NC_048112	25
NC_048113	25
NC_048114	21
NC_048115	32
NC_048116	24
NC_048117	24
NC_048118	26
NC_048119	29
NC_048120	25
NC_048121	50
NC_048122	49
NC_048123	28
NC_048124	47
NC_048125	45
NC_048126	38
NC_048129	20
NC_048130	26
NC_048131	22
NC_048132	50
NC_048133	19
NC_048134	127
NC_048135	31
NC_048136	28
NC_048137	45
NC_048138	23
NC_048139	79
NC_048140	29
NC_048141	40
NC_048142	31
NC_048143	37
NC_048144	35
NC_048145	119
NC_048146	38
NC_048147	55
NC_048148	29
NC_048149	112
NC_048150	44
NC_048151	57
NC_048152	61
NC_048153	40
NC_048154	30
NC_048155	28
NC_048159	15
NC_048161	29
NC_048162	34
NC_048163	32
NC_048164	29
NC_048165	54
NC_048166	56
NC_048167	35
NC_048168	30
NC_048169	58
NC_048170	156
NC_048171	41
NC_048172	26
NC_048173	168
NC_048174	26
NC_048175	24
NC_048176	62
NC_048177	33
NC_048178	23
NC_048179	63
NC_048180	34
NC_048181	28
NC_048182	231
NC_048183	41
NC_048184	45
NC_048185	44
NC_048186	142
NC_048187	79
NC_048188	78
NC_048189	80
NC_048190	81
NC_048191	78
NC_048192	38
NC_048193	48
NC_048194	66
NC_048195	66
NC_048196	172
NC_048197	37
NC_048198	30
NC_048200	34
NC_048201	28
NC_048202	50
NC_048203	112
NC_048204	48
NC_048205	102
NC_048206	47
NC_048207	38
NC_048208	43
NC_048624	38
NC_048625	34
NC_048626	44
NC_048627	103
NC_048628	34
NC_048629	14
NC_048630	34
NC_048631	26
NC_048632	44
NC_048633	35
NC_048634	41
NC_048635	35
NC_048636	39
NC_048637	81
NC_048638	46
NC_048639	44
NC_048640	39
NC_048641	36
NC_048642	43
NC_048643	43
NC_048644	36
NC_048645	162
NC_048646	168
NC_048647	130
NC_048648	41
NC_048649	54
NC_048650	104
NC_048651	47
NC_048652	103
NC_048653	61
NC_048654	67
NC_048655	38
NC_048656	146
NC_048657	44
NC_048658	27
NC_048659	63
NC_048660	118
NC_048661	17
NC_048662	50
NC_048663	52
NC_048664	96
NC_048665	28
NC_048666	39
NC_048667	29
NC_048668	219
NC_048669	25
NC_048670	28
NC_048671	31
NC_048672	31
NC_048673	288
NC_048674	289
NC_048675	50
NC_048676	49
NC_048677	141
NC_048678	50
NC_048679	53
NC_048680	42
NC_048681	35
NC_048682	150
NC_048683	42
NC_048684	31
NC_048685	34
NC_048686	22
NC_048687	29
NC_048688	31
NC_048689	38
NC_048690	33
NC_048691	31
NC_048692	35
NC_048693	30
NC_048694	218
NC_048695	43
NC_048696	44
NC_048697	62
NC_048698	34
NC_048699	49
NC_048700	50
NC_048701	40
NC_048702	154
NC_048703	61
NC_048704	61
NC_048705	44
NC_048706	25
NC_048707	14
NC_048708	26
NC_048709	113
NC_048710	41
NC_048711	40
NC_048712	15
NC_048713	37
NC_048714	36
NC_048715	35
NC_048716	29
NC_048717	33
NC_048718	29
NC_048719	119
NC_048720	138
NC_048721	110
NC_048722	107
NC_048723	102
NC_048724	107
NC_048725	31
NC_048726	108
NC_048727	37
NC_048728	143
NC_048729	40
NC_048730	93
NC_048731	101
NC_048732	34
NC_048733	34
NC_048734	46
NC_048735	31
NC_048736	140
NC_048737	34
NC_048738	15
NC_048739	17
NC_048740	15
NC_048741	150
NC_048742	138
NC_048743	42
NC_048744	51
NC_048745	44
NC_048746	53
NC_048747	141
NC_048748	116
NC_048749	45
NC_048750	47
NC_048751	57
NC_048752	154
NC_048753	108
NC_048754	146
NC_048755	106
NC_048756	94
NC_048757	81
NC_048758	35
NC_048759	62
NC_048760	120
NC_048761	28
NC_048762	40
NC_048763	49
NC_048764	57
NC_048765	146
NC_048766	43
NC_048767	41
NC_048768	48
NC_048769	143
NC_048770	137
NC_048771	169
NC_048772	150
NC_048773	113
NC_048774	112
NC_048775	103
NC_048776	108
NC_048777	28
NC_048778	26
NC_048779	141
NC_048780	40
NC_048781	113
NC_048782	31
NC_048783	42
NC_048784	32
NC_048785	122
NC_048786	102
NC_048787	33
NC_048788	48
NC_048789	35
NC_048790	31
NC_048791	36
NC_048792	195
NC_048793	46
NC_048794	104
NC_048795	103
NC_048796	55
NC_048797	117
NC_048798	196
NC_048799	52
NC_048800	52
NC_048801	34
NC_048802	105
NC_048803	52
NC_048804	109
NC_048805	32
NC_048806	53
NC_048807	111
NC_048808	117
NC_048809	113
NC_048810	45
NC_048811	119
NC_048812	48
NC_048813	48
NC_048814	51
NC_048815	43
NC_048816	37
NC_048817	40
NC_048818	109
NC_048819	117
NC_048820	46
NC_048821	142
NC_048822	39
NC_048823	45
NC_048824	36
NC_048825	44
NC_048826	47
NC_048827	141
NC_048828	127
NC_048829	38
NC_048830	39
NC_048831	37
NC_048832	33
NC_048833	39
NC_048834	35
NC_048835	35
NC_048836	33
NC_048837	31
NC_048838	33
NC_048839	37
NC_048840	36
NC_048841	33
NC_048842	36
NC_048843	45
NC_048844	34
NC_048845	52
NC_048846	45
NC_048847	76
NC_048848	21
NC_048849	242
NC_048850	39
NC_048851	44
NC_048852	118
NC_048853	112
NC_048854	28
NC_048855	125
NC_048856	122
NC_048857	119
NC_048858	17
NC_048859	19
NC_048860	37
NC_048861	96
NC_048862	11
NC_048863	50
NC_048864	50
NC_048865	105
NC_048866	111
NC_048867	112
NC_048868	116
NC_048869	113
NC_048870	119
NC_048871	112
NC_048872	111
NC_048873	145
NC_048874	5
NC_048875	59
NC_048876	42
NC_048877	31
NC_048878	46
NC_048892	45
NC_049340	219
NC_049341	19
NC_049342	35
NC_049343	20
NC_049344	26
NC_049345	50
NC_049346	30
NC_049347	30
NC_049348	35
NC_049349	31
NC_049350	57
NC_049351	33
NC_049352	30
NC_049353	23
NC_049354	28
NC_049355	30
NC_049356	25
NC_049357	30
NC_049358	28
NC_049359	27
NC_049360	24
NC_049361	30
NC_049362	28
NC_049363	26
NC_049364	30
NC_049365	32
NC_049366	25
NC_049367	28
NC_049368	28
NC_049369	29
NC_049370	24
