ID	CDSs_METAPRODIGAL
NC_028656	83
NC_028657	108
NC_028658	98
NC_028659	252
NC_028660	90
NC_028661	49
NC_028662	71
NC_028663	217
NC_028664	57
NC_028665	85
NC_028666	59
NC_028667	56
NC_028668	96
NC_028669	68
NC_028670	54
NC_028671	68
NC_028672	282
NC_028673	91
NC_028674	95
NC_028675	47
NC_028676	249
NC_028677	65
NC_028678	96
NC_028679	47
NC_028680	82
NC_028681	95
NC_028682	98
NC_028683	309
NC_028684	48
NC_028685	74
NC_028686	267
NC_028687	80
NC_028688	49
NC_028689	96
NC_028690	94
NC_028691	97
NC_028692	23
NC_028693	26
NC_028694	43
NC_028695	65
NC_028696	60
NC_028697	47
NC_028698	61
NC_028699	57
NC_028700	63
NC_028701	43
NC_028702	48
NC_028742	91
NC_028743	73
NC_028744	93
NC_028745	91
NC_028746	74
NC_028747	78
NC_028748	75
NC_028749	178
NC_028750	274
NC_028751	103
NC_028754	173
NC_028755	275
NC_028757	83
NC_028758	54
NC_028759	91
NC_028760	73
NC_028762	256
NC_028763	86
NC_028764	75
NC_028765	215
NC_028766	50
NC_028767	75
NC_028768	65
NC_028770	83
NC_028772	46
NC_028773	270
NC_028774	75
NC_028775	65
NC_028776	89
NC_028777	105
NC_028778	115
NC_028779	70
NC_028780	266
NC_028782	45
NC_028783	57
NC_028784	84
NC_028785	132
NC_028786	75
NC_028788	57
NC_028789	26
NC_028791	65
NC_028792	102
NC_028794	87
NC_028795	37
NC_028796	79
NC_028798	84
NC_028799	102
NC_028800	48
NC_028801	95
NC_028802	78
NC_028803	98
NC_028804	91
NC_028805	163
NC_028807	52
NC_028808	137
NC_028809	74
NC_028810	85
NC_028812	64
NC_028813	104
NC_028815	82
NC_028816	54
NC_028817	172
NC_028818	70
NC_028819	76
NC_028820	263
NC_028821	58
NC_028822	47
NC_028823	100
NC_028825	129
NC_028826	68
NC_028827	69
NC_028828	83
NC_028829	384
NC_028830	48
NC_028831	91
NC_028832	89
NC_028834	62
NC_028835	56
NC_028836	52
NC_028837	64
NC_028838	50
NC_028840	165
NC_028841	72
NC_028842	99
NC_028843	115
NC_028844	98
NC_028846	91
NC_028847	274
NC_028848	52
NC_028849	94
NC_028850	47
NC_028851	64
NC_028852	88
NC_028853	74
NC_028854	67
NC_028855	85
NC_028856	106
NC_028857	309
NC_028859	62
NC_028860	92
NC_028861	61
NC_028862	60
NC_028863	51
NC_028864	68
NC_028865	102
NC_028869	215
NC_028870	54
NC_028871	60
NC_028872	121
NC_028874	87
NC_028876	229
NC_028877	86
NC_028878	121
NC_028879	54
NC_028880	47
NC_028881	276
NC_028882	153
NC_028883	77
NC_028885	91
NC_028886	60
NC_028887	291
NC_028888	58
NC_028889	105
NC_028890	245
NC_028892	70
NC_028894	295
NC_028895	162
NC_028896	42
NC_028897	71
NC_028898	51
NC_028899	237
NC_028900	51
NC_028901	58
NC_028902	4
NC_028903	128
NC_028904	75
NC_028905	52
NC_028906	136
NC_028907	98
NC_028908	80
NC_028910	93
NC_028911	46
NC_028912	77
NC_028913	65
NC_028914	78
NC_028915	67
NC_028916	51
NC_028917	65
NC_028919	72
NC_028920	82
NC_028922	64
NC_028923	103
NC_028924	81
NC_028925	292
NC_028926	44
NC_028927	268
NC_028928	87
NC_028929	72
NC_028930	85
NC_028931	73
NC_028932	92
NC_028933	71
NC_028934	97
NC_028935	131
NC_028936	75
NC_028937	105
NC_028939	97
NC_028940	287
NC_028941	80
NC_028942	94
NC_028943	40
NC_028944	291
NC_028945	378
NC_028946	96
NC_028947	93
NC_028950	233
NC_028951	49
NC_028952	85
NC_028953	232
NC_028954	46
NC_028955	255
NC_028956	74
NC_028957	290
NC_028958	50
NC_028959	90
NC_028960	81
NC_028961	94
NC_028962	203
NC_028965	91
NC_028966	102
NC_028967	42
NC_028968	93
NC_028969	93
NC_028971	91
NC_028972	86
NC_028974	68
NC_028976	71
NC_028977	50
NC_028978	93
NC_028979	90
NC_028980	88
NC_028982	203
NC_028983	210
NC_028984	38
NC_028986	211
NC_028987	50
NC_028988	63
NC_028990	60
NC_028991	61
NC_028993	7
NC_028994	5
NC_028995	78
NC_028996	88
NC_028997	86
NC_028998	56
NC_028999	413
NC_029000	235
NC_029001	49
NC_029002	181
NC_029003	40
NC_029004	66
NC_029005	72
NC_029006	61
NC_029007	58
NC_029008	63
NC_029009	189
NC_029010	59
NC_029012	7
NC_029013	277
NC_029014	5
NC_029015	43
NC_029016	93
NC_029017	113
NC_029018	83
NC_029019	51
NC_029021	83
NC_029022	79
NC_029023	124
NC_029024	88
NC_029025	65
NC_029026	196
NC_029028	86
NC_029029	87
NC_029030	39
NC_029031	63
NC_029032	66
NC_029033	62
NC_029042	258
NC_029043	89
NC_029044	223
NC_029045	95
NC_029046	80
NC_029047	49
NC_029048	181
NC_029057	229
NC_029058	121
NC_029059	84
NC_029060	94
NC_029061	45
NC_029065	172
NC_029066	81
NC_029067	252
NC_029068	46
NC_029070	47
NC_029071	76
NC_029073	222
NC_029074	93
NC_029075	118
NC_029077	88
NC_029078	44
NC_029079	137
NC_029080	215
NC_029081	61
NC_029083	172
NC_029084	58
NC_029091	268
NC_029092	50
NC_029093	139
NC_029094	230
NC_029097	57
NC_029098	216
NC_029099	77
NC_029100	55
NC_029101	91
NC_029102	41
NC_029104	96
NC_029106	81
NC_029107	52
NC_029116	52
NC_029118	45
NC_029119	153
NC_029120	76
NC_029121	229
NC_030458	6
NC_030472	7
NC_030476	6
NC_030652	61
NC_030694	93
NC_030695	92
NC_030696	168
NC_030698	94
NC_030901	169
NC_030902	68
NC_030903	226
NC_030904	67
NC_030905	85
NC_030906	109
NC_030907	28
NC_030908	56
NC_030909	70
NC_030910	172
NC_030911	74
NC_030912	25
NC_030913	86
NC_030914	93
NC_030915	113
NC_030916	87
NC_030917	162
NC_030918	53
NC_030919	65
NC_030920	229
NC_030921	72
NC_030923	57
NC_030924	102
NC_030925	196
NC_030927	74
NC_030928	53
NC_030929	75
NC_030930	68
NC_030931	69
NC_030932	67
NC_030933	183
NC_030934	153
NC_030935	25
NC_030936	168
NC_030937	54
NC_030939	71
NC_030940	41
NC_030941	66
NC_030942	98
NC_030943	87
NC_030944	89
NC_030945	56
NC_030946	44
NC_030947	69
NC_030948	259
NC_030949	68
NC_030950	68
NC_030951	69
NC_030953	269
NC_031001	91
NC_031002	37
NC_031003	41
NC_031004	57
NC_031005	40
NC_031006	286
NC_031007	234
NC_031008	22
NC_031009	40
NC_031010	275
NC_031011	272
NC_031012	292
NC_031013	51
NC_031014	44
NC_031015	42
NC_031016	67
NC_031017	50
NC_031018	49
NC_031019	64
NC_031020	269
NC_031021	58
NC_031022	154
NC_031023	47
NC_031024	287
NC_031025	51
NC_031026	82
NC_031027	291
NC_031028	55
NC_031029	170
NC_031030	277
NC_031031	93
NC_031032	36
NC_031034	285
NC_031035	88
NC_031036	48
NC_031037	290
NC_031039	300
NC_031040	49
NC_031041	88
NC_031042	151
NC_031043	242
NC_031044	37
NC_031045	205
NC_031046	21
NC_031047	273
NC_031048	58
NC_031049	287
NC_031050	85
NC_031051	62
NC_031052	90
NC_031053	79
NC_031054	292
NC_031055	69
NC_031056	204
NC_031057	274
NC_031058	75
NC_031059	58
NC_031060	93
NC_031061	78
NC_031062	90
NC_031063	91
NC_031064	54
NC_031065	256
NC_031066	46
NC_031067	86
NC_031068	58
NC_031069	46
NC_031070	291
NC_031071	40
NC_031072	77
NC_031073	174
NC_031074	159
NC_031075	37
NC_031076	60
NC_031077	54
NC_031078	72
NC_031080	245
NC_031081	60
NC_031082	126
NC_031084	41
NC_031085	266
NC_031086	45
NC_031087	266
NC_031090	270
NC_031091	66
NC_031092	46
NC_031094	46
NC_031095	262
NC_031096	57
NC_031097	77
NC_031098	64
NC_031099	68
NC_031100	285
NC_031101	57
NC_031102	65
NC_031103	265
NC_031104	94
NC_031107	267
NC_031108	61
NC_031109	95
NC_031110	173
NC_031111	82
NC_031112	86
NC_031113	59
NC_031114	53
NC_031115	50
NC_031116	291
NC_031117	78
NC_031118	78
NC_031119	41
NC_031120	265
NC_031121	41
NC_031122	69
NC_031123	48
NC_031124	117
NC_031125	58
NC_031126	265
NC_031127	262
NC_031128	207
NC_031129	119
NC_031224	90
NC_031226	85
NC_031228	73
NC_031229	102
NC_031230	178
NC_031231	97
NC_031233	78
NC_031234	58
NC_031235	215
NC_031237	79
NC_031238	90
NC_031239	88
NC_031241	69
NC_031242	204
NC_031243	64
NC_031245	310
NC_031246	52
NC_031247	71
NC_031249	82
NC_031250	72
NC_031251	72
NC_031252	74
NC_031253	127
NC_031254	95
NC_031255	67
NC_031256	92
NC_031257	92
NC_031258	46
NC_031260	62
NC_031261	81
NC_031262	86
NC_031263	87
NC_031264	78
NC_031265	78
NC_031266	66
NC_031267	65
NC_031269	82
NC_031271	49
NC_031274	73
NC_031277	84
NC_031279	83
NC_031280	161
NC_031281	63
NC_031900	220
NC_031901	70
NC_031902	182
NC_031903	198
NC_031904	91
NC_031905	63
NC_031906	238
NC_031907	53
NC_031908	54
NC_031909	174
NC_031910	69
NC_031911	52
NC_031912	94
NC_031913	65
NC_031914	93
NC_031915	53
NC_031917	69
NC_031918	75
NC_031919	63
NC_031920	68
NC_031921	63
NC_031922	215
NC_031923	66
NC_031924	88
NC_031925	64
NC_031926	63
NC_031927	265
NC_031928	271
NC_031929	68
NC_031930	71
NC_031931	94
NC_031932	63
NC_031933	165
NC_031934	264
NC_031935	228
NC_031936	79
NC_031937	51
NC_031938	63
NC_031939	127
NC_031940	127
NC_031941	54
NC_031942	69
NC_031943	56
NC_031944	203
NC_031945	63
NC_031946	63
NC_034248	169
NC_041831	28
NC_041832	24
NC_041833	64
NC_041834	32
NC_041835	2
NC_041836	1
NC_041837	1
NC_041838	1
NC_041839	1
NC_041840	1
NC_041841	1
NC_041842	1
NC_041844	207
NC_041845	74
NC_041846	142
NC_041847	101
NC_041848	43
NC_041849	80
NC_041850	135
NC_041851	56
NC_041852	86
NC_041853	75
NC_041854	56
NC_041855	97
NC_041856	74
NC_041857	77
NC_041858	81
NC_041859	64
NC_041860	72
NC_041861	86
NC_041862	187
NC_041863	267
NC_041864	248
NC_041865	92
NC_041866	78
NC_041867	64
NC_041868	62
NC_041869	217
NC_041870	94
NC_041871	206
NC_041872	90
NC_041873	77
NC_041874	75
NC_041875	53
NC_041876	63
NC_041877	127
NC_041878	593
NC_041879	85
NC_041880	212
NC_041881	233
NC_041882	65
NC_041883	72
NC_041884	328
NC_041885	47
NC_041886	93
NC_041887	278
NC_041888	74
NC_041889	86
NC_041890	50
NC_041891	61
NC_041892	54
NC_041893	63
NC_041894	58
NC_041895	70
NC_041896	169
NC_041897	68
NC_041898	67
NC_041899	169
NC_041900	74
NC_041901	214
NC_041902	105
NC_041903	165
NC_041904	170
NC_041905	48
NC_041906	78
NC_041907	91
NC_041908	82
NC_041909	64
NC_041910	103
NC_041911	285
NC_041912	50
NC_041913	162
NC_041914	48
NC_041915	49
NC_041916	219
NC_041917	548
NC_041918	75
NC_041919	268
NC_041920	271
NC_041921	123
NC_041922	119
NC_041923	124
NC_041924	89
NC_041925	96
NC_041926	54
NC_041927	196
NC_041928	200
NC_041929	339
NC_041930	70
NC_041931	68
NC_041932	75
NC_041933	73
NC_041934	87
NC_041935	86
NC_041936	268
NC_041937	219
NC_041938	62
NC_041939	59
NC_041940	61
NC_041941	58
NC_041942	60
NC_041943	60
NC_041944	61
NC_041945	61
NC_041946	63
NC_041947	92
NC_041948	93
NC_041949	80
NC_041950	93
NC_041951	83
NC_041952	88
NC_041953	73
NC_041954	41
NC_041955	41
NC_041956	43
NC_041957	42
NC_041958	88
NC_041959	97
NC_041960	101
NC_041961	107
NC_041962	102
NC_041963	57
NC_041964	87
NC_041965	98
NC_041966	90
NC_041967	48
NC_041968	156
NC_041969	72
NC_041970	128
NC_041971	140
NC_041972	320
NC_041973	315
NC_041974	317
NC_041975	321
NC_041976	96
NC_041977	141
NC_041978	115
NC_041979	133
NC_041980	273
NC_041981	273
NC_041982	77
NC_041983	80
NC_041984	76
NC_041985	82
NC_041986	106
NC_041987	139
NC_041988	99
NC_041989	101
NC_041990	270
NC_041991	61
NC_041992	65
NC_041993	226
NC_041994	330
NC_041995	76
NC_041996	277
NC_041997	258
NC_041998	85
NC_041999	70
NC_042000	108
NC_042001	84
NC_042002	64
NC_042003	48
NC_042004	47
NC_042005	52
NC_042006	49
NC_042007	50
NC_042008	220
NC_042009	212
NC_042010	214
NC_042011	213
NC_042012	213
NC_042013	836
NC_042014	71
NC_042015	73
NC_042016	81
NC_042017	135
NC_042018	242
NC_042019	238
NC_042020	53
NC_042021	68
NC_042022	64
NC_042023	69
NC_042024	50
NC_042025	90
NC_042027	136
NC_042028	86
NC_042029	58
NC_042030	113
NC_042031	94
NC_042032	106
NC_042033	92
NC_042034	96
NC_042035	93
NC_042036	71
NC_042037	80
NC_042038	73
NC_042039	264
NC_042040	222
NC_042041	71
NC_042042	57
NC_042043	85
NC_042044	256
NC_042045	84
NC_042046	75
NC_042047	211
NC_042048	192
NC_042049	45
NC_042050	89
NC_042051	70
NC_042052	73
NC_042053	106
NC_042054	156
NC_042055	70
NC_042056	263
NC_042057	53
NC_042058	80
NC_042060	345
NC_042061	203
NC_042062	69
NC_042063	25
NC_042064	3
NC_042065	60
NC_042066	82
NC_042067	307
NC_042068	6
NC_042069	6
NC_042070	7
NC_042071	5
NC_042072	7
NC_042073	7
NC_042074	153
NC_042075	135
NC_042076	141
NC_042077	267
NC_042078	267
NC_042079	94
NC_042080	95
NC_042081	356
NC_042082	148
NC_042083	33
NC_042084	77
NC_042085	88
NC_042086	85
NC_042087	85
NC_042088	68
NC_042089	61
NC_042090	137
NC_042091	166
NC_042092	91
NC_042093	156
NC_042094	186
NC_042095	185
NC_042096	120
NC_042097	122
NC_042098	319
NC_042099	65
NC_042100	214
NC_042101	67
NC_042102	67
NC_042103	69
NC_042104	47
NC_042105	212
NC_042106	86
NC_042107	73
NC_042108	86
NC_042109	60
NC_042110	62
NC_042111	62
NC_042112	177
NC_042113	174
NC_042114	29
NC_042115	81
NC_042116	524
NC_042117	57
NC_042118	55
NC_042119	59
NC_042120	89
NC_042121	19
NC_042122	85
NC_042123	94
NC_042124	46
NC_042125	63
NC_042126	64
NC_042127	62
NC_042128	127
NC_042129	275
NC_042130	268
NC_042131	56
NC_042132	75
NC_042133	227
NC_042134	68
NC_042135	56
NC_042136	211
NC_042137	50
NC_042138	272
NC_042139	54
NC_042140	238
NC_042307	147
NC_042308	80
NC_042309	88
NC_042310	84
NC_042311	82
NC_042312	80
NC_042313	114
NC_042314	87
NC_042315	101
NC_042316	214
NC_042317	106
NC_042318	90
NC_042319	99
NC_042320	90
NC_042321	82
NC_042322	209
NC_042323	104
NC_042324	82
NC_042325	95
NC_042326	85
NC_042327	90
NC_042328	85
NC_042329	81
NC_042330	86
NC_042331	82
NC_042332	91
NC_042333	80
NC_042334	81
NC_042335	90
NC_042336	100
NC_042337	94
NC_042338	93
NC_042339	81
NC_042340	75
NC_042341	77
NC_042342	74
NC_042343	69
NC_042344	76
NC_042345	69
NC_042346	57
NC_042348	44
NC_042349	67
NC_042350	42
NC_042351	68
NC_042352	68
NC_042353	63
NC_042354	56
NC_042355	54
NC_042564	25
NC_043027	304
NC_043028	12
NC_043029	15
NC_043469	81
NC_043767	89
NC_044940	76
NC_045425	7
NC_047700	47
NC_047701	51
NC_047702	57
NC_047703	53
NC_047704	41
NC_047705	53
NC_047706	43
NC_047707	45
NC_047708	34
NC_047709	55
NC_047710	51
NC_047711	55
NC_047712	260
NC_047713	280
NC_047714	256
NC_047715	197
NC_047716	202
NC_047717	202
NC_047718	205
NC_047719	211
NC_047720	209
NC_047721	219
NC_047722	229
NC_047723	209
NC_047724	229
NC_047725	229
NC_047726	232
NC_047727	229
NC_047728	229
NC_047729	217
NC_047730	221
NC_047731	211
NC_047732	215
NC_047733	202
NC_047734	213
NC_047735	217
NC_047736	282
NC_047737	45
NC_047738	50
NC_047739	123
NC_047740	63
NC_047741	49
NC_047742	63
NC_047743	48
NC_047744	228
NC_047745	188
NC_047746	49
NC_047747	49
NC_047748	57
NC_047749	146
NC_047750	53
NC_047751	52
NC_047752	46
NC_047753	45
NC_047754	155
NC_047755	47
NC_047756	118
NC_047757	119
NC_047758	56
NC_047759	58
NC_047760	119
NC_047761	51
NC_047762	51
NC_047763	45
NC_047764	96
NC_047765	14
NC_047766	49
NC_047767	201
NC_047768	54
NC_047769	52
NC_047770	278
NC_047771	47
NC_047772	53
NC_047773	50
NC_047774	49
NC_047775	48
NC_047776	267
NC_047777	46
NC_047778	48
NC_047779	55
NC_047780	49
NC_047781	55
NC_047782	51
NC_047783	56
NC_047784	77
NC_047785	80
NC_047786	80
NC_047787	52
NC_047788	20
NC_047789	50
NC_047790	48
NC_047791	73
NC_047792	54
NC_047793	54
NC_047794	55
NC_047795	53
NC_047796	198
NC_047797	47
NC_047798	48
NC_047799	48
NC_047800	52
NC_047801	48
NC_047802	54
NC_047803	47
NC_047804	46
NC_047805	53
NC_047806	56
NC_047807	59
NC_047808	49
NC_047809	47
NC_047810	71
NC_047811	54
NC_047812	69
NC_047813	21
NC_047814	20
NC_047815	329
NC_047816	49
NC_047817	46
NC_047818	43
NC_047819	49
NC_047820	79
NC_047821	47
NC_047822	158
NC_047823	86
NC_047824	72
NC_047825	79
NC_047826	47
NC_047827	48
NC_047828	76
NC_047829	49
NC_047830	78
NC_047831	46
NC_047832	44
NC_047833	43
NC_047834	50
NC_047835	170
NC_047836	51
NC_047837	16
NC_047838	257
NC_047839	188
NC_047840	53
NC_047841	78
NC_047842	47
NC_047843	46
NC_047844	45
NC_047845	54
NC_047846	51
NC_047847	75
NC_047848	76
NC_047849	54
NC_047850	77
NC_047851	66
NC_047852	52
NC_047853	214
NC_047854	37
NC_047855	19
NC_047856	42
NC_047857	53
NC_047858	52
NC_047859	165
NC_047860	53
NC_047861	122
NC_047862	60
NC_047863	77
NC_047864	44
NC_047865	47
NC_047866	47
NC_047867	43
NC_047868	57
NC_047869	53
NC_047870	56
NC_047871	201
NC_047872	194
NC_047873	47
NC_047874	47
NC_047875	71
NC_047876	78
NC_047877	82
NC_047878	82
NC_047879	82
NC_047880	334
NC_047881	166
NC_047882	152
NC_047883	51
NC_047884	188
NC_047885	182
NC_047886	49
NC_047887	143
NC_047888	46
NC_047889	57
NC_047890	49
NC_047891	100
NC_047892	101
NC_047893	72
NC_047894	46
NC_047895	53
NC_047896	50
NC_047897	132
NC_047898	82
NC_047899	57
NC_047900	207
NC_047901	204
NC_047902	118
NC_047903	53
NC_047904	56
NC_047905	54
NC_047906	59
NC_047907	78
NC_047908	49
NC_047909	97
NC_047910	75
NC_047911	65
NC_047912	42
NC_047913	52
NC_047914	85
NC_047915	88
NC_047916	88
NC_047917	50
NC_047918	118
NC_047919	19
NC_047920	55
NC_047921	104
NC_047922	51
NC_047923	49
NC_047924	182
NC_047925	127
NC_047926	180
NC_047927	46
NC_047928	17
NC_047929	49
NC_047930	46
NC_047931	112
NC_047932	196
NC_047933	54
NC_047934	48
NC_047935	47
NC_047936	48
NC_047937	47
NC_047938	86
NC_047939	45
NC_047940	47
NC_047941	47
NC_047942	48
NC_047944	61
NC_047945	209
NC_047946	51
NC_047947	86
NC_047948	219
NC_047949	143
NC_047950	141
NC_047951	47
NC_047952	54
NC_047953	56
NC_047954	50
NC_047955	47
NC_047956	50
NC_047957	48
NC_047958	60
NC_047959	80
NC_047960	87
NC_047961	50
NC_047962	80
NC_047963	48
NC_047964	46
NC_047965	51
NC_047966	51
NC_047967	57
NC_047968	49
NC_047969	48
NC_047970	49
NC_047971	46
NC_047972	64
NC_047973	101
NC_047974	86
NC_047975	104
NC_047976	86
NC_047977	148
NC_047978	79
NC_047979	130
NC_047980	50
NC_047981	50
NC_047982	46
NC_047983	64
NC_047984	46
NC_047985	80
NC_047986	79
NC_047987	95
NC_047988	86
NC_047989	87
NC_047990	87
NC_047991	67
NC_047992	76
NC_047993	90
NC_047994	276
NC_047995	339
NC_047996	76
NC_047997	52
NC_047998	77
NC_047999	166
NC_048000	162
NC_048001	160
NC_048002	48
NC_048003	102
NC_048004	50
NC_048005	165
NC_048006	161
NC_048007	162
NC_048008	162
NC_048009	160
NC_048010	165
NC_048011	161
NC_048012	163
NC_048013	160
NC_048014	50
NC_048015	225
NC_048016	274
NC_048017	68
NC_048018	96
NC_048019	73
NC_048020	86
NC_048021	159
NC_048022	44
NC_048023	53
NC_048024	73
NC_048025	51
NC_048026	54
NC_048027	120
NC_048028	121
NC_048029	51
NC_048030	14
NC_048031	31
NC_048032	22
NC_048033	24
NC_048034	42
NC_048035	49
NC_048036	51
NC_048038	60
NC_048039	100
NC_048040	103
NC_048041	158
NC_048042	76
NC_048043	79
NC_048044	75
NC_048045	347
NC_048046	492
NC_048047	559
NC_048048	549
NC_048049	223
NC_048050	48
NC_048051	35
NC_048052	49
NC_048053	322
NC_048054	334
NC_048055	44
NC_048056	58
NC_048057	50
NC_048058	57
NC_048059	51
NC_048060	51
NC_048061	55
NC_048062	161
NC_048063	48
NC_048064	53
NC_048065	84
NC_048066	42
NC_048067	58
NC_048068	102
NC_048069	61
NC_048070	57
NC_048071	50
NC_048072	55
NC_048073	103
NC_048074	166
NC_048075	170
NC_048076	51
NC_048077	329
NC_048078	49
NC_048079	51
NC_048080	165
NC_048081	50
NC_048082	46
NC_048083	102
NC_048084	171
NC_048085	174
NC_048086	144
NC_048087	198
NC_048088	76
NC_048089	166
NC_048090	69
NC_048091	65
NC_048092	64
NC_048093	68
NC_048094	58
NC_048095	68
NC_048096	66
NC_048097	66
NC_048098	67
NC_048099	68
NC_048100	70
NC_048101	57
NC_048102	179
NC_048103	62
NC_048104	82
NC_048105	43
NC_048106	175
NC_048107	20
NC_048108	46
NC_048109	47
NC_048110	165
NC_048111	48
NC_048112	61
NC_048113	59
NC_048114	49
NC_048115	66
NC_048116	56
NC_048117	57
NC_048118	55
NC_048119	60
NC_048120	58
NC_048121	85
NC_048122	86
NC_048123	55
NC_048124	85
NC_048125	82
NC_048126	73
NC_048129	49
NC_048130	53
NC_048131	48
NC_048132	84
NC_048133	31
NC_048134	177
NC_048135	51
NC_048136	50
NC_048137	78
NC_048138	48
NC_048139	120
NC_048140	55
NC_048141	95
NC_048142	50
NC_048143	78
NC_048144	55
NC_048145	163
NC_048146	98
NC_048147	83
NC_048148	53
NC_048149	167
NC_048150	88
NC_048151	157
NC_048152	95
NC_048153	52
NC_048154	50
NC_048155	54
NC_048159	19
NC_048161	50
NC_048162	75
NC_048163	49
NC_048164	48
NC_048165	89
NC_048166	131
NC_048167	49
NC_048168	54
NC_048169	153
NC_048170	250
NC_048171	59
NC_048172	54
NC_048173	234
NC_048174	56
NC_048175	46
NC_048176	181
NC_048177	54
NC_048178	61
NC_048179	76
NC_048180	46
NC_048181	73
NC_048182	287
NC_048183	55
NC_048184	60
NC_048185	80
NC_048186	218
NC_048187	146
NC_048188	135
NC_048189	130
NC_048190	144
NC_048191	142
NC_048192	55
NC_048193	90
NC_048194	104
NC_048195	111
NC_048196	282
NC_048197	77
NC_048198	78
NC_048200	50
NC_048201	49
NC_048202	84
NC_048203	170
NC_048204	80
NC_048205	162
NC_048206	80
NC_048207	101
NC_048208	75
NC_048624	75
NC_048625	53
NC_048626	95
NC_048627	162
NC_048628	66
NC_048629	21
NC_048630	58
NC_048631	54
NC_048632	86
NC_048633	64
NC_048634	66
NC_048635	63
NC_048636	70
NC_048637	151
NC_048638	85
NC_048639	82
NC_048640	74
NC_048641	68
NC_048642	74
NC_048643	81
NC_048644	63
NC_048645	277
NC_048646	284
NC_048647	217
NC_048648	73
NC_048649	79
NC_048650	179
NC_048651	81
NC_048652	244
NC_048653	95
NC_048654	96
NC_048655	73
NC_048656	260
NC_048657	65
NC_048658	51
NC_048659	98
NC_048660	184
NC_048661	25
NC_048662	91
NC_048663	92
NC_048664	139
NC_048665	48
NC_048666	71
NC_048667	38
NC_048668	352
NC_048669	63
NC_048670	79
NC_048671	53
NC_048672	54
NC_048673	412
NC_048674	414
NC_048675	91
NC_048676	92
NC_048677	186
NC_048678	83
NC_048679	79
NC_048680	66
NC_048681	52
NC_048682	248
NC_048683	71
NC_048684	60
NC_048685	62
NC_048686	61
NC_048687	74
NC_048688	64
NC_048689	68
NC_048690	63
NC_048691	58
NC_048692	63
NC_048693	59
NC_048694	292
NC_048695	101
NC_048696	100
NC_048697	96
NC_048698	54
NC_048699	95
NC_048700	96
NC_048701	61
NC_048702	225
NC_048703	88
NC_048704	94
NC_048705	92
NC_048706	65
NC_048707	22
NC_048708	64
NC_048709	198
NC_048710	63
NC_048711	62
NC_048712	27
NC_048713	63
NC_048714	64
NC_048715	69
NC_048716	63
NC_048717	63
NC_048718	61
NC_048719	209
NC_048720	229
NC_048721	223
NC_048722	225
NC_048723	233
NC_048724	220
NC_048725	55
NC_048726	252
NC_048727	71
NC_048728	221
NC_048729	109
NC_048730	220
NC_048731	160
NC_048732	80
NC_048733	47
NC_048734	104
NC_048735	82
NC_048736	206
NC_048737	57
NC_048738	22
NC_048739	28
NC_048740	27
NC_048741	253
NC_048742	225
NC_048743	99
NC_048744	92
NC_048745	92
NC_048746	102
NC_048747	214
NC_048748	176
NC_048749	89
NC_048750	89
NC_048751	119
NC_048752	200
NC_048753	159
NC_048754	192
NC_048755	269
NC_048756	162
NC_048757	159
NC_048758	81
NC_048759	98
NC_048760	163
NC_048761	56
NC_048762	69
NC_048763	74
NC_048764	73
NC_048765	198
NC_048766	83
NC_048767	80
NC_048768	99
NC_048769	213
NC_048770	207
NC_048771	254
NC_048772	213
NC_048773	146
NC_048774	145
NC_048775	140
NC_048776	140
NC_048777	55
NC_048778	55
NC_048779	213
NC_048780	63
NC_048781	162
NC_048782	64
NC_048783	104
NC_048784	72
NC_048785	167
NC_048786	154
NC_048787	65
NC_048788	103
NC_048789	55
NC_048790	61
NC_048791	60
NC_048792	319
NC_048793	86
NC_048794	165
NC_048795	159
NC_048796	110
NC_048797	233
NC_048798	271
NC_048799	75
NC_048800	103
NC_048801	50
NC_048802	268
NC_048803	73
NC_048804	272
NC_048805	82
NC_048806	90
NC_048807	246
NC_048808	165
NC_048809	168
NC_048810	90
NC_048811	165
NC_048812	91
NC_048813	90
NC_048814	87
NC_048815	89
NC_048816	86
NC_048817	87
NC_048818	163
NC_048819	159
NC_048820	102
NC_048821	212
NC_048822	87
NC_048823	88
NC_048824	102
NC_048825	87
NC_048826	90
NC_048827	184
NC_048828	244
NC_048829	50
NC_048830	49
NC_048831	64
NC_048832	69
NC_048833	65
NC_048834	51
NC_048835	68
NC_048836	66
NC_048837	62
NC_048838	62
NC_048839	67
NC_048840	66
NC_048841	66
NC_048842	65
NC_048843	56
NC_048844	61
NC_048845	72
NC_048846	63
NC_048847	157
NC_048848	51
NC_048849	300
NC_048850	98
NC_048851	105
NC_048852	174
NC_048853	171
NC_048854	69
NC_048855	174
NC_048856	174
NC_048857	177
NC_048858	23
NC_048859	23
NC_048860	49
NC_048861	137
NC_048862	15
NC_048863	71
NC_048864	74
NC_048865	160
NC_048866	160
NC_048867	159
NC_048868	162
NC_048869	163
NC_048870	166
NC_048871	169
NC_048872	166
NC_048873	254
NC_048874	6
NC_048875	80
NC_048876	78
NC_048877	55
NC_048878	68
NC_048892	85
NC_049340	306
NC_049341	49
NC_049342	53
NC_049343	40
NC_049344	54
NC_049345	86
NC_049346	50
NC_049347	55
NC_049348	60
NC_049349	58
NC_049350	104
NC_049351	51
NC_049352	56
NC_049353	57
NC_049354	47
NC_049355	53
NC_049356	54
NC_049357	52
NC_049358	54
NC_049359	56
NC_049360	58
