ID	CDSs_PRODIGAL
NC_028657	111
NC_028658	99
NC_028659	253
NC_028660	92
NC_028661	50
NC_028662	81
NC_028663	217
NC_028664	58
NC_028665	85
NC_028666	59
NC_028667	56
NC_028668	101
NC_028669	69
NC_028670	54
NC_028671	66
NC_028672	287
NC_028673	101
NC_028674	95
NC_028675	50
NC_028676	255
NC_028677	63
NC_028678	89
NC_028679	49
NC_028680	84
NC_028681	95
NC_028682	100
NC_028683	309
NC_028684	50
NC_028685	74
NC_028686	274
NC_028687	84
NC_028688	48
NC_028689	96
NC_028690	97
NC_028691	99
NC_028692	24
NC_028693	27
NC_028694	42
NC_028695	69
NC_028696	61
NC_028697	48
NC_028698	63
NC_028699	59
NC_028700	64
NC_028701	43
NC_028702	49
NC_028742	92
NC_028743	74
NC_028744	94
NC_028745	89
NC_028746	71
NC_028747	78
NC_028748	75
NC_028749	184
NC_028750	273
NC_028751	104
NC_028754	172
NC_028755	278
NC_028757	84
NC_028758	54
NC_028759	92
NC_028760	74
NC_028762	257
NC_028763	78
NC_028764	74
NC_028765	218
NC_028766	50
NC_028767	76
NC_028768	68
NC_028770	83
NC_028772	44
NC_028773	269
NC_028774	75
NC_028775	66
NC_028776	89
NC_028777	111
NC_028778	117
NC_028779	71
NC_028780	269
NC_028782	50
NC_028783	58
NC_028784	86
NC_028785	131
NC_028786	75
NC_028788	57
NC_028789	29
NC_028791	64
NC_028792	100
NC_028794	88
NC_028795	37
NC_028796	78
NC_028798	84
NC_028799	107
NC_028800	47
NC_028801	96
NC_028802	79
NC_028803	97
NC_028804	93
NC_028805	164
NC_028807	52
NC_028808	139
NC_028809	76
NC_028810	86
NC_028812	65
NC_028813	101
NC_028815	83
NC_028816	54
NC_028817	176
NC_028818	69
NC_028819	74
NC_028820	262
NC_028821	57
NC_028822	49
NC_028823	100
NC_028825	132
NC_028826	68
NC_028827	70
NC_028828	85
NC_028829	387
NC_028830	49
NC_028831	92
NC_028832	92
NC_028834	66
NC_028835	59
NC_028836	54
NC_028837	64
NC_028838	51
NC_028840	166
NC_028841	71
NC_028842	97
NC_028843	118
NC_028844	94
NC_028846	96
NC_028847	273
NC_028848	55
NC_028849	99
NC_028850	46
NC_028851	64
NC_028852	89
NC_028853	73
NC_028854	67
NC_028855	89
NC_028856	109
NC_028857	303
NC_028859	64
NC_028860	97
NC_028861	61
NC_028862	61
NC_028863	51
NC_028864	69
NC_028865	107
NC_028869	222
NC_028870	55
NC_028871	60
NC_028872	127
NC_028874	88
NC_028876	226
NC_028877	88
NC_028878	122
NC_028879	54
NC_028880	47
NC_028881	275
NC_028882	155
NC_028883	75
NC_028885	94
NC_028886	62
NC_028887	301
NC_028888	59
NC_028889	105
NC_028890	245
NC_028892	69
NC_028894	291
NC_028895	156
NC_028896	40
NC_028897	78
NC_028898	50
NC_028899	236
NC_028900	51
NC_028901	58
NC_028902	4
NC_028903	126
NC_028904	75
NC_028905	53
NC_028906	138
NC_028907	99
NC_028908	81
NC_028910	90
NC_028911	46
NC_028912	79
NC_028913	67
NC_028914	78
NC_028915	67
NC_028916	54
NC_028917	67
NC_028919	71
NC_028920	84
NC_028922	65
NC_028923	102
NC_028924	72
NC_028925	291
NC_028926	51
NC_028927	268
NC_028928	91
NC_028929	72
NC_028930	83
NC_028931	73
NC_028932	95
NC_028933	71
NC_028934	97
NC_028935	131
NC_028936	79
NC_028937	104
NC_028939	96
NC_028940	285
NC_028941	83
NC_028942	95
NC_028943	39
NC_028944	292
NC_028945	385
NC_028946	92
NC_028947	97
NC_028950	235
NC_028951	51
NC_028952	86
NC_028953	234
NC_028954	45
NC_028955	241
NC_028956	74
NC_028957	287
NC_028958	53
NC_028959	87
NC_028960	84
NC_028961	92
NC_028962	203
NC_028965	94
NC_028966	106
NC_028967	41
NC_028968	95
NC_028969	95
NC_028971	90
NC_028972	91
NC_028974	66
NC_028976	72
NC_028977	49
NC_028978	94
NC_028979	92
NC_028980	87
NC_028982	200
NC_028983	205
NC_028984	38
NC_028986	218
NC_028987	53
NC_028988	62
NC_028990	60
NC_028991	58
NC_028993	7
NC_028994	5
NC_028995	82
NC_028996	87
NC_028997	87
NC_028998	49
NC_028999	414
NC_029000	238
NC_029001	49
NC_029002	191
NC_029003	40
NC_029004	62
NC_029005	69
NC_029006	59
NC_029007	59
NC_029008	63
NC_029009	191
NC_029010	61
NC_029012	5
NC_029013	280
NC_029014	5
NC_029015	43
NC_029016	94
NC_029017	117
NC_029018	83
NC_029019	55
NC_029021	84
NC_029022	77
NC_029023	133
NC_029024	92
NC_029025	64
NC_029026	198
NC_029028	85
NC_029029	87
NC_029030	39
NC_029031	61
NC_029032	60
NC_029033	63
NC_029042	257
NC_029043	89
NC_029044	230
NC_029045	95
NC_029046	81
NC_029047	50
NC_029048	184
NC_029057	230
NC_029058	124
NC_029059	88
NC_029060	96
NC_029061	45
NC_029065	172
NC_029066	83
NC_029067	254
NC_029068	48
NC_029070	49
NC_029071	81
NC_029073	218
NC_029074	96
NC_029075	119
NC_029077	90
NC_029078	43
NC_029079	138
NC_029080	220
NC_029081	61
NC_029083	175
NC_029084	58
NC_029091	269
NC_029092	52
NC_029093	141
NC_029094	230
NC_029097	59
NC_029098	220
NC_029099	77
NC_029100	58
NC_029101	95
NC_029102	41
NC_029104	97
NC_029106	86
NC_029107	55
NC_029116	52
NC_029118	51
NC_029119	158
NC_029120	75
NC_029121	226
NC_030458	7
NC_030472	6
NC_030476	7
NC_030652	62
NC_030694	96
NC_030695	95
NC_030696	171
NC_030698	96
NC_030901	169
NC_030902	64
NC_030903	224
NC_030904	68
NC_030905	88
NC_030906	113
NC_030907	28
NC_030908	56
NC_030909	71
NC_030910	176
NC_030911	75
NC_030912	25
NC_030913	88
NC_030914	98
NC_030915	117
NC_030916	89
NC_030917	163
NC_030918	53
NC_030919	69
NC_030920	236
NC_030921	72
NC_030923	60
NC_030924	103
NC_030925	199
NC_030927	75
NC_030928	52
NC_030929	78
NC_030930	69
NC_030931	68
NC_030932	68
NC_030933	182
NC_030934	157
NC_030935	27
NC_030936	174
NC_030937	56
NC_030939	71
NC_030940	42
NC_030941	68
NC_030942	95
NC_030943	87
NC_030944	92
NC_030945	56
NC_030946	45
NC_030947	66
NC_030948	263
NC_030949	68
NC_030950	68
NC_030951	66
NC_030953	268
NC_031001	93
NC_031002	35
NC_031003	41
NC_031004	58
NC_031005	40
NC_031006	288
NC_031007	235
NC_031008	22
NC_031009	38
NC_031010	280
NC_031011	270
NC_031012	294
NC_031013	51
NC_031014	47
NC_031015	44
NC_031016	67
NC_031017	50
NC_031018	48
NC_031019	67
NC_031020	267
NC_031021	59
NC_031022	154
NC_031023	48
NC_031024	290
NC_031025	51
NC_031026	83
NC_031027	293
NC_031028	56
NC_031029	171
NC_031030	277
NC_031031	96
NC_031032	34
NC_031034	291
NC_031035	94
NC_031036	49
NC_031037	290
NC_031039	293
NC_031040	51
NC_031041	88
NC_031042	152
NC_031043	241
NC_031044	35
NC_031045	206
NC_031046	20
NC_031047	275
NC_031048	59
NC_031049	290
NC_031050	87
NC_031051	62
NC_031052	90
NC_031053	79
NC_031054	294
NC_031055	66
NC_031056	225
NC_031057	274
NC_031058	75
NC_031059	58
NC_031060	95
NC_031061	79
NC_031062	91
NC_031063	95
NC_031064	55
NC_031065	259
NC_031066	48
NC_031067	88
NC_031068	58
NC_031069	46
NC_031070	291
NC_031071	38
NC_031072	77
NC_031073	175
NC_031074	157
NC_031075	35
NC_031076	59
NC_031077	55
NC_031078	72
NC_031080	253
NC_031081	60
NC_031082	132
NC_031084	42
NC_031085	267
NC_031086	48
NC_031087	271
NC_031090	272
NC_031091	68
NC_031092	47
NC_031094	46
NC_031095	273
NC_031096	58
NC_031097	79
NC_031098	65
NC_031099	67
NC_031100	286
NC_031101	58
NC_031102	65
NC_031103	267
NC_031104	96
NC_031107	265
NC_031108	59
NC_031109	97
NC_031110	176
NC_031111	82
NC_031112	84
NC_031113	59
NC_031114	52
NC_031115	53
NC_031116	291
NC_031117	84
NC_031118	78
NC_031119	41
NC_031120	265
NC_031121	41
NC_031122	71
NC_031123	49
NC_031124	123
NC_031125	60
NC_031126	268
NC_031127	265
NC_031128	207
NC_031129	121
NC_031224	91
NC_031226	84
NC_031228	74
NC_031229	104
NC_031230	189
NC_031231	99
NC_031233	79
NC_031234	61
NC_031235	228
NC_031237	80
NC_031238	96
NC_031239	86
NC_031241	69
NC_031242	209
NC_031243	66
NC_031245	312
NC_031246	51
NC_031247	74
NC_031249	82
NC_031250	71
NC_031251	73
NC_031252	76
NC_031253	129
NC_031254	99
NC_031255	66
NC_031256	94
NC_031257	94
NC_031258	48
NC_031260	63
NC_031261	80
NC_031262	87
NC_031263	90
NC_031264	82
NC_031265	77
NC_031266	67
NC_031267	66
NC_031269	83
NC_031271	52
NC_031274	76
NC_031277	85
NC_031279	84
NC_031280	171
NC_031281	64
NC_031900	222
NC_031901	68
NC_031902	190
NC_031903	203
NC_031904	83
NC_031905	58
NC_031906	231
NC_031907	53
NC_031908	54
NC_031909	171
NC_031910	69
NC_031911	46
NC_031912	87
NC_031913	64
NC_031914	86
NC_031915	55
NC_031917	69
NC_031918	81
NC_031919	58
NC_031920	68
NC_031921	58
NC_031922	216
NC_031923	63
NC_031924	93
NC_031925	68
NC_031926	56
NC_031927	245
NC_031928	271
NC_031929	67
NC_031930	73
NC_031931	87
NC_031932	58
NC_031933	171
NC_031934	266
NC_031935	222
NC_031936	79
NC_031937	52
NC_031938	58
NC_031939	135
NC_031940	128
NC_031941	54
NC_031942	67
NC_031943	55
NC_031944	213
NC_031945	58
NC_031946	64
NC_034248	172
NC_041831	28
NC_041832	21
NC_041833	62
NC_041834	32
NC_041835	2
NC_041836	2
NC_041837	1
NC_041838	1
NC_041839	1
NC_041840	1
NC_041841	1
NC_041842	1
NC_041844	216
NC_041845	65
NC_041846	142
NC_041847	97
NC_041848	43
NC_041849	81
NC_041850	138
NC_041851	56
NC_041852	90
NC_041853	78
NC_041854	55
NC_041855	95
NC_041856	77
NC_041857	81
NC_041858	81
NC_041859	54
NC_041860	72
NC_041861	88
NC_041862	186
NC_041863	266
NC_041864	247
NC_041865	91
NC_041866	82
NC_041867	64
NC_041868	63
NC_041869	218
NC_041870	93
NC_041871	209
NC_041872	84
NC_041873	81
NC_041874	78
NC_041875	55
NC_041876	62
NC_041877	128
NC_041878	594
NC_041879	85
NC_041880	220
NC_041881	237
NC_041882	69
NC_041883	73
NC_041884	313
NC_041885	47
NC_041886	96
NC_041887	283
NC_041888	78
NC_041889	84
NC_041890	51
NC_041891	61
NC_041892	54
NC_041893	62
NC_041894	57
NC_041895	69
NC_041896	169
NC_041897	71
NC_041898	69
NC_041899	169
NC_041900	75
NC_041901	224
NC_041902	106
NC_041903	166
NC_041904	173
NC_041905	50
NC_041906	79
NC_041907	94
NC_041908	85
NC_041909	64
NC_041910	104
NC_041911	292
NC_041912	50
NC_041913	174
NC_041914	48
NC_041915	49
NC_041916	219
NC_041917	545
NC_041918	79
NC_041919	269
NC_041920	271
NC_041921	123
NC_041922	126
NC_041923	129
NC_041924	91
NC_041925	96
NC_041926	57
NC_041927	196
NC_041928	200
NC_041929	345
NC_041930	70
NC_041931	68
NC_041932	76
NC_041933	76
NC_041934	86
NC_041935	86
NC_041936	271
NC_041937	223
NC_041938	62
NC_041939	59
NC_041940	62
NC_041941	59
NC_041942	63
NC_041943	61
NC_041944	61
NC_041945	61
NC_041946	63
NC_041947	95
NC_041948	95
NC_041949	83
NC_041950	97
NC_041951	84
NC_041952	86
NC_041953	73
NC_041954	43
NC_041955	41
NC_041956	44
NC_041957	42
NC_041958	93
NC_041959	96
NC_041960	102
NC_041961	106
NC_041962	106
NC_041963	59
NC_041964	87
NC_041965	100
NC_041966	91
NC_041967	52
NC_041968	160
NC_041969	73
NC_041970	135
NC_041971	148
NC_041972	319
NC_041973	315
NC_041974	317
NC_041975	321
NC_041976	97
NC_041977	140
NC_041978	115
NC_041979	134
NC_041980	276
NC_041981	274
NC_041982	79
NC_041983	84
NC_041984	77
NC_041985	89
NC_041986	104
NC_041987	143
NC_041988	94
NC_041989	100
NC_041990	272
NC_041991	61
NC_041992	66
NC_041993	234
NC_041994	330
NC_041995	81
NC_041996	277
NC_041997	259
NC_041998	87
NC_041999	69
NC_042000	111
NC_042001	88
NC_042002	63
NC_042003	49
NC_042004	50
NC_042005	55
NC_042006	53
NC_042007	53
NC_042008	227
NC_042009	219
NC_042010	223
NC_042011	218
NC_042012	216
NC_042013	837
NC_042014	70
NC_042015	76
NC_042016	80
NC_042017	135
NC_042018	242
NC_042019	236
NC_042020	55
NC_042021	68
NC_042022	64
NC_042023	70
NC_042024	51
NC_042025	90
NC_042027	137
NC_042028	88
NC_042029	59
NC_042030	109
NC_042031	96
NC_042032	111
NC_042033	97
NC_042034	97
NC_042035	94
NC_042036	76
NC_042037	82
NC_042038	74
NC_042039	264
NC_042040	236
NC_042041	72
NC_042042	57
NC_042043	86
NC_042044	256
NC_042045	82
NC_042046	75
NC_042047	213
NC_042048	195
NC_042049	44
NC_042050	90
NC_042051	69
NC_042052	72
NC_042053	107
NC_042054	165
NC_042055	72
NC_042056	265
NC_042057	56
NC_042058	83
NC_042060	348
NC_042061	204
NC_042062	69
NC_042063	24
NC_042064	3
NC_042065	62
NC_042066	83
NC_042067	306
NC_042068	6
NC_042069	6
NC_042070	5
NC_042071	5
NC_042072	7
NC_042073	7
NC_042074	156
NC_042075	135
NC_042076	142
NC_042077	266
NC_042078	268
NC_042079	94
NC_042080	94
NC_042081	357
NC_042082	147
NC_042083	31
NC_042084	78
NC_042085	90
NC_042086	88
NC_042087	88
NC_042088	70
NC_042089	61
NC_042090	141
NC_042091	166
NC_042092	88
NC_042093	159
NC_042094	191
NC_042095	194
NC_042096	125
NC_042097	130
NC_042098	319
NC_042099	62
NC_042100	213
NC_042101	67
NC_042102	71
NC_042103	68
NC_042104	50
NC_042105	213
NC_042106	87
NC_042107	74
NC_042108	87
NC_042109	62
NC_042110	62
NC_042111	62
NC_042112	175
NC_042113	177
NC_042114	29
NC_042115	81
NC_042116	521
NC_042117	58
NC_042118	55
NC_042119	60
NC_042120	90
NC_042121	20
NC_042122	86
NC_042123	96
NC_042124	47
NC_042125	63
NC_042126	63
NC_042127	61
NC_042128	128
NC_042129	273
NC_042130	268
NC_042131	58
NC_042132	76
NC_042133	230
NC_042134	67
NC_042135	57
NC_042136	212
NC_042137	50
NC_042138	273
NC_042139	52
NC_042140	260
NC_042307	149
NC_042308	80
NC_042309	90
NC_042310	84
NC_042311	84
NC_042312	81
NC_042313	120
NC_042314	90
NC_042315	96
NC_042316	225
NC_042317	104
NC_042318	92
NC_042319	97
NC_042320	95
NC_042321	84
NC_042322	214
NC_042323	103
NC_042324	84
NC_042325	97
NC_042326	85
NC_042327	90
NC_042328	87
NC_042329	87
NC_042330	89
NC_042331	83
NC_042332	94
NC_042333	83
NC_042334	84
NC_042335	92
NC_042336	94
NC_042337	97
NC_042338	97
NC_042339	84
NC_042340	78
NC_042341	81
NC_042342	74
NC_042343	70
NC_042344	77
NC_042345	69
NC_042346	62
NC_042348	43
NC_042349	68
NC_042350	40
NC_042351	67
NC_042352	69
NC_042353	63
NC_042354	56
NC_042355	54
NC_042564	25
NC_043027	295
NC_043028	12
NC_043029	15
NC_043469	83
NC_043767	90
NC_044940	79
NC_045425	7
NC_047700	48
NC_047701	54
NC_047702	56
NC_047703	52
NC_047704	41
NC_047705	55
NC_047706	44
NC_047707	45
NC_047708	33
NC_047709	56
NC_047710	53
NC_047711	55
NC_047712	268
NC_047713	268
NC_047714	241
NC_047715	204
NC_047716	207
NC_047717	208
NC_047718	210
NC_047719	213
NC_047720	213
NC_047721	222
NC_047722	233
NC_047723	213
NC_047724	233
NC_047725	233
NC_047726	236
NC_047727	233
NC_047728	233
NC_047729	221
NC_047730	223
NC_047731	214
NC_047732	219
NC_047733	206
NC_047734	222
NC_047735	230
NC_047736	288
NC_047737	49
NC_047738	52
NC_047739	122
NC_047740	65
NC_047741	49
NC_047742	61
NC_047743	48
NC_047744	225
NC_047745	188
NC_047746	50
NC_047747	50
NC_047748	58
NC_047749	149
NC_047750	52
NC_047751	51
NC_047752	47
NC_047753	45
NC_047754	153
NC_047755	48
NC_047756	117
NC_047757	122
NC_047758	58
NC_047759	57
NC_047760	123
NC_047761	50
NC_047762	52
NC_047763	45
NC_047764	97
NC_047765	12
NC_047766	49
NC_047767	204
NC_047768	56
NC_047769	54
NC_047770	279
NC_047771	47
NC_047772	52
NC_047773	49
NC_047774	49
NC_047775	48
NC_047776	267
NC_047777	49
NC_047778	48
NC_047779	55
NC_047780	48
NC_047781	53
NC_047782	50
NC_047783	58
NC_047784	77
NC_047785	83
NC_047786	80
NC_047787	52
NC_047788	20
NC_047789	49
NC_047790	47
NC_047791	73
NC_047792	54
NC_047793	53
NC_047794	56
NC_047795	54
NC_047796	202
NC_047797	46
NC_047798	47
NC_047799	49
NC_047800	53
NC_047801	48
NC_047802	56
NC_047803	49
NC_047804	46
NC_047805	55
NC_047806	58
NC_047807	60
NC_047808	51
NC_047809	48
NC_047810	73
NC_047811	55
NC_047812	69
NC_047813	20
NC_047814	20
NC_047815	331
NC_047816	49
NC_047817	47
NC_047818	43
NC_047819	48
NC_047820	79
NC_047821	49
NC_047822	160
NC_047823	87
NC_047824	71
NC_047825	80
NC_047826	48
NC_047827	49
NC_047828	79
NC_047829	47
NC_047830	77
NC_047831	46
NC_047832	44
NC_047833	42
NC_047834	50
NC_047835	170
NC_047836	53
NC_047837	14
NC_047838	250
NC_047839	191
NC_047840	56
NC_047841	78
NC_047842	47
NC_047843	47
NC_047844	46
NC_047845	53
NC_047846	53
NC_047847	78
NC_047848	78
NC_047849	54
NC_047850	77
NC_047851	67
NC_047852	55
NC_047853	215
NC_047854	37
NC_047855	19
NC_047856	41
NC_047857	54
NC_047858	56
NC_047859	175
NC_047860	53
NC_047861	126
NC_047862	60
NC_047863	84
NC_047864	43
NC_047865	49
NC_047866	48
NC_047867	43
NC_047868	58
NC_047869	55
NC_047870	59
NC_047871	200
NC_047872	195
NC_047873	49
NC_047874	47
NC_047875	71
NC_047876	84
NC_047877	85
NC_047878	85
NC_047879	85
NC_047880	338
NC_047881	168
NC_047882	155
NC_047883	55
NC_047884	186
NC_047885	184
NC_047886	51
NC_047887	155
NC_047888	53
NC_047889	58
NC_047890	49
NC_047891	99
NC_047892	105
NC_047893	73
NC_047894	49
NC_047895	52
NC_047896	54
NC_047897	133
NC_047898	84
NC_047899	57
NC_047900	210
NC_047901	207
NC_047902	117
NC_047903	57
NC_047904	56
NC_047905	55
NC_047906	59
NC_047907	78
NC_047908	48
NC_047909	99
NC_047910	79
NC_047911	65
NC_047912	42
NC_047913	52
NC_047914	86
NC_047915	89
NC_047916	89
NC_047917	51
NC_047918	115
NC_047919	19
NC_047920	57
NC_047921	104
NC_047922	52
NC_047923	48
NC_047924	182
NC_047925	126
NC_047926	178
NC_047927	46
NC_047928	18
NC_047929	50
NC_047930	48
NC_047931	111
NC_047932	202
NC_047933	57
NC_047934	53
NC_047935	48
NC_047936	53
NC_047937	52
NC_047938	89
NC_047939	45
NC_047940	48
NC_047941	51
NC_047942	48
NC_047944	61
NC_047945	214
NC_047946	58
NC_047947	87
NC_047948	224
NC_047949	158
NC_047950	155
NC_047951	47
NC_047952	56
NC_047953	59
NC_047954	51
NC_047955	48
NC_047956	51
NC_047957	48
NC_047958	59
NC_047959	82
NC_047960	86
NC_047961	51
NC_047962	86
NC_047963	48
NC_047964	46
NC_047965	51
NC_047966	51
NC_047967	57
NC_047968	48
NC_047969	49
NC_047970	50
NC_047971	46
NC_047972	63
NC_047973	101
NC_047974	88
NC_047975	102
NC_047976	88
NC_047977	150
NC_047978	77
NC_047979	137
NC_047980	48
NC_047981	52
NC_047982	47
NC_047983	64
NC_047984	47
NC_047985	82
NC_047986	79
NC_047987	95
NC_047988	89
NC_047989	90
NC_047990	94
NC_047991	67
NC_047992	73
NC_047993	91
NC_047994	276
NC_047995	340
NC_047996	78
NC_047997	53
NC_047998	83
NC_047999	166
NC_048000	163
NC_048001	161
NC_048002	50
NC_048003	102
NC_048004	50
NC_048005	168
NC_048006	162
NC_048007	163
NC_048008	166
NC_048009	161
NC_048010	168
NC_048011	162
NC_048012	166
NC_048013	162
NC_048014	50
NC_048015	217
NC_048016	280
NC_048017	67
NC_048018	94
NC_048019	72
NC_048020	88
NC_048021	163
NC_048022	43
NC_048023	52
NC_048024	73
NC_048025	49
NC_048026	53
NC_048027	128
NC_048028	131
NC_048029	51
NC_048030	11
NC_048031	33
NC_048032	20
NC_048033	24
NC_048034	38
NC_048035	48
NC_048036	50
NC_048038	59
NC_048039	96
NC_048040	100
NC_048041	166
NC_048042	76
NC_048043	80
NC_048044	75
NC_048045	345
NC_048046	497
NC_048047	558
NC_048048	550
NC_048049	230
NC_048050	47
NC_048051	35
NC_048052	49
NC_048053	318
NC_048054	332
NC_048055	46
NC_048056	60
NC_048057	50
NC_048058	56
NC_048059	51
NC_048060	51
NC_048061	54
NC_048062	167
NC_048063	49
NC_048064	55
NC_048065	86
NC_048066	43
NC_048067	60
NC_048068	101
NC_048069	62
NC_048070	59
NC_048071	49
NC_048072	55
NC_048073	102
NC_048074	169
NC_048075	173
NC_048076	53
NC_048077	324
NC_048078	50
NC_048079	51
NC_048080	167
NC_048081	54
NC_048082	46
NC_048083	100
NC_048084	174
NC_048085	173
NC_048086	146
NC_048087	201
NC_048088	76
NC_048089	168
NC_048090	67
NC_048091	66
NC_048092	68
NC_048093	70
NC_048094	60
NC_048095	70
NC_048096	68
NC_048097	68
NC_048098	69
NC_048099	68
NC_048100	70
NC_048101	57
NC_048102	188
NC_048103	63
NC_048104	77
NC_048105	46
NC_048106	171
NC_048107	20
NC_048108	45
NC_048109	48
NC_048110	166
NC_048111	47
NC_048112	62
NC_048113	58
NC_048114	49
NC_048115	63
NC_048116	55
NC_048117	59
NC_048118	56
NC_048119	59
NC_048120	58
NC_048121	86
NC_048122	87
NC_048123	58
NC_048124	85
NC_048125	82
NC_048126	76
NC_048129	49
NC_048130	52
NC_048131	48
NC_048132	86
NC_048133	32
NC_048134	180
NC_048135	51
NC_048136	49
NC_048137	82
NC_048138	50
NC_048139	123
NC_048140	54
NC_048141	95
NC_048142	49
NC_048143	78
NC_048144	55
NC_048145	164
NC_048146	95
NC_048147	86
NC_048148	53
NC_048149	172
NC_048150	84
NC_048151	164
NC_048152	95
NC_048153	51
NC_048154	54
NC_048155	56
NC_048159	19
NC_048161	50
NC_048162	76
NC_048163	49
NC_048164	47
NC_048165	90
NC_048166	131
NC_048167	47
NC_048168	56
NC_048169	159
NC_048170	248
NC_048171	56
NC_048172	55
NC_048173	235
NC_048174	57
NC_048175	44
NC_048176	195
NC_048177	55
NC_048178	61
NC_048179	75
NC_048180	45
NC_048181	77
NC_048182	288
NC_048183	48
NC_048184	55
NC_048185	78
NC_048186	220
NC_048187	144
NC_048188	139
NC_048189	136
NC_048190	142
NC_048191	142
NC_048192	57
NC_048193	92
NC_048194	105
NC_048195	110
NC_048196	284
NC_048197	80
NC_048198	81
NC_048200	51
NC_048201	49
NC_048202	85
NC_048203	170
NC_048204	81
NC_048205	161
NC_048206	81
NC_048207	101
NC_048208	73
NC_048624	75
NC_048625	52
NC_048626	94
NC_048627	164
NC_048628	66
NC_048629	20
NC_048630	58
NC_048631	55
NC_048632	86
NC_048633	63
NC_048634	69
NC_048635	65
NC_048636	71
NC_048637	154
NC_048638	88
NC_048639	88
NC_048640	75
NC_048641	67
NC_048642	71
NC_048643	76
NC_048644	64
NC_048645	279
NC_048646	285
NC_048647	219
NC_048648	76
NC_048649	76
NC_048650	179
NC_048651	84
NC_048652	244
NC_048653	97
NC_048654	97
NC_048655	75
NC_048656	260
NC_048657	66
NC_048658	53
NC_048659	98
NC_048660	184
NC_048661	25
NC_048662	92
NC_048663	92
NC_048664	138
NC_048665	48
NC_048666	72
NC_048667	39
NC_048668	359
NC_048669	62
NC_048670	81
NC_048671	54
NC_048672	57
NC_048673	413
NC_048674	417
NC_048675	91
NC_048676	93
NC_048677	187
NC_048678	82
NC_048679	81
NC_048680	67
NC_048681	52
NC_048682	251
NC_048683	74
NC_048684	61
NC_048685	62
NC_048686	62
NC_048687	75
NC_048688	64
NC_048689	68
NC_048690	63
NC_048691	59
NC_048692	63
NC_048693	59
NC_048694	291
NC_048695	104
NC_048696	117
NC_048697	99
NC_048698	53
NC_048699	95
NC_048700	96
NC_048701	62
NC_048702	227
NC_048703	89
NC_048704	94
NC_048705	88
NC_048706	65
NC_048707	23
NC_048708	65
NC_048709	196
NC_048710	65
NC_048711	64
NC_048712	27
NC_048713	64
NC_048714	64
NC_048715	69
NC_048716	64
NC_048717	63
NC_048718	61
NC_048719	213
NC_048720	226
NC_048721	235
NC_048722	233
NC_048723	236
NC_048724	229
NC_048725	55
NC_048726	251
NC_048727	72
NC_048728	220
NC_048729	102
NC_048730	224
NC_048731	158
NC_048732	82
NC_048733	48
NC_048734	109
NC_048735	85
NC_048736	208
NC_048737	58
NC_048738	21
NC_048739	27
NC_048740	29
NC_048741	256
NC_048742	220
NC_048743	102
NC_048744	93
NC_048745	92
NC_048746	103
NC_048747	216
NC_048748	177
NC_048749	91
NC_048750	89
NC_048751	120
NC_048752	199
NC_048753	162
NC_048754	195
NC_048755	271
NC_048756	162
NC_048757	161
NC_048758	84
NC_048759	100
NC_048760	167
NC_048761	56
NC_048762	72
NC_048763	73
NC_048764	73
NC_048765	196
NC_048766	84
NC_048767	80
NC_048768	99
NC_048769	215
NC_048770	209
NC_048771	254
NC_048772	217
NC_048773	149
NC_048774	149
NC_048775	143
NC_048776	143
NC_048777	55
NC_048778	56
NC_048779	213
NC_048780	62
NC_048781	164
NC_048782	64
NC_048783	106
NC_048784	73
NC_048785	168
NC_048786	159
NC_048787	65
NC_048788	101
NC_048789	55
NC_048790	61
NC_048791	60
NC_048792	323
NC_048793	88
NC_048794	164
NC_048795	158
NC_048796	111
NC_048797	248
NC_048798	272
NC_048799	75
NC_048800	103
NC_048801	50
NC_048802	271
NC_048803	75
NC_048804	274
NC_048805	83
NC_048806	90
NC_048807	252
NC_048808	169
NC_048809	170
NC_048810	90
NC_048811	165
NC_048812	93
NC_048813	96
NC_048814	91
NC_048815	91
NC_048816	85
NC_048817	87
NC_048818	164
NC_048819	161
NC_048820	105
NC_048821	215
NC_048822	89
NC_048823	89
NC_048824	108
NC_048825	88
NC_048826	93
NC_048827	181
NC_048828	250
NC_048829	47
NC_048830	46
NC_048831	52
NC_048832	58
NC_048833	58
NC_048834	49
NC_048835	57
NC_048836	59
NC_048837	50
NC_048838	49
NC_048839	57
NC_048840	57
NC_048841	52
NC_048842	56
NC_048843	52
NC_048844	50
NC_048845	72
NC_048846	63
NC_048847	161
NC_048848	51
NC_048849	299
NC_048850	97
NC_048851	107
NC_048852	170
NC_048853	172
NC_048854	69
NC_048855	175
NC_048856	173
NC_048857	181
NC_048858	23
NC_048859	23
NC_048860	49
NC_048861	135
NC_048862	15
NC_048863	70
NC_048864	72
NC_048865	159
NC_048866	159
NC_048867	161
NC_048868	165
NC_048869	166
NC_048870	168
NC_048871	169
NC_048872	168
NC_048873	258
NC_048874	6
NC_048875	83
NC_048876	80
NC_048877	55
NC_048878	68
NC_048892	88
NC_049340	283
NC_049341	50
NC_049342	53
NC_049343	40
NC_049344	53
NC_049345	86
NC_049346	48
NC_049347	54
NC_049348	60
NC_049349	59
NC_049350	110
NC_049351	53
NC_049352	59
NC_049353	56
NC_049354	48
NC_049355	53
NC_049356	52
NC_049357	53
NC_049358	54
NC_049359	54
NC_049360	57
NC_049361	58
NC_049362	57
