ID	CDSs_FRAGGENESCAN
NC_028656	82
NC_028657	100
NC_028658	93
NC_028659	232
NC_028660	93
NC_028661	48
NC_028662	76
NC_028663	208
NC_028664	52
NC_028665	74
NC_028666	53
NC_028667	50
NC_028668	91
NC_028669	63
NC_028670	50
NC_028671	65
NC_028672	266
NC_028673	87
NC_028674	89
NC_028675	48
NC_028676	228
NC_028677	61
NC_028678	77
NC_028679	45
NC_028680	76
NC_028681	91
NC_028682	90
NC_028683	276
NC_028684	46
NC_028685	74
NC_028686	256
NC_028687	75
NC_028688	45
NC_028689	89
NC_028690	90
NC_028691	93
NC_028692	21
NC_028693	24
NC_028694	42
NC_028695	61
NC_028696	59
NC_028697	47
NC_028698	57
NC_028699	60
NC_028700	57
NC_028701	43
NC_028702	43
NC_028742	85
NC_028743	69
NC_028744	80
NC_028745	87
NC_028746	67
NC_028747	70
NC_028748	73
NC_028749	178
NC_028750	263
NC_028751	88
NC_028754	165
NC_028755	260
NC_028757	81
NC_028758	52
NC_028759	85
NC_028760	72
NC_028762	221
NC_028763	76
NC_028764	68
NC_028765	202
NC_028766	47
NC_028767	73
NC_028768	68
NC_028770	83
NC_028772	41
NC_028773	257
NC_028774	72
NC_028775	63
NC_028776	87
NC_028777	104
NC_028778	115
NC_028779	62
NC_028780	249
NC_028782	44
NC_028783	60
NC_028784	80
NC_028785	111
NC_028786	74
NC_028788	52
NC_028789	24
NC_028791	62
NC_028792	88
NC_028794	79
NC_028795	34
NC_028796	71
NC_028798	80
NC_028799	89
NC_028800	44
NC_028801	89
NC_028802	75
NC_028803	91
NC_028804	80
NC_028805	166
NC_028807	48
NC_028808	130
NC_028809	73
NC_028810	76
NC_028812	66
NC_028813	86
NC_028815	74
NC_028816	48
NC_028817	160
NC_028818	66
NC_028819	66
NC_028820	239
NC_028821	52
NC_028822	45
NC_028823	89
NC_028825	121
NC_028826	63
NC_028827	65
NC_028828	77
NC_028829	374
NC_028830	48
NC_028831	90
NC_028832	87
NC_028834	60
NC_028835	59
NC_028836	49
NC_028837	60
NC_028838	50
NC_028840	162
NC_028841	65
NC_028842	85
NC_028843	113
NC_028844	86
NC_028846	91
NC_028847	254
NC_028848	51
NC_028849	86
NC_028850	45
NC_028851	58
NC_028852	80
NC_028853	74
NC_028854	64
NC_028855	74
NC_028856	101
NC_028857	273
NC_028859	59
NC_028860	81
NC_028861	60
NC_028862	55
NC_028863	46
NC_028864	61
NC_028865	96
NC_028869	201
NC_028870	51
NC_028871	57
NC_028872	116
NC_028874	76
NC_028876	201
NC_028877	80
NC_028878	111
NC_028879	60
NC_028880	41
NC_028881	249
NC_028882	144
NC_028883	68
NC_028885	89
NC_028886	57
NC_028887	273
NC_028888	62
NC_028889	89
NC_028890	231
NC_028892	71
NC_028894	264
NC_028895	151
NC_028896	42
NC_028897	73
NC_028898	49
NC_028899	237
NC_028900	46
NC_028901	55
NC_028902	4
NC_028903	121
NC_028904	72
NC_028905	50
NC_028906	115
NC_028907	91
NC_028908	80
NC_028910	79
NC_028911	48
NC_028912	72
NC_028913	57
NC_028914	71
NC_028915	65
NC_028916	46
NC_028917	63
NC_028919	65
NC_028920	76
NC_028922	62
NC_028923	91
NC_028924	73
NC_028925	268
NC_028926	46
NC_028927	249
NC_028928	81
NC_028929	64
NC_028930	83
NC_028931	70
NC_028932	83
NC_028933	67
NC_028934	91
NC_028935	125
NC_028936	70
NC_028937	90
NC_028939	93
NC_028940	252
NC_028941	74
NC_028942	91
NC_028943	39
NC_028944	258
NC_028945	358
NC_028946	85
NC_028947	95
NC_028950	233
NC_028951	49
NC_028952	77
NC_028953	204
NC_028954	39
NC_028955	222
NC_028956	77
NC_028957	263
NC_028958	49
NC_028959	82
NC_028960	77
NC_028961	76
NC_028962	195
NC_028965	83
NC_028966	95
NC_028967	42
NC_028968	87
NC_028969	85
NC_028971	87
NC_028972	91
NC_028974	65
NC_028976	71
NC_028977	43
NC_028978	83
NC_028979	82
NC_028980	80
NC_028982	194
NC_028983	197
NC_028984	36
NC_028986	196
NC_028987	46
NC_028988	54
NC_028990	54
NC_028991	56
NC_028993	5
NC_028994	5
NC_028995	76
NC_028996	78
NC_028997	82
NC_028998	60
NC_028999	400
NC_029000	240
NC_029001	44
NC_029002	175
NC_029003	43
NC_029004	57
NC_029005	72
NC_029006	56
NC_029007	51
NC_029008	63
NC_029009	183
NC_029010	57
NC_029012	5
NC_029013	265
NC_029014	4
NC_029015	43
NC_029016	94
NC_029017	104
NC_029018	80
NC_029019	52
NC_029021	83
NC_029022	69
NC_029023	129
NC_029024	90
NC_029025	54
NC_029026	187
NC_029028	86
NC_029029	82
NC_029030	39
NC_029031	62
NC_029032	66
NC_029033	59
NC_029042	252
NC_029043	86
NC_029044	211
NC_029045	97
NC_029046	72
NC_029047	49
NC_029048	172
NC_029057	209
NC_029058	121
NC_029059	75
NC_029060	90
NC_029061	44
NC_029065	168
NC_029066	78
NC_029067	240
NC_029068	46
NC_029070	47
NC_029071	83
NC_029073	214
NC_029074	91
NC_029075	115
NC_029077	83
NC_029078	43
NC_029079	114
NC_029080	201
NC_029081	56
NC_029083	161
NC_029084	55
NC_029091	255
NC_029092	48
NC_029093	116
NC_029094	209
NC_029097	57
NC_029098	216
NC_029099	76
NC_029100	52
NC_029101	87
NC_029102	40
NC_029104	86
NC_029106	86
NC_029107	50
NC_029116	49
NC_029118	40
NC_029119	151
NC_029120	76
NC_029121	218
NC_030458	5
NC_030472	6
NC_030476	5
NC_030652	60
NC_030694	86
NC_030695	83
NC_030696	159
NC_030698	83
NC_030901	158
NC_030902	54
NC_030903	209
NC_030904	64
NC_030905	79
NC_030906	107
NC_030907	24
NC_030908	47
NC_030909	66
NC_030910	159
NC_030911	67
NC_030912	21
NC_030913	72
NC_030914	89
NC_030915	113
NC_030916	74
NC_030917	140
NC_030918	47
NC_030919	67
NC_030920	220
NC_030921	64
NC_030923	51
NC_030924	88
NC_030925	195
NC_030927	67
NC_030928	49
NC_030929	70
NC_030930	61
NC_030931	63
NC_030932	63
NC_030933	167
NC_030934	148
NC_030935	23
NC_030936	159
NC_030937	50
NC_030939	56
NC_030940	38
NC_030941	62
NC_030942	73
NC_030943	74
NC_030944	86
NC_030945	56
NC_030946	41
NC_030947	63
NC_030948	240
NC_030949	64
NC_030950	64
NC_030951	63
NC_030953	251
NC_031001	84
NC_031002	35
NC_031003	41
NC_031004	55
NC_031005	44
NC_031006	253
NC_031007	239
NC_031008	20
NC_031009	36
NC_031010	280
NC_031011	256
NC_031012	260
NC_031013	49
NC_031014	42
NC_031015	37
NC_031016	62
NC_031017	47
NC_031018	46
NC_031019	65
NC_031020	251
NC_031021	55
NC_031022	151
NC_031023	47
NC_031024	257
NC_031025	48
NC_031026	77
NC_031027	262
NC_031028	52
NC_031029	159
NC_031030	258
NC_031031	85
NC_031032	33
NC_031034	260
NC_031035	89
NC_031036	47
NC_031037	257
NC_031039	291
NC_031040	46
NC_031041	78
NC_031042	147
NC_031043	238
NC_031044	35
NC_031045	204
NC_031046	20
NC_031047	252
NC_031048	59
NC_031049	260
NC_031050	82
NC_031051	57
NC_031052	77
NC_031053	78
NC_031054	260
NC_031055	69
NC_031056	217
NC_031057	259
NC_031058	72
NC_031059	53
NC_031060	88
NC_031061	70
NC_031062	92
NC_031063	88
NC_031064	52
NC_031065	235
NC_031066	44
NC_031067	78
NC_031068	54
NC_031069	45
NC_031070	258
NC_031071	36
NC_031072	65
NC_031073	163
NC_031074	144
NC_031075	35
NC_031076	53
NC_031077	51
NC_031078	68
NC_031080	230
NC_031081	59
NC_031082	124
NC_031084	43
NC_031085	248
NC_031086	47
NC_031087	255
NC_031090	251
NC_031091	63
NC_031092	43
NC_031094	46
NC_031095	259
NC_031096	49
NC_031097	70
NC_031098	62
NC_031099	61
NC_031100	260
NC_031101	53
NC_031102	56
NC_031103	248
NC_031104	92
NC_031107	271
NC_031108	54
NC_031109	95
NC_031110	161
NC_031111	73
NC_031112	78
NC_031113	57
NC_031114	45
NC_031115	50
NC_031116	261
NC_031117	75
NC_031118	69
NC_031119	43
NC_031120	272
NC_031121	38
NC_031122	57
NC_031123	47
NC_031124	111
NC_031125	60
NC_031126	275
NC_031127	268
NC_031128	207
NC_031129	124
NC_031224	85
NC_031226	71
NC_031228	75
NC_031229	88
NC_031230	157
NC_031231	86
NC_031233	68
NC_031234	58
NC_031235	212
NC_031237	71
NC_031238	85
NC_031239	81
NC_031241	62
NC_031242	196
NC_031243	56
NC_031245	304
NC_031246	48
NC_031247	72
NC_031249	69
NC_031250	71
NC_031251	70
NC_031252	72
NC_031253	121
NC_031254	85
NC_031255	61
NC_031256	84
NC_031257	84
NC_031258	42
NC_031260	56
NC_031261	71
NC_031262	76
NC_031263	79
NC_031264	78
NC_031265	69
NC_031266	62
NC_031267	56
NC_031269	73
NC_031271	48
NC_031274	71
NC_031277	77
NC_031279	74
NC_031280	154
NC_031281	59
NC_031900	206
NC_031901	63
NC_031902	176
NC_031903	197
NC_031904	87
NC_031905	59
NC_031906	219
NC_031907	53
NC_031908	49
NC_031909	161
NC_031910	60
NC_031911	46
NC_031912	86
NC_031913	58
NC_031914	87
NC_031915	50
NC_031917	58
NC_031918	70
NC_031919	59
NC_031920	60
NC_031921	59
NC_031922	205
NC_031923	59
NC_031924	78
NC_031925	58
NC_031926	55
NC_031927	245
NC_031928	253
NC_031929	59
NC_031930	75
NC_031931	88
NC_031932	59
NC_031933	158
NC_031934	244
NC_031935	202
NC_031936	69
NC_031937	46
NC_031938	58
NC_031939	127
NC_031940	122
NC_031941	50
NC_031942	59
NC_031943	47
NC_031944	194
NC_031945	59
NC_031946	60
NC_034248	154
NC_041831	28
NC_041832	22
NC_041833	60
NC_041834	31
NC_041835	2
NC_041836	1
NC_041837	1
NC_041838	1
NC_041839	1
NC_041841	1
NC_041842	1
NC_041844	189
NC_041845	71
NC_041846	118
NC_041847	84
NC_041848	44
NC_041849	74
NC_041850	115
NC_041851	51
NC_041852	79
NC_041853	72
NC_041854	45
NC_041855	84
NC_041856	74
NC_041857	73
NC_041858	71
NC_041859	57
NC_041860	69
NC_041861	85
NC_041862	181
NC_041863	250
NC_041864	233
NC_041865	87
NC_041866	75
NC_041867	58
NC_041868	54
NC_041869	216
NC_041870	89
NC_041871	203
NC_041872	86
NC_041873	75
NC_041874	72
NC_041875	50
NC_041876	59
NC_041877	129
NC_041878	584
NC_041879	81
NC_041880	193
NC_041881	230
NC_041882	59
NC_041883	69
NC_041884	281
NC_041885	46
NC_041886	85
NC_041887	235
NC_041888	71
NC_041889	82
NC_041890	47
NC_041891	56
NC_041892	49
NC_041893	57
NC_041894	52
NC_041895	58
NC_041896	152
NC_041897	65
NC_041898	59
NC_041899	163
NC_041900	63
NC_041901	203
NC_041902	103
NC_041903	156
NC_041904	158
NC_041905	47
NC_041906	77
NC_041907	89
NC_041908	75
NC_041909	59
NC_041910	105
NC_041911	286
NC_041912	45
NC_041913	167
NC_041914	45
NC_041915	46
NC_041916	218
NC_041917	517
NC_041918	72
NC_041919	248
NC_041920	249
NC_041921	110
NC_041922	118
NC_041923	126
NC_041924	78
NC_041925	79
NC_041926	53
NC_041927	183
NC_041928	192
NC_041929	320
NC_041930	68
NC_041931	69
NC_041932	73
NC_041933	73
NC_041934	81
NC_041935	81
NC_041936	255
NC_041937	217
NC_041938	55
NC_041939	53
NC_041940	57
NC_041941	51
NC_041942	57
NC_041943	55
NC_041944	56
NC_041945	56
NC_041946	57
NC_041947	92
NC_041948	90
NC_041949	77
NC_041950	89
NC_041951	80
NC_041952	81
NC_041953	72
NC_041954	42
NC_041955	43
NC_041956	40
NC_041957	42
NC_041958	85
NC_041959	97
NC_041960	104
NC_041961	92
NC_041962	95
NC_041963	58
NC_041964	83
NC_041965	90
NC_041966	79
NC_041967	46
NC_041968	144
NC_041969	67
NC_041970	121
NC_041971	139
NC_041972	321
NC_041973	316
NC_041974	320
NC_041975	319
NC_041976	86
NC_041977	135
NC_041978	114
NC_041979	128
NC_041980	258
NC_041981	261
NC_041982	74
NC_041983	74
NC_041984	68
NC_041985	76
NC_041986	93
NC_041987	118
NC_041988	83
NC_041989	90
NC_041990	255
NC_041991	57
NC_041992	53
NC_041993	208
NC_041994	330
NC_041995	78
NC_041996	252
NC_041997	243
NC_041998	78
NC_041999	67
NC_042000	107
NC_042001	80
NC_042002	60
NC_042003	47
NC_042004	45
NC_042005	50
NC_042006	46
NC_042007	46
NC_042008	217
NC_042009	210
NC_042010	212
NC_042011	204
NC_042012	210
NC_042013	794
NC_042014	67
NC_042015	72
NC_042016	80
NC_042017	128
NC_042018	237
NC_042019	231
NC_042020	53
NC_042021	63
NC_042022	59
NC_042023	65
NC_042024	46
NC_042025	89
NC_042027	118
NC_042028	74
NC_042029	57
NC_042030	90
NC_042031	86
NC_042032	99
NC_042033	91
NC_042034	86
NC_042035	88
NC_042036	67
NC_042037	70
NC_042038	69
NC_042039	250
NC_042040	222
NC_042041	64
NC_042042	54
NC_042043	77
NC_042044	236
NC_042045	81
NC_042046	70
NC_042047	210
NC_042048	187
NC_042049	39
NC_042050	82
NC_042051	70
NC_042052	72
NC_042053	99
NC_042054	152
NC_042055	61
NC_042056	270
NC_042057	53
NC_042058	77
NC_042060	335
NC_042061	203
NC_042062	66
NC_042063	22
NC_042064	4
NC_042065	53
NC_042066	81
NC_042067	275
NC_042068	6
NC_042069	6
NC_042070	6
NC_042071	5
NC_042072	5
NC_042073	6
NC_042074	150
NC_042075	128
NC_042076	135
NC_042077	245
NC_042078	249
NC_042079	89
NC_042080	94
NC_042081	343
NC_042082	140
NC_042083	31
NC_042084	65
NC_042085	84
NC_042086	85
NC_042087	84
NC_042088	61
NC_042089	57
NC_042090	136
NC_042091	155
NC_042092	89
NC_042093	145
NC_042094	178
NC_042095	184
NC_042096	118
NC_042097	124
NC_042098	319
NC_042099	59
NC_042100	213
NC_042101	64
NC_042102	64
NC_042103	61
NC_042104	48
NC_042105	203
NC_042106	83
NC_042107	66
NC_042108	81
NC_042109	58
NC_042110	61
NC_042111	60
NC_042112	160
NC_042113	167
NC_042114	28
NC_042115	80
NC_042116	500
NC_042117	55
NC_042118	53
NC_042119	54
NC_042120	89
NC_042121	15
NC_042122	83
NC_042123	87
NC_042124	44
NC_042125	58
NC_042126	58
NC_042127	58
NC_042128	135
NC_042129	249
NC_042130	248
NC_042131	50
NC_042132	71
NC_042133	218
NC_042134	65
NC_042135	54
NC_042136	212
NC_042137	49
NC_042138	257
NC_042139	51
NC_042140	235
NC_042307	138
NC_042308	72
NC_042309	80
NC_042310	82
NC_042311	80
NC_042312	77
NC_042313	108
NC_042314	79
NC_042315	83
NC_042316	199
NC_042317	89
NC_042318	78
NC_042319	83
NC_042320	81
NC_042321	74
NC_042322	191
NC_042323	91
NC_042324	73
NC_042325	91
NC_042326	77
NC_042327	78
NC_042328	77
NC_042329	75
NC_042330	82
NC_042331	77
NC_042332	85
NC_042333	75
NC_042334	71
NC_042335	79
NC_042336	85
NC_042337	81
NC_042338	88
NC_042339	73
NC_042340	72
NC_042341	74
NC_042342	65
NC_042343	63
NC_042344	75
NC_042345	72
NC_042346	62
NC_042348	40
NC_042349	72
NC_042350	38
NC_042351	72
NC_042352	68
NC_042353	63
NC_042354	52
NC_042355	52
NC_042564	31
NC_043027	293
NC_043028	13
NC_043029	13
NC_043469	83
NC_043767	82
NC_044940	71
NC_045425	6
NC_047700	46
NC_047701	43
NC_047702	52
NC_047703	42
NC_047704	42
NC_047705	47
NC_047706	39
NC_047707	42
NC_047708	36
NC_047709	52
NC_047710	52
NC_047711	46
NC_047712	266
NC_047713	266
NC_047714	242
NC_047715	195
NC_047716	193
NC_047717	193
NC_047718	196
NC_047719	199
NC_047720	194
NC_047721	202
NC_047722	211
NC_047723	196
NC_047724	215
NC_047725	214
NC_047726	215
NC_047727	212
NC_047728	211
NC_047729	200
NC_047730	202
NC_047731	194
NC_047732	200
NC_047733	199
NC_047734	202
NC_047735	215
NC_047736	258
NC_047737	47
NC_047738	49
NC_047739	125
NC_047740	64
NC_047741	46
NC_047742	61
NC_047743	43
NC_047744	217
NC_047745	182
NC_047746	48
NC_047747	46
NC_047748	50
NC_047749	144
NC_047750	51
NC_047751	48
NC_047752	47
NC_047753	46
NC_047754	147
NC_047755	43
NC_047756	114
NC_047757	110
NC_047758	52
NC_047759	51
NC_047760	114
NC_047761	44
NC_047762	47
NC_047763	45
NC_047764	102
NC_047765	12
NC_047766	43
NC_047767	191
NC_047768	51
NC_047769	47
NC_047770	269
NC_047771	41
NC_047772	45
NC_047773	43
NC_047774	44
NC_047775	48
NC_047776	251
NC_047777	49
NC_047778	45
NC_047779	51
NC_047780	43
NC_047781	46
NC_047782	43
NC_047783	52
NC_047784	77
NC_047785	78
NC_047786	72
NC_047787	46
NC_047788	20
NC_047789	47
NC_047790	47
NC_047791	75
NC_047792	49
NC_047793	48
NC_047794	48
NC_047795	48
NC_047796	196
NC_047797	46
NC_047798	42
NC_047799	40
NC_047800	53
NC_047801	47
NC_047802	53
NC_047803	44
NC_047804	40
NC_047805	48
NC_047806	53
NC_047807	50
NC_047808	44
NC_047809	42
NC_047810	64
NC_047811	49
NC_047812	62
NC_047813	21
NC_047814	20
NC_047815	327
NC_047816	45
NC_047817	45
NC_047818	43
NC_047819	44
NC_047820	72
NC_047821	44
NC_047822	155
NC_047823	81
NC_047824	67
NC_047825	80
NC_047826	47
NC_047827	47
NC_047828	73
NC_047829	43
NC_047830	74
NC_047831	41
NC_047832	40
NC_047833	41
NC_047834	47
NC_047835	168
NC_047836	48
NC_047837	16
NC_047838	238
NC_047839	179
NC_047840	50
NC_047841	73
NC_047842	44
NC_047843	41
NC_047844	44
NC_047845	48
NC_047846	50
NC_047847	68
NC_047848	73
NC_047849	48
NC_047850	73
NC_047851	63
NC_047852	49
NC_047853	198
NC_047854	36
NC_047855	18
NC_047856	38
NC_047857	49
NC_047858	51
NC_047859	172
NC_047860	47
NC_047861	123
NC_047862	57
NC_047863	80
NC_047864	42
NC_047865	48
NC_047866	49
NC_047867	42
NC_047868	56
NC_047869	50
NC_047870	55
NC_047871	192
NC_047872	188
NC_047873	45
NC_047874	44
NC_047875	65
NC_047876	75
NC_047877	76
NC_047878	75
NC_047879	74
NC_047880	329
NC_047881	164
NC_047882	151
NC_047883	48
NC_047884	181
NC_047885	176
NC_047886	45
NC_047887	142
NC_047888	48
NC_047889	53
NC_047890	49
NC_047891	84
NC_047892	91
NC_047893	69
NC_047894	42
NC_047895	49
NC_047896	46
NC_047897	126
NC_047898	78
NC_047899	46
NC_047900	207
NC_047901	203
NC_047902	111
NC_047903	51
NC_047904	56
NC_047905	49
NC_047906	54
NC_047907	76
NC_047908	45
NC_047909	88
NC_047910	73
NC_047911	65
NC_047912	40
NC_047913	52
NC_047914	81
NC_047915	87
NC_047916	85
NC_047917	47
NC_047918	120
NC_047919	19
NC_047920	50
NC_047921	89
NC_047922	50
NC_047923	46
NC_047924	184
NC_047925	123
NC_047926	177
NC_047927	42
NC_047928	15
NC_047929	46
NC_047930	45
NC_047931	114
NC_047932	202
NC_047933	51
NC_047934	46
NC_047935	42
NC_047936	48
NC_047937	46
NC_047938	82
NC_047939	43
NC_047940	44
NC_047941	48
NC_047942	44
NC_047944	56
NC_047945	197
NC_047946	48
NC_047947	83
NC_047948	208
NC_047949	173
NC_047950	170
NC_047951	43
NC_047952	49
NC_047953	51
NC_047954	49
NC_047955	44
NC_047956	47
NC_047957	44
NC_047958	52
NC_047959	77
NC_047960	81
NC_047961	45
NC_047962	89
NC_047963	43
NC_047964	47
NC_047965	50
NC_047966	48
NC_047967	52
NC_047968	42
NC_047969	44
NC_047970	45
NC_047971	40
NC_047972	61
NC_047973	88
NC_047974	76
NC_047975	89
NC_047976	78
NC_047977	138
NC_047978	78
NC_047979	137
NC_047980	44
NC_047981	49
NC_047982	41
NC_047983	62
NC_047984	40
NC_047985	79
NC_047986	72
NC_047987	86
NC_047988	82
NC_047989	77
NC_047990	79
NC_047991	60
NC_047992	63
NC_047993	78
NC_047994	258
NC_047995	339
NC_047996	74
NC_047997	48
NC_047998	77
NC_047999	164
NC_048000	154
NC_048001	152
NC_048002	45
NC_048003	106
NC_048004	46
NC_048005	162
NC_048006	162
NC_048007	163
NC_048008	158
NC_048009	157
NC_048010	164
NC_048011	162
NC_048012	158
NC_048013	155
NC_048014	49
NC_048015	204
NC_048016	279
NC_048017	62
NC_048018	79
NC_048019	67
NC_048020	78
NC_048021	139
NC_048022	40
NC_048023	49
NC_048024	73
NC_048025	43
NC_048026	55
NC_048027	113
NC_048028	112
NC_048029	47
NC_048030	14
NC_048031	31
NC_048032	24
NC_048033	22
NC_048034	36
NC_048035	47
NC_048036	50
NC_048038	52
NC_048039	86
NC_048040	84
NC_048041	155
NC_048042	73
NC_048043	76
NC_048044	73
NC_048045	326
NC_048046	464
NC_048047	527
NC_048048	508
NC_048049	223
NC_048050	44
NC_048051	28
NC_048052	47
NC_048053	324
NC_048054	333
NC_048055	42
NC_048056	51
NC_048057	43
NC_048058	49
NC_048059	49
NC_048060	46
NC_048061	47
NC_048062	163
NC_048063	45
NC_048064	50
NC_048065	79
NC_048066	41
NC_048067	59
NC_048068	89
NC_048069	55
NC_048070	56
NC_048071	46
NC_048072	50
NC_048073	103
NC_048074	155
NC_048075	157
NC_048076	47
NC_048077	328
NC_048078	46
NC_048079	47
NC_048080	155
NC_048081	48
NC_048082	43
NC_048083	89
NC_048084	175
NC_048085	173
NC_048086	141
NC_048087	195
NC_048088	74
NC_048089	157
NC_048090	64
NC_048091	59
NC_048092	56
NC_048093	61
NC_048094	53
NC_048095	58
NC_048096	55
NC_048097	54
NC_048098	61
NC_048099	61
NC_048100	61
NC_048101	53
NC_048102	173
NC_048103	60
NC_048104	85
NC_048105	43
NC_048106	170
NC_048107	20
NC_048108	43
NC_048109	40
NC_048110	160
NC_048111	49
NC_048112	59
NC_048113	57
NC_048114	44
NC_048115	59
NC_048116	46
NC_048117	48
NC_048118	47
NC_048119	52
NC_048120	51
NC_048121	83
NC_048122	85
NC_048123	49
NC_048124	85
NC_048125	80
NC_048126	74
NC_048129	45
NC_048130	46
NC_048131	42
NC_048132	81
NC_048133	30
NC_048134	184
NC_048135	47
NC_048136	44
NC_048137	80
NC_048138	44
NC_048139	118
NC_048140	49
NC_048141	82
NC_048142	46
NC_048143	75
NC_048144	53
NC_048145	160
NC_048146	79
NC_048147	88
NC_048148	49
NC_048149	159
NC_048150	94
NC_048151	159
NC_048152	87
NC_048153	45
NC_048154	52
NC_048155	54
NC_048159	18
NC_048161	46
NC_048162	73
NC_048163	47
NC_048164	44
NC_048165	79
NC_048166	125
NC_048167	47
NC_048168	51
NC_048169	142
NC_048170	246
NC_048171	52
NC_048172	52
NC_048173	239
NC_048174	51
NC_048175	40
NC_048176	191
NC_048177	55
NC_048178	60
NC_048179	74
NC_048180	41
NC_048181	67
NC_048182	281
NC_048183	46
NC_048184	53
NC_048185	74
NC_048186	218
NC_048187	139
NC_048188	136
NC_048189	132
NC_048190	137
NC_048191	137
NC_048192	52
NC_048193	83
NC_048194	104
NC_048195	110
NC_048196	272
NC_048197	74
NC_048198	73
NC_048200	45
NC_048201	46
NC_048202	80
NC_048203	167
NC_048204	77
NC_048205	156
NC_048206	78
NC_048207	85
NC_048208	68
NC_048624	64
NC_048625	52
NC_048626	91
NC_048627	162
NC_048628	63
NC_048629	17
NC_048630	47
NC_048631	50
NC_048632	87
NC_048633	61
NC_048634	63
NC_048635	58
NC_048636	60
NC_048637	157
NC_048638	77
NC_048639	79
NC_048640	71
NC_048641	67
NC_048642	70
NC_048643	75
NC_048644	61
NC_048645	259
NC_048646	270
NC_048647	202
NC_048648	76
NC_048649	80
NC_048650	172
NC_048651	78
NC_048652	225
NC_048653	91
NC_048654	94
NC_048655	75
NC_048656	245
NC_048657	60
NC_048658	45
NC_048659	96
NC_048660	180
NC_048661	23
NC_048662	86
NC_048663	88
NC_048664	130
NC_048665	47
NC_048666	75
NC_048667	38
NC_048668	354
NC_048669	62
NC_048670	77
NC_048671	55
NC_048672	51
NC_048673	398
NC_048674	393
NC_048675	88
NC_048676	91
NC_048677	184
NC_048678	74
NC_048679	72
NC_048680	64
NC_048681	47
NC_048682	229
NC_048683	77
NC_048684	58
NC_048685	57
NC_048686	56
NC_048687	70
NC_048688	59
NC_048689	63
NC_048690	57
NC_048691	55
NC_048692	59
NC_048693	53
NC_048694	260
NC_048695	89
NC_048696	113
NC_048697	90
NC_048698	51
NC_048699	90
NC_048700	89
NC_048701	57
NC_048702	212
NC_048703	90
NC_048704	90
NC_048705	83
NC_048706	63
NC_048707	19
NC_048708	63
NC_048709	188
NC_048710	60
NC_048711	59
NC_048712	25
NC_048713	59
NC_048714	59
NC_048715	61
NC_048716	59
NC_048717	57
NC_048718	57
NC_048719	208
NC_048720	213
NC_048721	229
NC_048722	228
NC_048723	224
NC_048724	228
NC_048725	50
NC_048726	236
NC_048727	73
NC_048728	210
NC_048729	91
NC_048730	225
NC_048731	161
NC_048732	77
NC_048733	45
NC_048734	106
NC_048735	73
NC_048736	204
NC_048737	54
NC_048738	21
NC_048739	22
NC_048740	24
NC_048741	231
NC_048742	217
NC_048743	93
NC_048744	91
NC_048745	90
NC_048746	90
NC_048747	218
NC_048748	174
NC_048749	85
NC_048750	85
NC_048751	115
NC_048752	192
NC_048753	159
NC_048754	183
NC_048755	248
NC_048756	168
NC_048757	159
NC_048758	77
NC_048759	96
NC_048760	162
NC_048761	50
NC_048762	67
NC_048763	71
NC_048764	76
NC_048765	192
NC_048766	81
NC_048767	80
NC_048768	90
NC_048769	204
NC_048770	197
NC_048771	257
NC_048772	210
NC_048773	141
NC_048774	143
NC_048775	140
NC_048776	137
NC_048777	54
NC_048778	51
NC_048779	212
NC_048780	53
NC_048781	165
NC_048782	62
NC_048783	94
NC_048784	68
NC_048785	169
NC_048786	153
NC_048787	56
NC_048788	85
NC_048789	50
NC_048790	54
NC_048791	55
NC_048792	322
NC_048793	83
NC_048794	161
NC_048795	162
NC_048796	107
NC_048797	227
NC_048798	246
NC_048799	76
NC_048800	104
NC_048801	46
NC_048802	246
NC_048803	73
NC_048804	246
NC_048805	75
NC_048806	86
NC_048807	229
NC_048808	164
NC_048809	164
NC_048810	89
NC_048811	158
NC_048812	84
NC_048813	80
NC_048814	81
NC_048815	82
NC_048816	81
NC_048817	83
NC_048818	156
NC_048819	161
NC_048820	90
NC_048821	214
NC_048822	84
NC_048823	84
NC_048824	103
NC_048825	83
NC_048826	84
NC_048827	183
NC_048828	234
NC_048829	46
NC_048830	46
NC_048831	55
NC_048832	55
NC_048833	56
NC_048834	51
NC_048835	57
NC_048836	57
NC_048837	53
NC_048838	52
NC_048839	57
NC_048840	57
NC_048841	54
NC_048842	56
NC_048843	54
NC_048844	51
NC_048845	71
NC_048846	62
NC_048847	145
NC_048848	47
NC_048849	261
NC_048850	83
NC_048851	91
NC_048852	174
NC_048853	171
NC_048854	69
NC_048855	172
NC_048856	170
NC_048857	178
NC_048858	24
NC_048859	24
NC_048860	45
NC_048861	128
NC_048862	15
NC_048863	69
NC_048864	74
NC_048865	152
NC_048866	156
NC_048867	161
NC_048868	161
NC_048869	164
NC_048870	165
NC_048871	166
NC_048872	165
NC_048873	244
NC_048874	5
NC_048875	85
NC_048876	78
NC_048877	52
NC_048878	63
NC_048892	89
NC_049340	283
NC_049341	48
NC_049342	55
NC_049343	47
NC_049344	57
NC_049345	78
NC_049346	43
NC_049347	48
NC_049348	55
NC_049349	51
NC_049350	89
NC_049351	43
NC_049352	51
NC_049353	47
NC_049354	41
NC_049355	45
NC_049356	49
NC_049357	47
NC_049358	50
NC_049359	47
NC_049360	47
NC_049361	52
