ID	Nucleic_acid
NC_051680	DNA
NC_051596	DNA
NC_051652	DNA
NC_051663	DNA
NC_051669	DNA
NC_051689	DNA
NC_051703	DNA
NC_051710	DNA
NC_051661	DNA
NC_051587	DNA
NC_051676	DNA
NC_051639	DNA
NC_051593	DNA
NC_051691	DNA
NC_051633	DNA
NC_051583	DNA
NC_051683	DNA
NC_051678	DNA
NC_048135	DNA
NC_051585	DNA
NC_051657	DNA
NC_051626	DNA
NC_051718	DNA
NC_051720	DNA
NC_051589	DNA
NC_047938	DNA
NC_051699	DNA
NC_051701	DNA
NC_051619	DNA
NC_051624	DNA
NC_051625	DNA
NC_051645	DNA
NC_051697	DNA
NC_051714	DNA
NC_051656	DNA
NC_051592	DNA
NC_043767	DNA
NC_051667	DNA
NC_051700	DNA
NC_051679	DNA
NC_051649	DNA
NC_051739	DNA
NC_051618	DNA
NC_051608	DNA
NC_051738	DNA
NC_051629	DNA
NC_051630	DNA
NC_051631	DNA
NC_049456	DNA
NC_051670	DNA
NC_051690	DNA
NC_051582	DNA
NC_051623	DNA
NC_051600	DNA
NC_051659	DNA
NC_051671	DNA
NC_051684	DNA
NC_051685	DNA
NC_051715	DNA
NC_051729	DNA
NC_051635	DNA
NC_051642	DNA
NC_051648	DNA
NC_051651	DNA
NC_051655	DNA
NC_051712	DNA
NC_051584	DNA
NC_051728	DNA
NC_051581	DNA
NC_051586	DNA
NC_051666	DNA
NC_049496	DNA
NC_049497	DNA
NC_049495	DNA
NC_051677	DNA
NC_051637	DNA
NC_051590	DNA
NC_051603	DNA
NC_051727	DNA
NC_049341	DNA
NC_049342	DNA
NC_049343	DNA
NC_049344	DNA
NC_051716	DNA
NC_051650	DNA
NC_051622	DNA
NC_051617	DNA
NC_051730	DNA
NC_051723	DNA
NC_051609	DNA
NC_051662	DNA
NC_051668	DNA
NC_051687	DNA
NC_051688	DNA
NC_051705	DNA
NC_051708	DNA
NC_051644	DNA
NC_051658	DNA
NC_003663	DNA
NC_001611	DNA
NC_027213	DNA
NC_005336	DNA
NC_002188	DNA
NC_024447	DNA
NC_004002	DNA
NC_001266	DNA
NC_001132	DNA
NC_003389	DNA
NC_001731	DNA
NC_021248	DNA
NC_038921	DNA
NC_038931	DNA
NC_005946	DNA
NC_001659	DNA
NC_044941	DNA
NC_044943	DNA
NC_044945	DNA
NC_044946	DNA
NC_044947	DNA
NC_044955	DNA
NC_044959	DNA
NC_000852	DNA
NC_001876	DNA
NC_001734	DNA
NC_001421	DNA
NC_000867	DNA
NC_005856	DNA
NC_001895	DNA
NC_041848	DNA
NC_001609	DNA
NC_050152	DNA
NC_043027	DNA
NC_011421	DNA
NC_019457	DNA
NC_001697	DNA
NC_005345	DNA
NC_011103	DNA
NC_042564	DNA
NC_005178	DNA
NC_001416	DNA
NC_021190	DNA
NC_004167	DNA
NC_048631	DNA
NC_001978	DNA
NC_004166	DNA
NC_005859	DNA
NC_000924	DNA
NC_019414	DNA
NC_002166	DNA
NC_001825	DNA
NC_042114	DNA
NC_008720	DNA
NC_049976	DNA
NC_002371	DNA
NC_011048	DNA
NC_001423	DNA
NC_003298	DNA
NC_047864	DNA
NC_001604	DNA
NC_005344	DNA
NC_004165	DNA
NC_007581	DNA
NC_002649	DNA
NC_009554	DNA
NC_004615	DNA
NC_005822	DNA
NC_005294	DNA
NC_005340	DNA
NC_000896	DNA
NC_004105	DNA
NC_002520	DNA
NC_043363	DNA
NC_043364	DNA
NC_043365	DNA
NC_043366	DNA
NC_009799	DNA
NC_001900	DNA
NC_008291	DNA
NC_003391	DNA
NC_031033	DNA
NC_025419	DNA
NC_002484	DNA
NC_001706	DNA
NC_002796	DNA
NC_001335	DNA
NC_003345	DNA
NC_002515	DNA
NC_002703	DNA
NC_038334	DNA
NC_003278	DNA
NC_028700	DNA
NC_002747	DNA
NC_027979	DNA
NC_001629	DNA
NC_001824	DNA
NC_019456	DNA
NC_002167	DNA
NC_002687	DNA
NC_028107	DNA
NC_006144	DNA
NC_028103	DNA
NC_005179	DNA
NC_022757	DNA
NC_011183	DNA
NC_043093	DNA
NC_049346	DNA
NC_003216	DNA
NC_009810	DNA
NC_009811	DNA
NC_001901	DNA
NC_001958	DNA
NC_044937	DNA
NC_004302	DNA
NC_005309	DNA
NC_002702	DNA
NC_008515	DNA
NC_023744	DNA
NC_001447	DNA
NC_043233	DNA
NC_043234	DNA
NC_009898	DNA
NC_030792	DNA
NC_011534	DNA
NC_044936	DNA
NC_003085	DNA
NC_005066	DNA
NC_004112	DNA
NC_043237	DNA
NC_043239	DNA
NC_043240	DNA
NC_043241	DNA
NC_004305	DNA
NC_009526	DNA
NC_007021	DNA
NC_007047	DNA
NC_003444	DNA
NC_018856	DNA
NC_015274	DNA
NC_007050	DNA
NC_023426	DNA
NC_001909	DNA
NC_000872	DNA
NC_021857	DNA
NC_027983	DNA
NC_001884	DNA
NC_032111	DNA
NC_000935	DNA
NC_027705	DNA
NC_015780	DNA
NC_025448	DNA
NC_003313	DNA
NC_002321	DNA
NC_024451	DNA
NC_000871	DNA
NC_020197	DNA
NC_005083	DNA
NC_001942	DNA
NC_001902	DNA
NC_005282	DNA
NC_035619	DNA
NC_002214	DNA
NC_001993	DNA
NC_043235	DNA
NC_043236	DNA
NC_017940	DNA
NC_004303	DNA
NC_003387	DNA
NC_002072	DNA
NC_000902	DNA
NC_038553	DNA
NC_011222	DNA
NC_028461	DNA
NC_038507	DNA
NC_006949	DNA
NC_003356	DNA
NC_003288	DNA
NC_011202	DNA
NC_011203	DNA
NC_043454	DNA
NC_043455	DNA
NC_043456	DNA
NC_043457	DNA
NC_043458	DNA
NC_043459	DNA
NC_043460	DNA
NC_043461	DNA
NC_043462	DNA
NC_043463	DNA
NC_043464	DNA
NC_043465	DNA
NC_001271	DNA
NC_020074	DNA
NC_002185	DNA
NC_008361	DNA
NC_002501	DNA
NC_004066	DNA
NC_002513	DNA
NC_004037	DNA
NC_004084	DNA
NC_005135	DNA
NC_007023	DNA
NC_021529	DNA
NC_003050	DNA
NC_007914	DNA
NC_007918	DNA
NC_002486	DNA
NC_013804	DNA
NC_005337	DNA
NC_001460	DNA
NC_000942	DNA
NC_003266	DNA
NC_001454	DNA
NC_010956	DNA
NC_001813	DNA
NC_002661	DNA
NC_002685	DNA
NC_002642	DNA
NC_002519	DNA
NC_048892	DNA
NC_005355	DNA
NC_010179	DNA
NC_005354	DNA
NC_007501	DNA
NC_002656	DNA
NC_004735	DNA
NC_043214	DNA
NC_043215	DNA
NC_003390	DNA
NC_002670	DNA
NC_002666	DNA
NC_002667	DNA
NC_002668	DNA
NC_002669	DNA
NC_002671	DNA
NC_006548	DNA
NC_002730	DNA
NC_003315	DNA
NC_004087	DNA
NC_004086	DNA
NC_004996	DNA
NC_011335	DNA
NC_043216	DNA
NC_043217	DNA
NC_003219	DNA
NC_003220	DNA
NC_031038	DNA
NC_004629	DNA
NC_003291	DNA
NC_005069	DNA
NC_021221	DNA
NC_038332	DNA
NC_004348	DNA
NC_003157	DNA
NC_002628	DNA
NC_004313	DNA
NC_003214	DNA
NC_003038	DNA
NC_003324	DNA
NC_003494	DNA
NC_003309	DNA
NC_007346	DNA
NC_004616	DNA
NC_004617	DNA
NC_008152	DNA
NC_035188	DNA
NC_004466	DNA
NC_009989	DNA
NC_001720	DNA
NC_015323	DNA
NC_000899	DNA
NC_014969	DNA
NC_003524	DNA
NC_005357	DNA
NC_003907	DNA
NC_004913	DNA
NC_004914	DNA
NC_004831	DNA
NC_004813	DNA
NC_004665	DNA
NC_038508	DNA
NC_010821	DNA
NC_004678	DNA
NC_004679	DNA
NC_005045	DNA
NC_004680	DNA
NC_004681	DNA
NC_004682	DNA
NC_004683	DNA
NC_004684	DNA
NC_004685	DNA
NC_004686	DNA
NC_004687	DNA
NC_004688	DNA
NC_004689	DNA
NC_004456	DNA
NC_021856	DNA
NC_004333	DNA
NC_014649	DNA
NC_005259	DNA
NC_008370	DNA
NC_049349	DNA
NC_008371	DNA
NC_049348	DNA
NC_049347	DNA
NC_004775	DNA
NC_007053	DNA
NC_005841	DNA
NC_005880	DNA
NC_004927	DNA
NC_004664	DNA
NC_005260	DNA
NC_004777	DNA
NC_004745	DNA
NC_004827	DNA
NC_004814	DNA
NC_043242	DNA
NC_043243	DNA
NC_043244	DNA
NC_043245	DNA
NC_043246	DNA
NC_043247	DNA
NC_043248	DNA
NC_043249	DNA
NC_043250	DNA
NC_043251	DNA
NC_043252	DNA
NC_043253	DNA
NC_043254	DNA
NC_043255	DNA
NC_043256	DNA
NC_043257	DNA
NC_004902	DNA
NC_008208	DNA
NC_006936	DNA
NC_005830	DNA
NC_005258	DNA
NC_006820	DNA
NC_022563	DNA
NC_005262	DNA
NC_005091	DNA
NC_005263	DNA
NC_001338	DNA
NC_005265	DNA
NC_009540	DNA
NC_005361	DNA
NC_021312	DNA
NC_042024	DNA
NC_049809	DNA
NC_049943	DNA
NC_005284	DNA
NC_005857	DNA
NC_005902	DNA
NC_005360	DNA
NC_005356	DNA
NC_009877	DNA
NC_009878	DNA
NC_015251	DNA
NC_005879	DNA
NC_005342	DNA
NC_009233	DNA
NC_005891	DNA
NC_009016	DNA
NC_009231	DNA
NC_006549	DNA
NC_005882	DNA
NC_005832	DNA
NC_006883	DNA
NC_006884	DNA
NC_006882	DNA
NC_005892	DNA
NC_005872	DNA
NC_005884	DNA
NC_007623	DNA
NC_015250	DNA
NC_005887	DNA
NC_005893	DNA
NC_005885	DNA
NC_006938	DNA
NC_005886	DNA
NC_006552	DNA
NC_005964	DNA
NC_006268	DNA
NC_028900	DNA
NC_007066	DNA
NC_006556	DNA
NC_006940	DNA
NC_006557	DNA
NC_006356	DNA
NC_022989	DNA
NC_006565	DNA
NC_009884	DNA
NC_006966	DNA
NC_007019	DNA
NC_006945	DNA
NC_029080	DNA
NC_009965	DNA
NC_006953	DNA
NC_006879	DNA
NC_007409	DNA
NC_007451	DNA
NC_016434	DNA
NC_007917	DNA
NC_007045	DNA
NC_007046	DNA
NC_007048	DNA
NC_007049	DNA
NC_007051	DNA
NC_007052	DNA
NC_007054	DNA
NC_007055	DNA
NC_007056	DNA
NC_007057	DNA
NC_007058	DNA
NC_007059	DNA
NC_007060	DNA
NC_007061	DNA
NC_007062	DNA
NC_007063	DNA
NC_007064	DNA
NC_007065	DNA
NC_007022	DNA
NC_008724	DNA
NC_007024	DNA
NC_008798	DNA
NC_008799	DNA
NC_007217	DNA
NC_044938	DNA
NC_008518	DNA
NC_007709	DNA
NC_014467	DNA
NC_011802	DNA
NC_007149	DNA
NC_007610	DNA
NC_009812	DNA
NC_009813	DNA
NC_009814	DNA
NC_009815	DNA
NC_016163	DNA
NC_007710	DNA
NC_007145	DNA
NC_013055	DNA
NC_028238	DNA
NC_009643	DNA
NC_011551	DNA
NC_008562	DNA
NC_008193	DNA
NC_007804	DNA
NC_007456	DNA
NC_007636	DNA
NC_007637	DNA
NC_023615	DNA
NC_008187	DNA
NC_023611	DNA
NC_007814	DNA
NC_010155	DNA
NC_010152	DNA
NC_010153	DNA
NC_010154	DNA
NC_007805	DNA
NC_007806	DNA
NC_007807	DNA
NC_007808	DNA
NC_007809	DNA
NC_007810	DNA
NC_042060	DNA
NC_007458	DNA
NC_011976	DNA
NC_007497	DNA
NC_043130	DNA
NC_004746	DNA
NC_007603	DNA
NC_007734	DNA
NC_008689	DNA
NC_007924	DNA
NC_008376	DNA
NC_008694	DNA
NC_007967	DNA
NC_012884	DNA
NC_007902	DNA
NC_008194	DNA
NC_008207	DNA
NC_008203	DNA
NC_008195	DNA
NC_008202	DNA
NC_008197	DNA
NC_008198	DNA
NC_008200	DNA
NC_008205	DNA
NC_008199	DNA
NC_008204	DNA
NC_008206	DNA
NC_043129	DNA
NC_018853	DNA
NC_009541	DNA
NC_008201	DNA
NC_003027	DNA
NC_004003	DNA
NC_008464	DNA
NC_010147	DNA
NC_043092	DNA
NC_009899	DNA
NC_020878	DNA
NC_020874	DNA
NC_008296	DNA
NC_008364	DNA
NC_009816	DNA
NC_009935	DNA
NC_009936	DNA
NC_008583	DNA
NC_028913	DNA
NC_008617	DNA
NC_028864	DNA
NC_009817	DNA
NC_008717	DNA
NC_043094	DNA
NC_009542	DNA
NC_009737	DNA
NC_008265	DNA
NC_009818	DNA
NC_008722	DNA
NC_011041	DNA
NC_008723	DNA
NC_008603	DNA
NC_008367	DNA
NC_043178	DNA
NC_009819	DNA
NC_030652	DNA
NC_009382	DNA
NC_008584	DNA
NC_008721	DNA
NC_028113	DNA
NC_009514	DNA
NC_008695	DNA
NC_009015	DNA
NC_009014	DNA
NC_009018	DNA
NC_010495	DNA
NC_009232	DNA
NC_022754	DNA
NC_022752	DNA
NC_009597	DNA
NC_011344	DNA
NC_009235	DNA
NC_009236	DNA
NC_009234	DNA
NC_009237	DNA
NC_019768	DNA
NC_019769	DNA
NC_019767	DNA
NC_022751	DNA
NC_009447	DNA
NC_009452	DNA
NC_009531	DNA
NC_027982	DNA
NC_009820	DNA
NC_009551	DNA
NC_009904	DNA
NC_044956	DNA
NC_044957	DNA
NC_015282	DNA
NC_015279	DNA
NC_015288	DNA
NC_015283	DNA
NC_016657	DNA
NC_016656	DNA
NC_015285	DNA
NC_009761	DNA
NC_009762	DNA
NC_009763	DNA
NC_015281	DNA
NC_015286	DNA
NC_015289	DNA
NC_015287	DNA
NC_015290	DNA
NC_016659	DNA
NC_016658	DNA
NC_015284	DNA
NC_015280	DNA
NC_009603	DNA
NC_009604	DNA
NC_009552	DNA
NC_009821	DNA
NC_010106	DNA
NC_027119	DNA
NC_028094	DNA
NC_009760	DNA
NC_009986	DNA
NC_011217	DNA
NC_010353	DNA
NC_029031	DNA
NC_010116	DNA
NC_009803	DNA
NC_009804	DNA
NC_010355	DNA
NC_009990	DNA
NC_009543	DNA
NC_009875	DNA
NC_010576	DNA
NC_011105	DNA
NC_009993	DNA
NC_042057	DNA
NC_019455	DNA
NC_010325	DNA
NC_010326	DNA
NC_010808	DNA
NC_010237	DNA
NC_010324	DNA
NC_012697	DNA
NC_012696	DNA
NC_010583	DNA
NC_011646	DNA
NC_010275	DNA
NC_011046	DNA
NC_011107	DNA
NC_011104	DNA
NC_010342	DNA
NC_010363	DNA
NC_011373	DNA
NC_015454	DNA
NC_015453	DNA
NC_011613	DNA
NC_011611	DNA
NC_034382	DNA
NC_019449	DNA
NC_010537	DNA
NC_011523	DNA
NC_047728	DNA
NC_011085	DNA
NC_010807	DNA
NC_011040	DNA
NC_011042	DNA
NC_011045	DNA
NC_011043	DNA
NC_011038	DNA
NC_021071	DNA
NC_021559	DNA
NC_020875	DNA
NC_021072	DNA
NC_025375	DNA
NC_010945	DNA
NC_011810	DNA
NC_043179	DNA
NC_012742	DNA
NC_011022	DNA
NC_011020	DNA
NC_011019	DNA
NC_011021	DNA
NC_011023	DNA
NC_039034	DNA
NC_011318	DNA
NC_011044	DNA
NC_011039	DNA
NC_011132	DNA
NC_011054	DNA
NC_011056	DNA
NC_011055	DNA
NC_011271	DNA
NC_011273	DNA
NC_011272	DNA
NC_011269	DNA
NC_011270	DNA
NC_020883	DNA
NC_011165	DNA
NC_011166	DNA
NC_011201	DNA
NC_011142	DNA
NC_033778	DNA
NC_011167	DNA
NC_013085	DNA
NC_011267	DNA
NC_011216	DNA
NC_011811	DNA
NC_011398	DNA
NC_011308	DNA
NC_011291	DNA
NC_011290	DNA
NC_011285	DNA
NC_015466	DNA
NC_011288	DNA
NC_011292	DNA
NC_011287	DNA
NC_011289	DNA
NC_011357	DNA
NC_011356	DNA
NC_011645	DNA
NC_021068	DNA
NC_029067	DNA
NC_021067	DNA
NC_021073	DNA
NC_021070	DNA
NC_012584	DNA
NC_011589	DNA
NC_011614	DNA
NC_011612	DNA
NC_012740	DNA
NC_012749	DNA
NC_011801	DNA
NC_011703	DNA
NC_015272	DNA
NC_011756	DNA
NC_024137	DNA
NC_020485	DNA
NC_013059	DNA
NC_012027	DNA
NC_020872	DNA
NC_003310	DNA
NC_012223	DNA
NC_012419	DNA
NC_012418	DNA
NC_027981	DNA
NC_012530	DNA
NC_013645	DNA
NC_012558	DNA
NC_013693	DNA
NC_030394	DNA
NC_012663	DNA
NC_012662	DNA
NC_013288	DNA
NC_012756	DNA
NC_012743	DNA
NC_013651	DNA
NC_014595	DNA
NC_012753	DNA
NC_012784	DNA
NC_024446	DNA
NC_012959	DNA
NC_013691	DNA
NC_013692	DNA
NC_013021	DNA
NC_022094	DNA
NC_013696	DNA
NC_028689	DNA
NC_042027	DNA
NC_027985	DNA
NC_013697	DNA
NC_013594	DNA
NC_013155	DNA
NC_013152	DNA
NC_013153	DNA
NC_013154	DNA
NC_013195	DNA
NC_015249	DNA
NC_027995	DNA
NC_013599	DNA
NC_013600	DNA
NC_019496	DNA
NC_013646	DNA
NC_013643	DNA
NC_013648	DNA
NC_013644	DNA
NC_013649	DNA
NC_013647	DNA
NC_043405	DNA
NC_013598	DNA
NC_013597	DNA
NC_013936	DNA
NC_019913	DNA
NC_044958	DNA
NC_013698	DNA
NC_031242	DNA
NC_028675	DNA
NC_043695	DNA
NC_043696	DNA
NC_023722	DNA
NC_023694	DNA
NC_023735	DNA
NC_023706	DNA
NC_014637	DNA
NC_013638	DNA
NC_013587	DNA
NC_013588	DNA
NC_013585	DNA
NC_027991	DNA
NC_013756	DNA
NC_015932	DNA
NC_014789	DNA
NC_014260	DNA
NC_027993	DNA
NC_027994	DNA
NC_041897	DNA
NC_041898	DNA
NC_015937	DNA
NC_016567	DNA
NC_043030	DNA
NC_029024	DNA
NC_023748	DNA
NC_014036	DNA
NC_014662	DNA
NC_013758	DNA
NC_025444	DNA
NC_015123	DNA
NC_014900	DNA
NC_027997	DNA
NC_027996	DNA
NC_016895	DNA
NC_027120	DNA
NC_048031	DNA
NC_048032	DNA
NC_048033	DNA
NC_048030	DNA
NC_048034	DNA
NC_015294	DNA
NC_027987	DNA
NC_014229	DNA
NC_019544	DNA
NC_017674	DNA
NC_015463	DNA
NC_015465	DNA
NC_014099	DNA
NC_020837	DNA
NC_021530	DNA
NC_021536	DNA
NC_020838	DNA
NC_020867	DNA
NC_020851	DNA
NC_020856	DNA
NC_020853	DNA
NC_020858	DNA
NC_020862	DNA
NC_020841	DNA
NC_020846	DNA
NC_042037	DNA
NC_021534	DNA
NC_020849	DNA
NC_021558	DNA
NC_020839	DNA
NC_020866	DNA
NC_020863	DNA
NC_025464	DNA
NC_048183	DNA
NC_020852	DNA
NC_021537	DNA
NC_020844	DNA
NC_023841	DNA
NC_020840	DNA
NC_020868	DNA
NC_020848	DNA
NC_020850	DNA
NC_020843	DNA
NC_027990	DNA
NC_020864	DNA
NC_016766	DNA
NC_025461	DNA
NC_048184	DNA
NC_025455	DNA
NC_047733	DNA
NC_020860	DNA
NC_020842	DNA
NC_020869	DNA
NC_019450	DNA
NC_019448	DNA
NC_014661	DNA
NC_014663	DNA
NC_014660	DNA
NC_014322	DNA
NC_014321	DNA
NC_019935	DNA
NC_024474	DNA
NC_015252	DNA
NC_015254	DNA
NC_016563	DNA
NC_018088	DNA
NC_015270	DNA
NC_015253	DNA
NC_015262	DNA
NC_027984	DNA
NC_015271	DNA
NC_020859	DNA
NC_020486	DNA
NC_014457	DNA
NC_014460	DNA
NC_019921	DNA
NC_048624	DNA
NC_024684	DNA
NC_031019	DNA
NC_015293	DNA
NC_014564	DNA
NC_014635	DNA
NC_014636	DNA
NC_014765	DNA
NC_014767	DNA
NC_014766	DNA
NC_019454	DNA
NC_015263	DNA
NC_020835	DNA
NC_016071	DNA
NC_042028	DNA
NC_020865	DNA
NC_020854	DNA
NC_020857	DNA
NC_020847	DNA
NC_020845	DNA
NC_016160	DNA
NC_016158	DNA
NC_027125	DNA
NC_022266	DNA
NC_016164	DNA
NC_015265	DNA
NC_015266	DNA
NC_015273	DNA
NC_023736	DNA
NC_019926	DNA
NC_015295	DNA
NC_015292	DNA
NC_048629	DNA
NC_023688	DNA
NC_049345	DNA
NC_019452	DNA
NC_042058	DNA
NC_023715	DNA
NC_019488	DNA
NC_020855	DNA
NC_021560	DNA
NC_021557	DNA
NC_021561	DNA
NC_016924	DNA
NC_014899	DNA
NC_015464	DNA
NC_028656	DNA
NC_019490	DNA
NC_023700	DNA
NC_014901	DNA
NC_019487	DNA
NC_019549	DNA
NC_019550	DNA
NC_019485	DNA
NC_015264	DNA
NC_024150	DNA
NC_015585	DNA
NC_042029	DNA
NC_047853	DNA
NC_047854	DNA
NC_019932	DNA
NC_019486	DNA
NC_019489	DNA
NC_021864	DNA
NC_023693	DNA
NC_017732	DNA
NC_015269	DNA
NC_015157	DNA
NC_015158	DNA
NC_015159	DNA
NC_020414	DNA
NC_015720	DNA
NC_015210	DNA
NC_019930	DNA
NC_022970	DNA
NC_019934	DNA
NC_019927	DNA
NC_015208	DNA
NC_042112	DNA
NC_016564	DNA
NC_020487	DNA
NC_015225	DNA
NC_028999	DNA
NC_015326	DNA
NC_015456	DNA
NC_015457	DNA
NC_029057	DNA
NC_021783	DNA
NC_027989	DNA
NC_041831	DNA
NC_041832	DNA
NC_041833	DNA
NC_041834	DNA
NC_023009	DNA
NC_021347	DNA
NC_016565	DNA
NC_015569	DNA
NC_047720	DNA
NC_019929	DNA
NC_015568	DNA
NC_028268	DNA
NC_028256	DNA
NC_042327	DNA
NC_042328	DNA
NC_041844	DNA
NC_041983	DNA
NC_041845	DNA
NC_042316	DNA
NC_041846	DNA
NC_042317	DNA
NC_042318	DNA
NC_042319	DNA
NC_042320	DNA
NC_042326	DNA
NC_042321	DNA
NC_042322	DNA
NC_042323	DNA
NC_042324	DNA
NC_042325	DNA
NC_041971	DNA
NC_041987	DNA
NC_041985	DNA
NC_028986	DNA
NC_042308	DNA
NC_042034	DNA
NC_042312	DNA
NC_042309	DNA
NC_042310	DNA
NC_042313	DNA
NC_042032	DNA
NC_042311	DNA
NC_042314	DNA
NC_028942	DNA
NC_042036	DNA
NC_042315	DNA
NC_042033	DNA
NC_028801	DNA
NC_042030	DNA
NC_042035	DNA
NC_042031	DNA
NC_040352	DNA
NC_028906	DNA
NC_015721	DNA
NC_042329	DNA
NC_041847	DNA
NC_041989	DNA
NC_041988	DNA
NC_042330	DNA
NC_015719	DNA
NC_022920	DNA
NC_022918	DNA
NC_042331	DNA
NC_019506	DNA
NC_019508	DNA
NC_048015	DNA
NC_023743	DNA
NC_018087	DNA
NC_023704	DNA
NC_023726	DNA
NC_042332	DNA
NC_018285	DNA
NC_019510	DNA
NC_041978	DNA
NC_019514	DNA
NC_019504	DNA
NC_019500	DNA
NC_023711	DNA
NC_041993	DNA
NC_023738	DNA
NC_015933	DNA
NC_019505	DNA
NC_019503	DNA
NC_015938	DNA
NC_023729	DNA
NC_023724	DNA
NC_023709	DNA
NC_016568	DNA
NC_023689	DNA
NC_023734	DNA
NC_042333	DNA
NC_023731	DNA
NC_023707	DNA
NC_023746	DNA
NC_023710	DNA
NC_041960	DNA
NC_019509	DNA
NC_023721	DNA
NC_023696	DNA
NC_041850	DNA
NC_023714	DNA
NC_023691	DNA
NC_023692	DNA
NC_047867	DNA
NC_023720	DNA
NC_015960	DNA
NC_022087	DNA
NC_041969	DNA
NC_027118	DNA
NC_023730	DNA
NC_023737	DNA
NC_019444	DNA
NC_019443	DNA
NC_016073	DNA
NC_023719	DNA
NC_023708	DNA
NC_023732	DNA
NC_023695	DNA
NC_020416	DNA
NC_041970	DNA
NC_023733	DNA
NC_023725	DNA
NC_023727	DNA
NC_023742	DNA
NC_023716	DNA
NC_041965	DNA
NC_023697	DNA
NC_023739	DNA
NC_023713	DNA
NC_023687	DNA
NC_023690	DNA
NC_023728	DNA
NC_023703	DNA
NC_023686	DNA
NC_042334	DNA
NC_028907	DNA
NC_023702	DNA
NC_023745	DNA
NC_023699	DNA
NC_023712	DNA
NC_023740	DNA
NC_023741	DNA
NC_019501	DNA
NC_027402	DNA
NC_019925	DNA
NC_027298	DNA
NC_016072	DNA
NC_043469	DNA
NC_042336	DNA
NC_027365	DNA
NC_042335	DNA
NC_027925	DNA
NC_016764	DNA
NC_016166	DNA
NC_016770	DNA
NC_016165	DNA
NC_019530	DNA
NC_016435	DNA
NC_016569	DNA
NC_016655	DNA
NC_016652	DNA
NC_016654	DNA
NC_016653	DNA
NC_016650	DNA
NC_016651	DNA
NC_016566	DNA
NC_016562	DNA
NC_025443	DNA
NC_017971	DNA
NC_016763	DNA
NC_016899	DNA
NC_020201	DNA
NC_018277	DNA
NC_048628	DNA
NC_017825	DNA
NC_020077	DNA
NC_019502	DNA
NC_019445	DNA
NC_019442	DNA
NC_016571	DNA
NC_016761	DNA
NC_018264	DNA
NC_047736	DNA
NC_018860	DNA
NC_047735	DNA
NC_017985	DNA
NC_019527	DNA
NC_019525	DNA
NC_019522	DNA
NC_019518	DNA
NC_019523	DNA
NC_016762	DNA
NC_016765	DNA
NC_020080	DNA
NC_029099	DNA
NC_027355	DNA
NC_017981	DNA
NC_016767	DNA
NC_020489	DNA
NC_019517	DNA
NC_018278	DNA
NC_018283	DNA
NC_019446	DNA
NC_019447	DNA
NC_019515	DNA
NC_018452	DNA
NC_018857	DNA
NC_019516	DNA
NC_019528	DNA
NC_018863	DNA
NC_019417	DNA
NC_019400	DNA
NC_019401	DNA
NC_019402	DNA
NC_019398	DNA
NC_019403	DNA
NC_019404	DNA
NC_019399	DNA
NC_019520	DNA
NC_017865	DNA
NC_017864	DNA
NC_020490	DNA
NC_019915	DNA
NC_019914	DNA
NC_019526	DNA
NC_019924	DNA
NC_027980	DNA
NC_019545	DNA
NC_041986	DNA
NC_019724	DNA
NC_019710	DNA
NC_019717	DNA
NC_019714	DNA
NC_019723	DNA
NC_019719	DNA
NC_019711	DNA
NC_019706	DNA
NC_019708	DNA
NC_019704	DNA
NC_019716	DNA
NC_019709	DNA
NC_019705	DNA
NC_019718	DNA
NC_019720	DNA
NC_019715	DNA
NC_019721	DNA
NC_049942	DNA
NC_018846	DNA
NC_019529	DNA
NC_019524	DNA
NC_019521	DNA
NC_025822	DNA
NC_016989	DNA
NC_019512	DNA
NC_017087	DNA
NC_017088	DNA
NC_017089	DNA
NC_017090	DNA
NC_019451	DNA
NC_017976	DNA
NC_018274	DNA
NC_018270	DNA
NC_017972	DNA
NC_041910	DNA
NC_018273	DNA
NC_019519	DNA
NC_041982	DNA
NC_041984	DNA
NC_019540	DNA
NC_025467	DNA
NC_023717	DNA
NC_017974	DNA
NC_017980	DNA
NC_018083	DNA
NC_018084	DNA
NC_019539	DNA
NC_017688	DNA
NC_017695	DNA
NC_017702	DNA
NC_017698	DNA
NC_017696	DNA
NC_020199	DNA
NC_018454	DNA
NC_020488	DNA
NC_018271	DNA
NC_018272	DNA
NC_018275	DNA
NC_018279	DNA
NC_023588	DNA
NC_023698	DNA
NC_023723	DNA
NC_019513	DNA
NC_017968	DNA
NC_020871	DNA
NC_018086	DNA
NC_017975	DNA
NC_042066	DNA
NC_021539	DNA
NC_024375	DNA
NC_021787	DNA
NC_021785	DNA
NC_021775	DNA
NC_042065	DNA
NC_021779	DNA
NC_021780	DNA
NC_042062	DNA
NC_042063	DNA
NC_042064	DNA
NC_021772	DNA
NC_021782	DNA
NC_024359	DNA
NC_047745	DNA
NC_021781	DNA
NC_021774	DNA
NC_017973	DNA
NC_041953	DNA
NC_028770	DNA
NC_028931	DNA
NC_028879	DNA
NC_028809	DNA
NC_018276	DNA
NC_018269	DNA
NC_047939	DNA
NC_047940	DNA
NC_018843	DNA
NC_017983	DNA
NC_017984	DNA
NC_017978	DNA
NC_019933	DNA
NC_020205	DNA
NC_019507	DNA
NC_017979	DNA
NC_025418	DNA
NC_018085	DNA
NC_041852	DNA
NC_021326	DNA
NC_042338	DNA
