ID	CDSs_AUGUSTUS_HUMAN
NC_028655	21
NC_028656	38
NC_028657	60
NC_028658	64
NC_028659	81
NC_028660	36
NC_028661	28
NC_028662	35
NC_028663	63
NC_028664	23
NC_028665	50
NC_028666	10
NC_028667	34
NC_028668	46
NC_028669	16
NC_028670	25
NC_028671	21
NC_028672	110
NC_028673	56
NC_028674	60
NC_028675	10
NC_028676	135
NC_028677	35
NC_028678	45
NC_028679	8
NC_028680	39
NC_028681	64
NC_028682	60
NC_028683	115
NC_028684	9
NC_028685	37
NC_028686	100
NC_028687	50
NC_028688	24
NC_028689	57
NC_028690	57
NC_028691	57
NC_028692	15
NC_028693	5
NC_028694	19
NC_028695	22
NC_028696	21
NC_028697	8
NC_028698	22
NC_028699	29
NC_028700	14
NC_028701	21
NC_028702	28
NC_028742	59
NC_028743	24
NC_028744	53
NC_028745	61
NC_028746	17
NC_028747	42
NC_028748	21
NC_028749	61
NC_028750	116
NC_028751	54
NC_028754	57
NC_028755	131
NC_028757	43
NC_028758	26
NC_028759	57
NC_028760	44
NC_028762	49
NC_028763	4
NC_028764	8
NC_028765	21
NC_028766	19
NC_028767	21
NC_028768	41
NC_028770	60
NC_028772	21
NC_028773	132
NC_028774	42
NC_028775	13
NC_028776	33
NC_028777	31
NC_028778	57
NC_028779	44
NC_028780	77
NC_028782	19
NC_028783	23
NC_028784	48
NC_028785	65
NC_028786	40
NC_028788	26
NC_028789	9
NC_028791	41
NC_028792	52
NC_028794	43
NC_028795	18
NC_028796	48
NC_028798	43
NC_028799	14
NC_028800	20
NC_028801	61
NC_028802	36
NC_028803	64
NC_028804	46
NC_028805	60
NC_028807	32
NC_028808	44
NC_028809	55
NC_028810	50
NC_028812	34
NC_028813	57
NC_028815	42
NC_028816	17
NC_028817	61
NC_028818	46
NC_028819	18
NC_028820	70
NC_028821	13
NC_028822	20
NC_028823	54
NC_028825	35
NC_028826	14
NC_028827	31
NC_028828	43
NC_028829	167
NC_028830	23
NC_028831	41
NC_028832	54
NC_028834	35
NC_028835	21
NC_028836	34
NC_028837	25
NC_028838	7
NC_028840	47
NC_028841	23
NC_028842	47
NC_028843	64
NC_028844	55
NC_028846	57
NC_028847	101
NC_028848	9
NC_028849	49
NC_028850	24
NC_028851	24
NC_028852	47
NC_028853	23
NC_028854	31
NC_028855	20
NC_028856	30
NC_028857	113
NC_028859	15
NC_028860	47
NC_028861	37
NC_028862	14
NC_028863	23
NC_028864	17
NC_028865	59
NC_028869	140
NC_028870	20
NC_028871	18
NC_028872	35
NC_028874	44
NC_028876	104
NC_028877	46
NC_028878	55
NC_028879	31
NC_028880	22
NC_028881	98
NC_028882	84
NC_028883	6
NC_028885	49
NC_028886	17
NC_028887	67
NC_028888	26
NC_028889	53
NC_028890	73
NC_028892	38
NC_028894	97
NC_028895	40
NC_028896	26
NC_028897	39
NC_028898	20
NC_028899	170
NC_028900	9
NC_028901	30
NC_028902	3
NC_028903	32
NC_028904	40
NC_028905	3
NC_028906	68
NC_028907	63
NC_028908	56
NC_028910	49
NC_028911	21
NC_028912	40
NC_028913	20
NC_028914	41
NC_028915	15
NC_028916	13
NC_028917	14
NC_028919	21
NC_028920	50
NC_028922	41
NC_028923	50
NC_028924	2
NC_028925	98
NC_028926	16
NC_028927	80
NC_028928	49
NC_028929	21
NC_028930	32
NC_028931	56
NC_028932	44
NC_028933	24
NC_028934	61
NC_028935	45
NC_028936	51
NC_028937	54
NC_028939	62
NC_028940	64
NC_028941	46
NC_028942	64
NC_028943	19
NC_028944	77
NC_028945	194
NC_028946	49
NC_028947	66
NC_028950	170
NC_028951	6
NC_028952	54
NC_028953	105
NC_028954	30
NC_028955	42
NC_028956	29
NC_028957	95
NC_028958	2
NC_028959	8
NC_028960	46
NC_028961	44
NC_028962	12
NC_028965	51
NC_028966	53
NC_028967	22
NC_028968	57
NC_028969	29
NC_028971	64
NC_028972	40
NC_028974	48
NC_028976	35
NC_028977	23
NC_028978	53
NC_028979	48
NC_028980	50
NC_028982	44
NC_028983	46
NC_028984	13
NC_028986	135
NC_028987	9
NC_028988	34
NC_028990	13
NC_028991	8
NC_028993	2
NC_028994	4
NC_028995	16
NC_028996	3
NC_028997	33
NC_028998	20
NC_028999	218
NC_029000	116
NC_029001	7
NC_029002	37
NC_029003	20
NC_029004	2
NC_029005	52
NC_029006	5
NC_029007	29
NC_029008	15
NC_029009	51
NC_029010	12
NC_029012	5
NC_029013	124
NC_029014	4
NC_029015	21
NC_029016	33
NC_029017	53
NC_029018	45
NC_029019	31
NC_029021	29
NC_029022	5
NC_029023	36
NC_029024	23
NC_029025	19
NC_029026	25
NC_029028	38
NC_029029	30
NC_029030	13
NC_029031	21
NC_029032	20
NC_029033	44
NC_029042	91
NC_029043	45
NC_029044	138
NC_029045	55
NC_029046	50
NC_029047	26
NC_029048	9
NC_029057	42
NC_029058	37
NC_029059	44
NC_029060	43
NC_029061	27
NC_029065	62
NC_029066	47
NC_029067	44
NC_029068	20
NC_029070	26
NC_029071	29
NC_029073	32
NC_029074	42
NC_029075	80
NC_029077	46
NC_029078	6
NC_029079	70
NC_029080	27
NC_029081	12
NC_029083	61
NC_029084	29
NC_029091	102
NC_029092	28
NC_029093	67
NC_029094	30
NC_029097	32
NC_029098	96
NC_029099	43
NC_029100	14
NC_029101	51
NC_029102	19
NC_029104	29
NC_029106	51
NC_029107	34
NC_029116	6
NC_029118	11
NC_029119	39
NC_029120	31
NC_029121	89
NC_030458	3
NC_030472	1
NC_030476	2
NC_030652	13
NC_030694	52
NC_030695	57
NC_030696	93
NC_030698	57
NC_030901	94
NC_030902	36
NC_030903	82
NC_030904	23
NC_030905	50
NC_030906	71
NC_030907	14
NC_030908	33
NC_030909	47
NC_030910	61
NC_030911	43
NC_030912	15
NC_030913	51
NC_030914	58
NC_030915	33
NC_030916	55
NC_030917	87
NC_030918	31
NC_030919	20
NC_030920	78
NC_030921	39
NC_030923	28
NC_030924	57
NC_030925	35
NC_030927	43
NC_030928	29
NC_030929	45
NC_030930	40
NC_030931	41
NC_030932	40
NC_030933	16
NC_030934	42
NC_030935	16
NC_030936	94
NC_030937	27
NC_030939	41
NC_030940	21
NC_030941	44
NC_030942	46
NC_030943	50
NC_030944	55
NC_030945	27
NC_030946	18
NC_030947	4
NC_030948	106
NC_030949	4
NC_030950	4
NC_030951	4
NC_030953	88
NC_031001	56
NC_031002	9
NC_031003	20
NC_031004	38
NC_031005	23
NC_031006	77
NC_031007	153
NC_031008	7
NC_031009	5
NC_031010	164
NC_031011	88
NC_031012	79
NC_031013	14
NC_031014	33
NC_031015	11
NC_031016	13
NC_031017	15
NC_031018	20
NC_031019	21
NC_031020	67
NC_031021	20
NC_031022	50
NC_031023	18
NC_031024	70
NC_031025	23
NC_031026	30
NC_031027	80
NC_031028	9
NC_031029	96
NC_031030	86
NC_031031	53
NC_031032	12
NC_031034	78
NC_031035	56
NC_031036	22
NC_031037	73
NC_031039	58
NC_031040	20
NC_031041	50
NC_031042	43
NC_031043	147
NC_031044	9
NC_031045	97
NC_031046	5
NC_031047	80
NC_031048	30
NC_031049	84
NC_031050	34
NC_031051	13
NC_031052	52
NC_031053	45
NC_031054	76
NC_031055	6
NC_031056	69
NC_031057	136
NC_031058	49
NC_031059	36
NC_031060	55
NC_031061	44
NC_031062	38
NC_031063	50
NC_031064	15
NC_031065	89
NC_031066	22
NC_031067	51
NC_031068	18
NC_031069	21
NC_031070	78
NC_031071	6
NC_031072	43
NC_031073	59
NC_031074	93
NC_031075	8
NC_031076	40
NC_031077	29
NC_031078	29
NC_031080	150
NC_031081	35
NC_031082	33
NC_031084	24
NC_031085	83
NC_031086	9
NC_031087	90
NC_031090	100
NC_031091	44
NC_031092	20
NC_031094	18
NC_031095	95
NC_031096	15
NC_031097	44
NC_031098	24
NC_031099	42
NC_031100	62
NC_031101	22
NC_031102	41
NC_031103	80
NC_031104	49
NC_031107	162
NC_031108	40
NC_031109	48
NC_031110	56
NC_031111	46
NC_031112	54
NC_031113	32
NC_031114	20
NC_031115	16
NC_031116	77
NC_031117	16
NC_031118	44
NC_031119	19
NC_031120	171
NC_031121	9
NC_031122	33
NC_031123	21
NC_031124	56
NC_031125	27
NC_031126	148
NC_031127	157
NC_031128	101
NC_031129	54
NC_031224	29
NC_031226	42
NC_031228	47
NC_031229	57
NC_031230	92
NC_031231	59
NC_031233	44
NC_031234	38
NC_031235	77
NC_031237	45
NC_031238	51
NC_031239	52
NC_031241	17
NC_031242	74
NC_031243	37
NC_031245	93
NC_031246	22
NC_031247	45
NC_031249	43
NC_031250	33
NC_031251	45
NC_031252	48
NC_031253	76
NC_031254	59
NC_031255	43
NC_031256	51
NC_031257	46
NC_031258	22
NC_031260	12
NC_031261	43
NC_031262	50
NC_031263	49
NC_031264	35
NC_031265	43
NC_031266	35
NC_031267	39
NC_031269	46
NC_031271	17
NC_031274	26
NC_031277	48
NC_031279	53
NC_031280	31
NC_031281	35
NC_031900	80
NC_031901	21
NC_031902	63
NC_031903	66
NC_031904	13
NC_031905	29
NC_031906	90
NC_031907	16
NC_031908	22
NC_031909	8
NC_031910	20
NC_031911	7
NC_031912	12
NC_031913	17
NC_031914	12
NC_031915	15
NC_031917	17
NC_031918	24
NC_031919	29
NC_031920	20
NC_031921	29
NC_031922	79
NC_031923	19
NC_031924	26
NC_031925	19
NC_031926	10
NC_031927	71
NC_031928	100
NC_031929	21
NC_031930	47
NC_031931	12
NC_031932	29
NC_031933	60
NC_031934	94
NC_031935	78
NC_031936	45
NC_031937	19
NC_031938	29
NC_031939	41
NC_031940	43
NC_031941	20
NC_031942	20
NC_031943	19
NC_031944	74
NC_031945	29
NC_031946	19
NC_034248	112
NC_041831	7
NC_041832	1
NC_041833	8
NC_041834	3
NC_041844	100
NC_041845	5
NC_041846	71
NC_041847	44
NC_041848	21
NC_041849	43
NC_041850	71
NC_041851	33
NC_041852	49
NC_041853	44
NC_041854	10
NC_041855	50
NC_041856	43
NC_041857	20
NC_041858	29
NC_041859	9
NC_041860	31
NC_041861	31
NC_041862	30
NC_041863	103
NC_041864	95
NC_041865	60
NC_041866	27
NC_041867	24
NC_041868	35
NC_041869	69
NC_041870	61
NC_041871	68
NC_041872	13
NC_041873	31
NC_041874	27
NC_041875	22
NC_041876	34
NC_041877	59
NC_041878	204
NC_041879	34
NC_041880	59
NC_041881	130
NC_041882	40
NC_041883	45
NC_041884	35
NC_041885	31
NC_041886	53
NC_041887	62
NC_041888	42
NC_041889	51
NC_041890	36
NC_041891	37
NC_041892	36
NC_041893	33
NC_041894	35
NC_041895	36
NC_041896	3
NC_041897	21
NC_041898	25
NC_041899	62
NC_041900	32
NC_041901	142
NC_041902	60
NC_041903	60
NC_041904	60
NC_041905	7
NC_041906	26
NC_041907	50
NC_041908	50
NC_041909	27
NC_041910	44
NC_041911	220
NC_041912	21
NC_041913	47
NC_041914	12
NC_041915	11
NC_041916	135
NC_041917	157
NC_041918	38
NC_041919	85
NC_041920	107
NC_041921	73
NC_041922	33
NC_041923	35
NC_041924	19
NC_041925	19
NC_041926	33
NC_041927	112
NC_041928	12
NC_041929	163
NC_041930	49
NC_041931	47
NC_041932	47
NC_041933	48
NC_041934	51
NC_041935	30
NC_041936	116
NC_041937	62
NC_041938	39
NC_041939	37
NC_041940	34
NC_041941	34
NC_041942	40
NC_041943	34
NC_041944	35
NC_041945	36
NC_041946	37
NC_041947	56
NC_041948	37
NC_041949	35
NC_041950	59
NC_041951	34
NC_041952	36
NC_041953	46
NC_041954	18
NC_041955	21
NC_041956	19
NC_041957	15
NC_041958	58
NC_041959	38
NC_041960	32
NC_041961	57
NC_041962	54
NC_041963	29
NC_041964	56
NC_041965	54
NC_041966	20
NC_041967	12
NC_041968	85
NC_041969	36
NC_041970	73
NC_041971	76
NC_041972	165
NC_041973	165
NC_041974	168
NC_041975	170
NC_041976	29
NC_041977	42
NC_041978	48
NC_041979	36
NC_041980	117
NC_041981	121
NC_041982	48
NC_041983	49
NC_041984	40
NC_041985	49
NC_041986	51
NC_041987	75
NC_041988	50
NC_041989	54
NC_041990	103
NC_041991	23
NC_041992	20
NC_041993	143
NC_041994	221
NC_041995	27
NC_041996	91
NC_041997	161
NC_041998	20
NC_041999	50
NC_042000	60
NC_042001	39
NC_042002	39
NC_042003	8
NC_042004	10
NC_042005	7
NC_042006	9
NC_042007	10
NC_042008	93
NC_042009	87
NC_042010	94
NC_042011	83
NC_042012	83
NC_042013	236
NC_042014	47
NC_042015	50
NC_042016	50
NC_042017	35
NC_042018	147
NC_042019	112
NC_042020	27
NC_042021	15
NC_042022	10
NC_042023	17
NC_042024	10
NC_042025	36
NC_042027	73
NC_042028	18
NC_042029	35
NC_042030	48
NC_042031	56
NC_042032	61
NC_042033	52
NC_042034	54
NC_042035	57
NC_042036	39
NC_042037	29
NC_042038	24
NC_042039	79
NC_042040	66
NC_042041	28
NC_042042	35
NC_042043	39
NC_042044	77
NC_042045	52
NC_042046	28
NC_042047	106
NC_042048	34
NC_042049	30
NC_042050	58
NC_042051	37
NC_042052	37
NC_042053	63
NC_042054	44
NC_042055	42
NC_042056	162
NC_042057	27
NC_042058	42
NC_042060	113
NC_042061	104
NC_042062	22
NC_042063	6
NC_042064	1
NC_042065	22
NC_042066	33
NC_042067	118
NC_042068	3
NC_042069	2
NC_042070	3
NC_042071	4
NC_042072	4
NC_042073	3
NC_042074	37
NC_042075	36
NC_042076	37
NC_042077	82
NC_042078	77
NC_042079	66
NC_042080	62
NC_042081	118
NC_042082	97
NC_042083	11
NC_042084	24
NC_042085	40
NC_042086	41
NC_042087	37
NC_042088	36
NC_042089	32
NC_042090	29
NC_042091	102
NC_042092	55
NC_042093	52
NC_042094	46
NC_042095	44
NC_042096	32
NC_042097	32
NC_042098	173
NC_042099	33
NC_042100	128
NC_042101	13
NC_042102	43
NC_042103	31
NC_042104	27
NC_042105	99
NC_042106	54
NC_042107	29
NC_042108	56
NC_042109	37
NC_042110	39
NC_042111	41
NC_042112	4
NC_042113	64
NC_042114	8
NC_042115	51
NC_042116	125
NC_042117	38
NC_042118	34
NC_042119	32
NC_042120	35
NC_042121	5
NC_042122	36
NC_042123	55
NC_042124	12
NC_042125	14
NC_042126	14
NC_042127	14
NC_042128	69
NC_042129	81
NC_042130	80
NC_042131	14
NC_042132	56
NC_042133	63
NC_042134	12
NC_042135	29
NC_042136	125
NC_042137	25
NC_042138	118
NC_042139	37
NC_042140	72
NC_042307	33
NC_042308	43
NC_042309	46
NC_042310	44
NC_042311	44
NC_042312	43
NC_042313	63
NC_042314	48
NC_042315	47
NC_042316	102
NC_042317	53
NC_042318	42
NC_042319	49
NC_042320	47
NC_042321	42
NC_042322	103
NC_042323	53
NC_042324	48
NC_042325	56
NC_042326	54
NC_042327	51
NC_042328	41
NC_042329	46
NC_042330	47
NC_042331	44
NC_042332	59
NC_042333	40
NC_042334	39
NC_042335	45
NC_042336	46
NC_042337	45
NC_042338	53
NC_042339	45
NC_042340	47
NC_042341	45
NC_042342	46
NC_042343	20
NC_042344	50
NC_042345	48
NC_042346	20
NC_042348	33
NC_042349	43
NC_042350	26
NC_042351	45
NC_042352	51
NC_042353	50
NC_042354	17
NC_042355	17
NC_042564	5
NC_043027	63
NC_043028	8
NC_043029	8
NC_043469	35
NC_043767	57
NC_044940	26
NC_045425	2
NC_047700	25
NC_047701	5
NC_047702	4
NC_047703	6
NC_047704	14
NC_047705	7
NC_047706	20
NC_047707	29
NC_047708	22
NC_047709	19
NC_047710	13
NC_047711	8
NC_047712	82
NC_047713	77
NC_047714	72
NC_047715	66
NC_047716	63
NC_047717	62
NC_047718	67
NC_047719	69
NC_047720	28
NC_047721	23
NC_047722	27
NC_047723	25
NC_047724	28
NC_047725	26
NC_047726	27
NC_047727	27
NC_047728	27
NC_047729	27
NC_047730	25
NC_047731	27
NC_047732	22
NC_047733	84
NC_047734	83
NC_047735	65
NC_047736	63
NC_047737	20
NC_047738	30
NC_047739	31
NC_047740	24
NC_047741	21
NC_047742	47
NC_047743	28
NC_047744	89
NC_047745	31
NC_047746	18
NC_047747	28
NC_047748	22
NC_047749	44
NC_047750	21
NC_047751	30
NC_047752	31
NC_047753	21
NC_047754	47
NC_047755	20
NC_047756	79
NC_047757	71
NC_047758	20
NC_047759	24
NC_047760	33
NC_047761	17
NC_047762	26
NC_047763	18
NC_047764	36
NC_047765	7
NC_047766	22
NC_047767	20
NC_047768	28
NC_047769	14
NC_047770	68
NC_047771	20
NC_047772	21
NC_047773	23
NC_047774	20
NC_047775	27
NC_047776	61
NC_047777	18
NC_047778	17
NC_047779	19
NC_047780	21
NC_047781	20
NC_047782	23
NC_047783	20
NC_047784	42
NC_047785	28
NC_047786	32
NC_047787	17
NC_047788	6
NC_047789	24
NC_047790	12
NC_047791	30
NC_047792	35
NC_047793	34
NC_047794	33
NC_047795	32
NC_047796	46
NC_047797	20
NC_047798	24
NC_047799	21
NC_047800	33
NC_047801	19
NC_047802	16
NC_047803	18
NC_047804	31
NC_047805	15
NC_047806	16
NC_047807	19
NC_047808	21
NC_047809	13
NC_047810	27
NC_047811	23
NC_047812	25
NC_047813	9
NC_047814	6
NC_047815	150
NC_047816	25
NC_047817	27
NC_047818	23
NC_047819	17
NC_047820	29
NC_047821	14
NC_047822	50
NC_047823	32
NC_047824	29
NC_047825	45
NC_047826	28
NC_047827	28
NC_047828	25
NC_047829	15
NC_047830	26
NC_047831	12
NC_047832	13
NC_047833	27
NC_047834	14
NC_047835	49
NC_047836	11
NC_047837	4
NC_047838	96
NC_047839	32
NC_047840	32
NC_047841	41
NC_047842	21
NC_047843	20
NC_047844	21
NC_047845	29
NC_047846	27
NC_047847	20
NC_047848	27
NC_047849	22
NC_047850	39
NC_047851	39
NC_047852	32
NC_047853	31
NC_047854	20
NC_047855	6
NC_047856	18
NC_047857	19
NC_047858	8
NC_047859	44
NC_047860	28
NC_047861	83
NC_047862	41
NC_047863	26
NC_047864	19
NC_047865	32
NC_047866	30
NC_047867	19
NC_047868	21
NC_047869	20
NC_047870	19
NC_047871	29
NC_047872	31
NC_047873	27
NC_047874	27
NC_047875	21
NC_047876	45
NC_047877	47
NC_047878	43
NC_047879	46
NC_047880	150
NC_047881	49
NC_047882	35
NC_047883	9
NC_047884	61
NC_047885	53
NC_047886	11
NC_047887	29
NC_047888	25
NC_047889	14
NC_047890	17
NC_047891	49
NC_047892	54
NC_047893	21
NC_047894	23
NC_047895	20
NC_047896	9
NC_047897	36
NC_047898	33
NC_047899	18
NC_047900	97
NC_047901	100
NC_047902	79
NC_047903	15
NC_047904	36
NC_047905	31
NC_047906	30
NC_047907	40
NC_047908	15
NC_047909	60
NC_047910	45
NC_047911	44
NC_047912	26
NC_047913	30
NC_047914	53
NC_047915	47
NC_047916	44
NC_047917	18
NC_047918	48
NC_047919	4
NC_047920	18
NC_047921	56
NC_047922	29
NC_047923	23
NC_047924	47
NC_047925	35
NC_047926	46
NC_047927	20
NC_047928	9
NC_047929	17
NC_047930	31
NC_047931	45
NC_047932	97
NC_047933	29
NC_047934	13
NC_047935	12
NC_047936	13
NC_047937	13
NC_047938	26
NC_047939	17
NC_047940	15
NC_047941	8
NC_047942	26
NC_047944	18
NC_047945	28
NC_047946	27
NC_047947	30
NC_047948	28
NC_047949	39
NC_047950	46
NC_047951	23
NC_047952	34
NC_047953	33
NC_047954	28
NC_047955	30
NC_047956	30
NC_047957	28
NC_047958	29
NC_047959	28
NC_047960	41
NC_047961	17
NC_047962	44
NC_047963	16
NC_047964	27
NC_047965	29
NC_047966	23
NC_047967	35
NC_047968	20
NC_047969	21
NC_047970	21
NC_047971	21
NC_047972	45
NC_047973	58
NC_047974	53
NC_047975	60
NC_047976	53
NC_047977	93
NC_047978	31
NC_047979	37
NC_047980	19
NC_047981	34
NC_047982	26
NC_047983	26
NC_047984	22
NC_047985	37
NC_047986	55
NC_047987	61
NC_047988	56
NC_047989	59
NC_047990	55
NC_047991	43
NC_047992	46
NC_047993	54
NC_047994	67
NC_047995	199
NC_047996	29
NC_047997	28
NC_047998	27
NC_047999	60
NC_048000	57
NC_048001	48
NC_048002	20
NC_048003	50
NC_048004	24
NC_048005	51
NC_048006	61
NC_048007	55
NC_048008	53
NC_048009	46
NC_048010	59
NC_048011	61
NC_048012	56
NC_048013	52
NC_048014	20
NC_048015	58
NC_048016	159
NC_048017	41
NC_048018	43
NC_048019	43
NC_048020	55
NC_048021	91
NC_048022	21
NC_048023	19
NC_048024	40
NC_048025	23
NC_048026	29
NC_048027	39
NC_048028	41
NC_048029	31
NC_048030	2
NC_048031	12
NC_048032	7
NC_048033	6
NC_048034	11
NC_048035	21
NC_048036	22
NC_048038	38
NC_048039	47
NC_048040	50
NC_048041	45
NC_048042	39
NC_048043	39
NC_048044	38
NC_048045	212
NC_048046	325
NC_048047	353
NC_048048	324
NC_048049	78
NC_048050	7
NC_048051	4
NC_048052	24
NC_048053	173
NC_048054	188
NC_048055	24
NC_048056	14
NC_048057	19
NC_048058	11
NC_048059	19
NC_048060	21
NC_048061	15
NC_048062	61
NC_048063	23
NC_048064	14
NC_048065	27
NC_048066	20
NC_048067	34
NC_048068	58
NC_048069	39
NC_048070	39
NC_048071	21
NC_048072	37
NC_048073	45
NC_048074	33
NC_048075	34
NC_048076	7
NC_048077	183
NC_048078	23
NC_048079	21
NC_048080	32
NC_048081	12
NC_048082	22
NC_048083	50
NC_048084	57
NC_048085	54
NC_048086	30
NC_048087	54
NC_048088	34
NC_048089	55
NC_048090	39
NC_048091	40
NC_048092	37
NC_048093	39
NC_048094	36
NC_048095	39
NC_048096	39
NC_048097	36
NC_048098	38
NC_048099	42
NC_048100	42
NC_048101	36
NC_048102	65
NC_048103	20
NC_048104	26
NC_048105	22
NC_048106	76
NC_048107	7
NC_048108	21
NC_048109	29
NC_048110	58
NC_048111	17
NC_048112	36
NC_048113	41
NC_048114	21
NC_048115	37
NC_048116	17
NC_048117	17
NC_048118	19
NC_048119	14
NC_048120	12
NC_048121	33
NC_048122	30
NC_048123	24
NC_048124	34
NC_048125	32
NC_048126	37
NC_048129	23
NC_048130	18
NC_048131	17
NC_048132	31
NC_048133	19
NC_048134	51
NC_048135	25
NC_048136	20
NC_048137	31
NC_048138	25
NC_048139	85
NC_048140	33
NC_048141	49
NC_048142	7
NC_048143	40
NC_048144	35
NC_048145	59
NC_048146	52
NC_048147	41
NC_048148	11
NC_048149	55
NC_048150	20
NC_048151	55
NC_048152	58
NC_048153	33
NC_048154	28
NC_048155	31
NC_048159	5
NC_048161	24
NC_048162	41
NC_048163	19
NC_048164	20
NC_048165	64
NC_048166	81
NC_048167	22
NC_048168	35
NC_048169	87
NC_048170	140
NC_048171	16
NC_048172	20
NC_048173	153
NC_048174	20
NC_048175	19
NC_048176	95
NC_048177	29
NC_048178	42
NC_048179	31
NC_048180	19
NC_048181	25
NC_048182	160
NC_048183	13
NC_048184	28
NC_048185	41
NC_048186	107
NC_048187	27
NC_048188	25
NC_048189	22
NC_048190	21
NC_048191	22
NC_048192	14
NC_048193	40
NC_048194	47
NC_048195	43
NC_048196	71
NC_048197	30
NC_048198	34
NC_048200	28
NC_048201	28
NC_048202	28
NC_048203	58
NC_048204	33
NC_048205	42
NC_048206	35
NC_048207	54
NC_048208	22
NC_048624	11
NC_048625	19
NC_048626	63
NC_048627	48
NC_048628	17
NC_048629	2
NC_048630	16
NC_048631	25
NC_048632	49
NC_048633	6
NC_048634	11
NC_048635	11
NC_048636	12
NC_048637	42
NC_048638	29
NC_048639	32
NC_048640	18
NC_048641	6
NC_048642	4
NC_048643	5
NC_048644	15
NC_048645	122
NC_048646	131
NC_048647	72
NC_048648	49
NC_048649	32
NC_048650	81
NC_048651	29
NC_048652	79
NC_048653	35
NC_048654	38
NC_048655	46
NC_048656	81
NC_048657	10
NC_048658	14
NC_048659	37
NC_048660	81
NC_048661	1
NC_048662	62
NC_048663	60
NC_048664	22
NC_048665	6
NC_048666	44
NC_048667	13
NC_048668	174
NC_048669	36
NC_048670	45
NC_048671	16
NC_048672	17
NC_048673	136
NC_048674	136
NC_048675	63
NC_048676	62
NC_048677	42
NC_048678	23
NC_048679	22
NC_048680	26
NC_048681	10
NC_048682	85
NC_048683	48
NC_048684	36
NC_048685	33
NC_048686	37
NC_048687	34
NC_048688	29
NC_048689	28
NC_048690	30
NC_048691	24
NC_048692	29
NC_048693	25
NC_048694	116
NC_048695	58
NC_048696	45
NC_048697	40
NC_048698	19
NC_048699	66
NC_048700	28
NC_048701	22
NC_048702	116
NC_048703	39
NC_048704	34
NC_048705	50
NC_048706	37
NC_048707	4
NC_048708	39
NC_048709	95
NC_048710	12
NC_048711	18
NC_048712	2
NC_048713	11
NC_048714	27
NC_048715	25
NC_048716	24
NC_048717	30
NC_048718	23
NC_048719	61
NC_048720	75
NC_048721	86
NC_048722	83
NC_048723	86
NC_048724	90
NC_048725	18
NC_048726	80
NC_048727	47
NC_048728	57
NC_048729	56
NC_048730	92
NC_048731	47
NC_048732	43
NC_048733	30
NC_048734	36
NC_048735	32
NC_048736	122
NC_048737	24
NC_048738	1
NC_048739	13
NC_048740	13
NC_048741	77
NC_048742	65
NC_048743	57
NC_048744	60
NC_048745	62
NC_048746	56
NC_048747	126
NC_048748	57
NC_048749	42
NC_048750	48
NC_048751	72
NC_048752	34
NC_048753	43
NC_048754	36
NC_048755	147
NC_048756	38
NC_048757	41
NC_048758	49
NC_048759	50
NC_048760	62
NC_048761	32
NC_048762	18
NC_048763	34
NC_048764	32
NC_048765	100
NC_048766	42
NC_048767	42
NC_048768	51
NC_048769	41
NC_048770	45
NC_048771	43
NC_048772	51
NC_048773	46
NC_048774	40
NC_048775	37
NC_048776	44
NC_048777	30
NC_048778	30
NC_048779	134
NC_048780	41
NC_048781	55
NC_048782	41
NC_048783	56
NC_048784	39
NC_048785	61
NC_048786	49
NC_048787	40
NC_048788	50
NC_048789	39
NC_048790	39
NC_048791	35
NC_048792	167
NC_048793	50
NC_048794	39
NC_048795	51
NC_048796	58
NC_048797	74
NC_048798	104
NC_048799	30
NC_048800	47
NC_048801	30
NC_048802	148
NC_048803	16
NC_048804	149
NC_048805	47
NC_048806	57
NC_048807	101
NC_048808	62
NC_048809	57
NC_048810	45
NC_048811	60
NC_048812	51
NC_048813	48
NC_048814	51
NC_048815	52
NC_048816	47
NC_048817	43
NC_048818	46
NC_048819	57
NC_048820	57
NC_048821	129
NC_048822	49
NC_048823	48
NC_048824	51
NC_048825	50
NC_048826	50
NC_048827	46
NC_048828	94
NC_048829	18
NC_048830	17
NC_048831	8
NC_048832	7
NC_048833	5
NC_048834	11
NC_048835	5
NC_048836	5
NC_048837	7
NC_048838	5
NC_048839	6
NC_048840	6
NC_048841	6
NC_048842	1
NC_048843	29
NC_048844	6
NC_048845	28
NC_048846	26
NC_048847	24
NC_048848	19
NC_048849	100
NC_048850	50
NC_048851	57
NC_048852	58
NC_048853	52
NC_048854	39
NC_048855	54
NC_048856	54
NC_048857	52
NC_048858	11
NC_048859	16
NC_048860	30
NC_048861	18
NC_048862	8
NC_048863	36
NC_048864	33
NC_048865	43
NC_048866	52
NC_048867	52
NC_048868	55
NC_048869	57
NC_048870	59
NC_048871	48
NC_048872	61
NC_048873	80
NC_048874	4
NC_048875	31
NC_048876	43
NC_048877	30
NC_048878	17
NC_048892	29
NC_049340	20
NC_049341	22
NC_049342	30
NC_049343	22
NC_049344	23
NC_049345	44
NC_049346	8
NC_049347	9
NC_049348	9
NC_049349	9
NC_049350	18
NC_049351	11
NC_049352	10
NC_049353	10
NC_049354	14
NC_049355	11
NC_049356	8
NC_049357	11
NC_049358	11
NC_049359	8
NC_049360	8
NC_049361	9
NC_049362	7
NC_049363	11
NC_049364	12
NC_049365	11
NC_049366	7
NC_049367	11
