ID	CDSs_PHANOTATE
NC_022086	96
NC_022057	141
NC_022069	115
NC_022060	112
NC_022068	108
NC_022056	113
NC_022062	100
NC_022052	154
NC_022324	103
NC_022064	102
NC_022054	76
NC_022061	103
NC_022325	135
NC_022065	155
NC_022071	150
NC_022747	60
NC_021801	70
NC_022967	194
NC_041959	122
NC_027404	289
NC_021784	73
NC_022328	108
NC_022331	96
NC_022753	114
NC_029018	99
NC_022329	101
NC_022330	162
NC_027204	402
NC_022059	154
NC_027342	57
NC_023599	76
NC_025422	313
NC_029002	238
NC_024358	53
NC_022750	55
NC_022088	313
NC_022070	101
NC_022063	102
NC_022053	115
NC_022085	158
NC_022058	108
NC_022776	62
NC_022988	156
NC_022976	159
NC_022969	161
NC_025423	245
NC_024782	57
NC_024790	99
NC_024794	275
NC_022968	295
NC_022977	118
NC_022965	120
NC_022973	97
NC_022979	100
NC_022985	117
NC_029032	79
NC_028998	69
NC_023555	70
NC_023503	79
NC_024786	97
NC_023865	107
NC_022775	56
NC_022762	70
NC_022758	70
NC_022916	56
NC_023610	276
NC_022917	69
NC_022914	73
NC_023570	55
NC_023581	108
NC_022769	314
NC_022773	92
NC_022761	294
NC_022766	93
NC_022771	298
NC_022764	52
NC_022765	94
NC_022770	50
NC_022774	131
NC_022763	308
NC_022767	132
NC_023549	98
NC_022772	230
NC_022768	229
NC_023583	83
NC_022749	71
NC_022744	57
NC_023558	55
NC_024144	99
NC_023574	244
NC_022756	69
NC_023502	198
NC_023589	120
NC_023569	111
NC_022972	75
NC_023563	102
NC_047742	65
NC_022982	64
NC_022987	61
NC_042345	79
NC_042344	84
NC_023556	93
NC_023567	65
NC_023595	78
NC_024793	85
NC_024784	85
NC_024789	79
NC_029120	99
NC_024206	71
NC_022915	62
NC_022971	83
NC_023564	109
NC_023579	98
NC_023557	359
NC_023562	98
NC_023552	76
NC_028940	304
NC_022983	102
NC_022975	97
NC_023554	106
NC_022984	98
NC_022981	159
NC_024124	285
NC_047743	59
NC_023551	69
NC_023571	73
NC_023560	74
NC_047737	59
NC_023582	165
NC_027349	285
NC_023559	67
NC_023593	152
NC_029116	65
NC_023553	111
NC_027399	628
NC_029001	60
NC_023565	92
NC_023577	101
NC_023572	74
NC_023578	114
NC_023580	110
NC_023602	91
NC_028748	98
NC_029121	252
NC_047744	251
NC_024356	78
NC_023594	84
NC_026607	281
NC_024139	198
NC_024134	258
NC_024122	239
NC_024361	71
NC_024357	71
NC_024370	76
NC_023575	77
NC_023573	241
NC_030931	77
NC_023550	22
NC_023561	326
NC_023576	58
NC_023548	62
NC_023590	64
NC_023859	129
NC_023566	101
NC_028660	120
NC_028682	107
NC_024209	110
NC_024136	100
NC_028658	108
NC_023863	118
NC_023607	109
NC_023862	107
NC_025438	104
NC_023597	107
NC_023604	60
NC_023606	110
NC_023612	67
NC_023601	198
NC_023609	81
NC_024142	113
NC_023856	227
NC_024212	110
NC_041861	109
NC_024384	81
NC_041862	219
NC_024383	220
NC_024387	82
NC_024392	138
NC_025436	281
NC_025470	272
NC_025458	77
NC_025463	79
NC_025466	72
NC_023605	74
NC_024123	97
NC_023603	106
NC_024145	103
NC_023600	111
NC_024391	74
NC_024204	72
NC_023608	66
NC_024329	55
NC_024143	99
NC_024146	86
NC_024138	124
NC_024217	180
NC_024381	64
NC_024140	102
NC_024215	85
NC_024203	86
NC_024208	86
NC_024214	90
NC_042134	77
NC_024367	94
NC_025452	230
NC_047746	57
NC_024121	290
NC_025462	180
NC_025457	60
NC_024330	60
NC_028988	74
NC_029107	67
NC_042048	227
NC_024363	107
NC_024787	218
NC_047871	236
NC_047872	228
NC_024360	227
NC_024364	210
NC_024149	30
NC_024135	66
NC_024141	99
NC_024148	95
NC_024147	100
NC_025453	62
NC_024371	109
NC_026590	213
NC_024366	109
NC_024216	320
NC_024207	314
NC_024213	320
NC_024205	321
NC_024211	313
NC_024788	311
NC_027130	239
NC_047718	234
NC_047719	238
NC_026923	239
NC_026928	247
NC_026927	320
NC_047712	310
NC_047713	316
NC_047714	296
NC_026924	237
NC_027132	245
NC_026926	260
NC_024125	296
NC_024210	83
NC_030903	270
NC_041835	2
NC_041836	2
NC_041837	1
NC_041838	1
NC_041839	2
NC_041840	2
NC_041841	1
NC_041842	1
NC_027335	261
NC_024379	56
NC_029010	68
NC_027330	69
NC_027371	54
NC_024368	92
NC_027352	262
NC_025460	75
NC_025434	98
NC_025427	93
NC_024355	186
NC_024369	78
NC_025420	58
NC_025415	63
NC_025421	60
NC_024362	54
NC_024365	83
NC_027336	58
NC_027357	53
NC_027373	58
NC_027391	58
NC_027400	54
NC_027380	55
NC_027333	62
NC_027359	60
NC_041955	60
NC_027361	53
NC_027385	60
NC_027401	58
NC_027362	54
NC_027403	54
NC_041956	58
NC_027367	57
NC_027389	52
NC_027294	58
NC_027347	52
NC_041957	52
NC_027386	55
NC_027405	55
NC_027346	60
NC_027370	58
NC_027392	54
NC_027295	57
NC_027354	54
NC_027376	57
NC_027334	75
NC_028917	80
NC_028775	89
NC_024785	95
NC_025459	94
NC_028979	95
NC_041979	154
NC_041863	281
NC_041864	259
NC_025424	89
NC_027395	149
NC_026016	86
NC_048665	61
NC_028996	106
NC_027398	74
NC_029046	93
NC_025416	245
NC_025426	266
NC_027299	85
NC_026604	110
NC_024792	278
NC_026597	105
NC_028690	104
NC_027387	59
NC_026595	105
NC_026588	114
NC_026584	256
NC_024783	67
NC_025471	69
NC_028798	99
NC_025830	254
NC_028794	108
NC_025414	287
NC_027375	66
NC_028872	143
NC_028912	96
NC_028757	100
NC_026591	76
NC_026596	111
NC_049353	63
NC_049352	65
NC_025429	272
NC_025431	79
NC_024791	84
NC_025115	58
NC_027345	106
NC_025439	59
NC_027384	59
NC_025445	55
NC_026593	120
NC_026585	118
NC_027377	53
NC_027358	58
NC_025451	53
NC_026611	87
NC_029007	71
NC_026610	90
NC_027366	273
NC_027374	268
NC_027372	55
NC_027394	54
NC_027293	148
NC_027331	313
NC_027350	98
NC_027381	94
NC_027378	98
NC_027297	230
NC_026017	73
NC_031909	179
NC_028832	102
NC_025440	217
NC_028923	108
NC_028876	261
NC_025437	282
NC_025430	69
NC_021315	85
NC_025442	86
NC_028939	111
NC_028882	171
NC_028955	281
NC_025450	59
NC_029077	112
NC_031258	59
NC_031271	62
NC_031228	87
NC_031250	87
NC_031046	23
NC_042113	199
NC_026587	172
NC_026602	70
NC_026594	85
NC_026599	83
NC_026586	104
NC_047967	63
NC_026600	104
NC_026601	60
NC_025829	279
NC_028920	97
NC_028823	119
NC_026609	106
NC_028852	113
NC_025447	662
NC_047748	68
NC_025428	97
NC_028779	79
NC_029043	108
NC_027337	150
NC_028842	115
NC_029098	281
NC_027393	50
NC_027397	51
NC_027363	58
NC_027379	64
NC_027390	62
NC_028877	104
NC_027341	237
NC_027332	204
NC_027292	54
NC_027348	97
NC_027340	242
NC_027396	56
NC_026606	116
NC_027388	101
NC_027383	66
NC_028953	267
NC_027356	188
NC_047749	189
NC_030950	80
NC_030947	74
NC_029006	69
NC_028991	71
NC_029004	73
NC_029022	91
NC_030949	80
NC_030951	74
NC_027382	61
NC_027329	153
NC_028881	287
NC_028894	306
NC_028925	305
NC_028957	299
NC_029068	54
NC_026583	91
NC_029059	101
NC_026603	105
NC_026605	83
NC_026598	101
NC_026589	95
NC_029058	150
NC_028812	87
NC_026014	63
NC_030945	66
NC_026010	92
NC_028765	245
NC_028962	236
NC_029073	265
NC_028754	217
NC_041923	151
NC_028853	94
NC_028898	60
NC_028743	88
NC_047750	60
NC_028956	102
NC_028766	52
NC_028822	58
NC_028863	61
NC_029066	91
NC_028905	70
NC_028958	71
NC_029048	229
NC_028951	60
NC_028764	86
NC_028838	63
NC_028883	92
NC_028959	101
NC_028950	259
NC_028772	50
NC_028984	48
NC_028820	284
NC_028666	68
NC_028933	84
NC_028914	89
NC_028799	130
NC_028895	196
NC_028663	238
NC_028768	88
NC_028834	74
NC_029075	132
NC_028758	66
NC_028788	79
NC_028841	86
NC_029084	70
NC_041909	85
NC_028854	90
NC_042128	178
NC_028871	66
NC_028929	78
NC_028926	53
NC_047751	57
NC_041865	102
NC_029009	230
NC_028903	154
NC_018859	151
NC_018854	95
NC_031280	197
NC_028947	109
NC_028683	327
NC_028880	55
NC_029033	66
NC_028776	100
NC_028786	84
NC_047729	253
NC_047730	257
NC_028856	129
NC_028777	140
NC_028816	62
NC_028870	60
NC_029021	94
NC_029028	100
NC_028997	100
NC_028829	423
NC_029025	68
NC_028698	71
NC_048638	97
NC_048639	101
NC_028972	122
NC_029060	123
NC_029074	124
NC_030932	81
NC_027988	93
NC_028855	96
NC_041866	91
NC_047747	56
NC_028676	273
NC_028974	81
NC_028818	79
NC_029101	101
NC_028819	84
NC_047752	58
NC_028825	146
NC_028859	69
NC_028915	74
NC_028916	60
NC_028762	265
NC_028851	74
NC_028746	90
NC_028767	89
NC_041867	74
NC_028837	85
NC_029061	58
NC_029047	54
NC_029102	49
NC_028795	43
NC_028865	126
NC_028966	121
NC_041962	121
NC_049360	66
NC_049366	65
NC_049356	58
NC_049362	63
NC_049363	60
NC_049357	60
NC_049364	63
NC_049355	56
NC_049367	69
NC_049358	65
NC_049365	67
NC_049359	63
NC_049361	68
NC_049369	57
NC_049368	68
NC_049370	64
NC_049354	56
NC_031104	106
NC_031073	199
NC_029026	215
NC_028919	82
NC_028745	99
NC_028836	63
NC_028885	100
NC_028971	102
NC_029019	58
NC_028886	79
NC_029008	74
NC_041868	66
NC_028668	120
NC_030906	129
NC_028673	116
NC_028849	112
NC_028934	107
NC_028796	83
NC_028742	102
NC_028928	103
NC_029093	160
NC_028846	106
NC_028848	62
NC_028800	55
NC_028702	58
NC_028924	95
NC_028763	98
NC_029030	47
NC_031260	72
NC_041929	382
NC_028945	425
NC_028760	81
NC_031042	189
NC_048785	206
NC_029003	50
NC_028696	78
NC_028699	74
NC_029015	56
NC_028701	56
NC_047753	52
NC_031936	90
NC_030902	76
NC_030939	75
NC_030907	34
NC_030935	32
NC_028665	90
NC_028653	98
NC_030916	93
NC_028896	48
NC_028943	44
NC_029081	68
NC_031084	54
NC_031119	54
NC_031003	54
NC_031005	53
NC_048632	102
NC_029071	105
NC_029045	118
NC_029042	334
NC_029094	279
NC_031047	301
NC_031053	88
NC_031095	295
NC_027629	56
NC_041954	56
NC_027625	54
NC_027628	55
NC_027620	61
NC_027630	57
NC_027623	54
NC_027626	58
NC_027624	56
NC_027627	59
NC_027622	59
NC_027621	51
NC_029091	281
NC_047754	189
NC_041869	264
NC_028449	100
NC_041935	107
NC_028792	114
NC_029097	58
NC_041963	61
NC_028954	48
NC_042049	49
NC_047755	56
NC_029106	92
NC_028908	83
NC_029100	68
NC_028977	60
NC_028847	287
NC_028860	114
NC_047732	251
NC_028802	99
NC_028904	86
NC_047731	245
NC_028691	105
NC_029013	297
NC_028937	117
NC_028976	87
NC_028827	84
NC_028862	71
NC_041870	107
NC_028850	58
NC_029078	55
NC_028685	97
NC_028804	108
NC_028889	115
NC_042050	104
NC_028815	96
NC_028751	108
NC_028782	52
NC_047756	124
NC_047757	135
NC_028857	322
NC_028247	158
NC_041871	254
NC_028750	288
NC_041981	286
NC_028774	83
NC_029017	115
NC_029079	153
NC_028785	149
NC_041958	103
NC_041980	287
NC_028672	313
NC_047758	69
NC_028899	257
NC_028892	85
NC_042051	86
NC_041860	86
NC_042052	88
NC_028944	333
NC_028890	289
NC_028662	96
NC_028967	55
NC_028807	55
NC_028952	98
NC_028805	222
NC_028969	111
NC_028749	225
NC_028968	106
NC_028844	111
NC_028946	105
NC_028747	80
NC_028686	295
NC_028692	27
NC_028897	97
NC_029118	59
NC_028965	112
NC_028784	96
NC_028669	75
NC_031086	59
NC_028810	101
NC_028887	327
NC_047759	67
NC_028869	242
NC_028843	138
NC_028961	107
NC_028813	108
NC_028778	138
NC_028910	106
NC_028695	74
NC_041930	79
NC_028688	59
NC_028664	65
NC_028684	61
NC_028679	61
NC_029092	67
NC_028755	283
NC_031920	75
NC_031910	74
NC_031901	82
NC_031941	64
NC_031913	69
NC_031942	77
NC_031929	74
NC_031923	71
NC_031915	60
NC_031907	62
NC_030946	51
NC_028828	97
NC_041977	156
NC_028941	92
NC_028697	54
NC_028677	81
NC_028932	106
NC_029070	57
NC_013197	36
NC_004462	43
NC_028817	197
NC_029083	199
NC_028826	77
NC_028930	108
NC_028744	112
NC_028874	100
NC_028960	98
NC_028980	96
NC_031264	102
NC_028878	146
NC_028759	100
NC_028808	160
NC_028935	148
NC_028659	288
NC_028831	100
NC_028927	281
NC_028248	251
NC_042129	289
NC_042130	281
NC_028901	66
NC_028780	282
NC_028448	289
NC_028840	214
NC_048200	58
NC_029065	194
NC_028821	67
NC_028651	29
NC_028789	35
NC_028680	101
NC_042046	84
NC_028987	60
NC_028652	202
NC_028655	57
NC_048634	88
NC_048635	73
NC_028888	71
NC_028835	70
NC_028830	55
NC_028783	72
NC_028911	57
NC_028654	110
NC_028678	107
NC_041872	112
NC_028667	58
NC_028694	53
NC_028670	65
NC_047866	54
NC_029016	115
NC_028693	29
NC_028990	71
NC_028671	83
NC_049931	24
NC_041964	95
NC_030940	53
NC_028687	94
NC_029005	81
NC_028657	134
NC_028661	59
NC_031943	63
NC_047760	145
NC_048633	88
NC_047761	60
NC_041873	95
NC_041874	91
NC_041949	109
NC_041938	65
NC_041951	102
NC_041948	106
NC_041939	60
NC_041940	70
NC_041952	104
NC_041941	63
NC_041875	71
NC_041942	72
NC_041943	66
NC_041947	109
NC_041932	83
NC_041944	68
NC_041945	64
NC_041933	82
NC_041961	115
NC_041946	69
NC_041876	68
NC_041931	76
NC_042053	118
NC_041877	150
NC_030904	77
NC_047762	65
NC_030920	267
NC_030929	80
NC_030908	57
NC_030918	56
NC_030923	62
NC_030909	80
NC_030934	205
NC_042054	208
NC_030910	197
NC_048637	212
NC_031279	101
NC_030928	61
NC_030937	64
NC_031274	87
NC_047929	57
NC_030948	282
NC_031937	59
NC_031245	351
NC_031117	93
NC_031056	258
NC_031238	114
NC_031241	75
NC_031911	62
NC_031926	75
NC_031914	117
NC_049925	109
NC_049922	113
NC_030925	232
NC_041879	113
NC_031252	86
NC_031231	103
NC_031254	110
NC_031224	101
NC_031246	58
NC_031257	105
NC_031066	56
NC_031092	55
NC_031123	59
NC_031018	59
NC_031006	325
NC_031070	330
NC_031037	328
NC_031049	333
NC_031100	313
NC_031027	331
NC_031116	323
NC_049975	27
NC_030919	79
NC_031918	88
NC_031940	156
NC_031946	74
NC_031930	84
NC_031933	205
NC_031902	234
NC_041859	78
NC_031932	70
NC_031945	70
NC_031931	117
NC_031912	117
NC_031904	113
NC_031921	70
NC_031938	70
NC_031905	70
NC_031919	70
NC_031069	56
NC_031094	57
NC_047763	57
NC_031023	58
NC_031039	361
NC_031125	74
NC_031036	57
NC_031944	234
NC_031935	252
NC_041880	246
NC_031103	278
NC_031262	101
NC_041881	261
NC_031065	279
NC_031016	81
NC_047852	62
NC_031110	199
NC_031129	155
NC_031256	109
NC_031277	100
NC_049371	86
NC_049372	84
NC_041972	366
NC_041973	357
NC_041974	366
NC_041975	365
NC_031008	26
NC_031281	67
NC_031243	69
NC_041882	70
NC_042055	79
NC_031266	72
NC_041883	78
NC_031226	96
NC_031247	78
NC_031234	72
NC_031265	82
NC_031229	122
NC_041950	118
NC_031233	82
NC_031267	75
NC_031061	92
NC_031237	82
NC_031112	88
NC_031255	77
NC_031251	78
NC_031249	88
NC_031239	96
NC_031269	92
NC_031230	209
NC_031263	108
NC_031261	84
NC_031026	94
NC_031034	323
NC_031114	58
NC_031063	103
NC_031101	64
NC_031030	297
NC_041884	366
NC_047858	66
NC_031934	281
NC_031928	282
NC_030936	191
NC_030943	96
NC_030930	71
NC_030942	104
NC_030901	192
NC_030941	76
NC_030944	116
NC_030695	109
NC_030914	118
NC_030912	30
NC_030924	119
NC_030917	179
NC_030915	149
NC_030694	111
NC_030696	191
NC_030698	108
NC_030927	86
NC_030921	75
NC_030911	86
NC_030913	91
NC_030905	112
NC_031076	68
NC_031108	70
NC_048636	76
NC_031058	85
NC_047764	121
NC_041885	55
NC_031050	95
NC_031024	321
NC_031087	291
NC_031115	63
NC_031020	282
NC_031098	73
NC_047766	56
NC_042047	233
NC_031062	97
NC_031025	60
NC_049920	100
NC_049921	91
NC_031925	80
NC_031939	155
NC_031071	46
NC_031009	48
NC_031075	43
NC_031002	43
NC_031044	43
NC_031022	186
NC_031048	68
NC_031077	63
NC_031045	234
NC_031021	69
NC_048642	87
NC_048643	95
NC_031091	78
NC_048641	89
NC_031055	91
NC_031128	234
NC_048050	55
NC_048051	39
NC_048640	92
NC_047767	244
NC_049810	59
NC_049811	55
NC_031057	288
NC_047768	67
NC_031013	56
NC_031040	57
NC_031017	62
NC_031064	62
NC_031051	66
NC_048667	56
NC_031059	59
NC_031124	144
NC_031078	83
NC_047769	62
NC_031102	59
NC_031067	95
NC_031041	99
NC_031111	98
NC_031014	52
NC_048646	290
NC_031068	67
NC_031096	65
NC_031924	103
NC_031082	148
NC_047873	54
NC_031012	332
NC_031054	330
NC_031121	56
NC_031015	56
NC_031032	49
NC_031917	74
NC_031908	59
NC_049373	66
NC_049374	70
NC_049377	58
NC_049376	68
NC_049375	58
NC_047928	20
NC_049383	337
NC_042138	284
NC_047770	307
NC_048121	100
NC_048122	100
NC_048124	99
NC_048125	96
NC_048066	52
NC_048123	65
NC_049431	103
NC_049430	114
NC_047771	57
NC_031081	71
NC_031113	68
NC_031903	230
NC_031906	258
NC_031900	260
NC_031927	300
NC_031922	251
NC_031107	291
NC_031126	296
NC_031007	261
NC_031127	294
NC_031010	321
NC_042056	294
NC_031043	261
NC_031120	293
NC_048645	281
NC_031074	179
NC_031072	83
NC_031118	87
NC_031029	194
NC_031122	79
NC_031099	77
NC_031060	108
NC_031109	127
NC_031004	67
NC_031031	103
NC_041886	103
NC_031001	102
NC_031052	97
NC_031097	86
NC_031080	272
NC_031035	105
NC_047772	58
NC_047773	57
NC_047774	57
NC_047775	55
NC_041887	313
NC_047776	297
NC_041888	85
NC_047857	60
NC_041889	93
NC_041890	62
NC_041891	68
NC_041892	65
NC_041893	69
NC_041894	65
NC_041895	75
NC_047777	60
NC_048648	87
NC_049378	243
NC_047778	58
NC_041896	183
NC_047779	66
NC_047780	54
NC_047781	65
NC_047782	58
NC_048656	297
NC_049959	53
NC_041899	206
NC_047783	65
NC_047784	86
NC_041900	82
NC_047875	81
NC_041901	243
NC_048649	93
NC_047785	91
NC_049379	114
NC_048651	91
NC_047786	92
NC_041902	120
NC_047787	56
NC_041903	193
NC_047788	22
NC_048650	214
NC_012638	284
NC_041904	193
NC_047789	61
NC_047790	58
NC_049380	136
NC_047876	88
NC_047877	90
NC_047878	89
NC_047879	88
NC_041905	59
NC_047791	103
NC_047859	216
NC_047792	56
NC_047793	59
NC_047794	61
NC_047795	54
NC_007291	103
NC_042038	88
NC_005833	83
NC_041911	352
NC_047796	244
NC_041912	55
NC_041913	223
NC_048737	72
NC_047798	54
NC_047799	53
NC_047802	66
NC_041914	58
NC_041915	60
NC_047803	59
NC_047804	57
NC_047805	65
NC_048652	292
NC_047806	65
NC_047807	67
NC_047808	58
NC_047809	54
NC_047810	87
NC_047811	64
NC_047812	77
NC_042346	77
NC_048644	83
NC_041916	234
NC_047813	22
NC_048655	85
NC_049382	237
NC_048653	110
NC_048654	112
NC_047814	22
NC_047815	362
NC_047816	57
NC_047817	54
NC_047818	48
NC_047819	57
NC_041917	622
NC_047952	64
NC_048659	107
NC_041918	88
NC_041921	130
NC_047821	54
NC_041922	143
NC_041924	96
NC_047822	202
NC_049854	232
NC_049856	245
NC_049807	106
NC_049806	104
NC_049855	242
NC_049381	59
NC_048657	84
NC_048658	58
NC_041925	106
NC_042137	55
NC_047824	84
NC_041926	69
NC_047825	86
NC_048660	195
NC_041927	233
NC_010811	362
NC_041936	284
NC_041937	270
NC_049960	41
NC_047826	54
NC_047827	57
NC_023701	103
NC_041966	97
NC_049962	56
NC_049961	37
NC_049918	100
NC_041967	59
NC_041968	178
NC_048661	30
NC_047880	362
NC_047828	90
NC_047981	56
NC_042131	66
NC_047881	209
NC_042074	193
NC_047882	193
NC_048055	54
NC_047829	56
NC_042140	292
NC_047968	57
NC_047969	57
NC_047970	58
NC_047971	56
NC_016570	229
NC_015296	238
NC_041990	284
NC_047830	100
NC_047831	55
NC_041994	366
NC_041995	94
NC_047832	52
NC_041996	292
NC_041997	272
NC_050154	153
NC_047833	51
NC_041998	99
NC_049926	74
NC_041999	78
NC_048669	82
NC_042000	122
NC_042001	116
NC_042139	62
NC_042002	75
NC_047834	55
NC_042003	59
NC_042004	65
NC_042006	61
NC_042007	61
NC_049937	27
NC_047835	208
NC_049965	31
NC_047836	58
NC_047837	18
NC_049963	42
NC_049964	56
NC_042008	270
NC_042009	265
NC_042010	271
NC_042011	264
NC_042012	275
NC_047838	272
NC_047839	237
NC_048673	430
NC_047840	62
NC_048670	92
NC_047841	87
NC_047842	55
NC_047843	54
NC_047844	54
NC_048668	422
NC_047845	62
NC_047846	65
NC_042014	79
NC_042015	83
NC_042016	87
NC_042075	150
NC_042076	157
NC_042077	281
NC_042078	290
NC_047847	85
NC_047998	92
NC_047848	86
NC_042017	144
NC_042039	280
NC_047884	236
NC_047885	223
NC_047860	59
NC_049396	233
NC_047999	211
NC_042018	267
NC_042019	262
NC_048674	452
NC_048132	97
NC_049416	58
NC_047849	63
NC_047850	84
NC_049417	58
NC_049418	60
NC_049419	61
NC_049420	59
NC_049421	60
NC_049422	59
NC_049423	61
NC_049424	61
NC_042020	64
NC_047851	69
NC_042040	285
NC_048675	98
NC_047861	139
NC_049397	74
NC_049398	55
NC_049399	70
NC_049400	61
NC_049401	62
NC_049402	76
NC_049403	66
NC_049404	69
NC_049405	78
NC_049406	63
NC_049407	64
NC_049408	68
NC_049409	65
NC_049410	57
NC_049411	64
NC_049412	64
NC_049413	63
NC_049414	56
NC_049415	63
NC_042021	81
NC_042022	73
NC_042023	79
NC_042079	105
NC_042080	106
NC_048625	65
NC_048000	200
NC_048677	226
NC_047862	66
NC_042041	85
NC_048676	105
NC_042081	405
NC_047982	54
NC_042042	63
NC_048678	86
NC_048679	86
NC_042044	278
NC_048680	78
NC_048035	56
NC_048036	60
NC_047886	57
NC_047887	206
NC_047888	66
NC_042045	92
NC_048071	59
NC_042350	47
NC_042352	80
NC_042082	153
NC_047889	69
NC_047890	60
NC_042083	43
NC_042084	88
NC_047891	109
NC_047892	123
NC_042085	107
NC_042086	103
NC_042087	101
NC_042088	72
NC_042089	67
NC_047863	94
NC_042090	173
NC_047893	83
NC_047983	73
NC_048683	83
NC_042091	178
NC_042092	105
NC_047894	57
NC_042116	602
NC_047934	63
NC_047936	67
NC_047937	65
NC_047935	57
NC_042354	64
NC_042355	59
NC_048105	56
NC_044940	90
NC_047895	59
NC_042093	195
NC_048001	199
NC_048106	219
NC_049427	239
NC_047897	158
NC_047898	97
NC_047899	68
NC_048682	296
NC_049425	68
NC_049426	65
NC_048684	78
NC_048685	77
NC_048686	77
NC_047900	234
NC_047901	228
NC_049428	242
NC_048134	221
NC_048687	82
NC_047902	130
NC_047903	64
NC_047904	67
NC_047905	71
NC_047906	75
NC_047930	53
NC_042096	141
NC_042097	154
NC_042098	367
NC_047907	87
NC_048681	60
NC_042099	63
NC_047908	59
NC_047946	68
NC_042100	231
NC_042122	92
NC_047909	104
NC_047910	88
NC_047911	73
NC_047912	45
NC_047913	58
NC_047914	95
NC_047915	105
NC_047916	104
NC_048688	76
NC_048692	80
NC_048693	70
NC_048689	85
NC_048690	74
NC_048691	68
NC_042101	75
NC_047917	62
NC_049433	233
NC_047918	158
NC_048698	59
NC_047919	22
NC_049432	64
NC_047932	221
NC_047920	62
NC_049434	65
NC_047921	120
NC_048207	117
NC_042102	76
NC_047922	58
NC_042103	79
NC_048697	107
NC_042104	59
NC_047923	56
NC_048695	121
NC_048696	140
NC_042105	252
NC_042106	96
NC_047924	227
NC_047931	152
NC_047925	150
NC_047926	225
NC_047927	53
NC_042107	86
NC_047933	69
NC_042108	99
NC_042109	69
NC_042110	65
NC_042111	65
NC_047941	62
NC_048701	71
NC_048702	252
NC_047942	58
NC_047944	68
NC_042119	60
NC_049843	49
NC_042117	62
NC_042118	59
NC_048699	103
NC_042120	104
NC_048700	109
NC_042121	22
NC_049919	98
NC_048703	103
NC_042123	110
NC_048159	22
NC_042025	105
NC_047958	64
NC_047948	272
NC_047945	267
NC_042124	58
NC_047947	100
NC_049384	253
NC_047949	338
NC_047950	349
NC_048103	72
NC_047953	69
NC_048705	113
NC_047961	54
NC_047964	55
NC_047963	55
NC_048704	108
NC_047962	102
NC_047959	92
NC_047965	63
NC_047966	65
NC_047956	58
NC_047957	55
NC_047955	57
NC_047954	58
NC_022343	230
NC_042125	72
NC_047996	89
NC_047874	53
NC_048707	28
NC_042126	75
NC_042127	68
NC_049511	267
NC_049510	88
NC_050153	119
NC_047977	164
NC_048147	104
NC_047979	174
NC_047978	104
NC_042132	85
NC_047972	64
NC_047973	106
NC_047975	113
NC_049929	67
NC_047974	97
NC_047976	90
NC_048706	76
NC_048627	194
NC_048161	60
NC_047994	307
NC_047995	364
NC_047990	106
NC_047991	69
NC_047986	89
NC_047987	99
NC_047988	94
NC_047993	96
NC_047989	102
NC_047992	72
NC_048708	82
NC_047997	63
NC_048846	75
NC_050145	103
NC_049435	97
NC_049436	87
NC_048005	207
NC_048006	202
NC_048007	201
NC_049437	228
NC_048013	196
NC_048008	208
NC_048009	200
NC_048010	211
NC_048011	202
NC_048012	206
NC_047984	57
NC_047985	97
NC_048067	63
NC_048717	76
NC_048718	74
NC_048715	85
NC_048716	74
NC_048714	83
NC_048017	68
NC_048018	105
NC_048019	78
NC_048719	265
NC_048720	271
NC_048027	163
NC_048028	167
NC_042067	327
NC_047823	94
NC_048709	210
NC_048104	113
NC_048016	317
NC_048014	56
NC_048049	271
NC_048003	115
NC_048002	60
NC_048004	59
NC_048710	84
NC_048711	81
NC_048024	83
NC_048713	80
NC_049438	266
NC_048025	60
NC_048023	64
NC_049951	75
NC_048129	56
NC_048131	56
NC_048130	59
NC_048029	60
NC_048725	62
NC_048726	284
NC_048022	51
NC_048198	93
NC_048197	92
NC_048054	358
NC_048053	353
NC_048052	57
NC_048721	288
NC_048722	292
NC_048045	379
NC_048047	631
NC_048046	575
NC_048048	625
NC_048021	181
NC_048020	95
NC_048724	289
NC_048723	287
NC_048672	65
NC_048671	66
NC_048126	82
NC_048038	65
NC_048070	64
NC_048069	71
NC_048068	99
NC_048730	280
NC_049440	220
NC_049439	232
NC_048063	56
NC_049441	266
NC_048041	207
NC_048044	85
NC_048043	86
NC_048042	83
NC_048040	106
NC_048039	108
NC_048729	116
NC_048728	266
NC_049977	120
NC_048744	102
NC_048080	194
NC_048074	193
NC_048075	202
NC_048076	62
NC_049966	55
NC_048082	55
NC_048732	93
NC_048084	221
NC_048085	223
NC_048073	117
NC_048083	108
NC_048086	173
NC_048081	61
NC_049442	117
NC_048064	61
NC_048065	96
NC_048731	198
NC_048733	60
NC_048072	57
NC_048087	246
NC_048727	86
NC_048062	203
NC_048712	30
NC_048057	52
NC_048059	55
NC_048060	56
NC_048056	68
NC_048058	63
NC_048061	60
NC_048108	58
NC_049429	48
NC_048079	59
NC_048078	56
NC_048077	356
NC_048162	86
NC_048735	92
NC_049444	108
NC_049443	236
NC_048204	94
NC_048206	94
NC_048203	204
NC_048205	198
NC_048736	232
NC_048098	74
NC_048091	73
NC_048092	70
NC_048099	73
NC_048093	73
NC_048094	65
NC_048095	72
NC_048100	77
NC_048096	72
NC_048097	68
NC_048090	71
NC_048734	132
NC_048738	25
NC_048133	32
