ID	CDSs_MGA
NC_022057	125
NC_022069	94
NC_022060	91
NC_022068	91
NC_022056	92
NC_022062	87
NC_022052	125
NC_022324	93
NC_022064	95
NC_022054	69
NC_022061	93
NC_022325	116
NC_022065	132
NC_022071	129
NC_022747	47
NC_021801	61
NC_022967	169
NC_041959	95
NC_027404	268
NC_021784	60
NC_022328	97
NC_022331	88
NC_022753	90
NC_029018	83
NC_022329	90
NC_022330	140
NC_027204	352
NC_022059	139
NC_027342	49
NC_023599	53
NC_025422	269
NC_029002	185
NC_024358	39
NC_022750	41
NC_022088	282
NC_022070	88
NC_022063	95
NC_022053	96
NC_022085	139
NC_022058	90
NC_022776	52
NC_022988	132
NC_022976	137
NC_022969	139
NC_025423	204
NC_024782	54
NC_024790	85
NC_024794	258
NC_022968	256
NC_022977	90
NC_022965	91
NC_022973	76
NC_022979	88
NC_022985	91
NC_029032	59
NC_028998	47
NC_023555	58
NC_023503	68
NC_024786	82
NC_023865	74
NC_022775	48
NC_022762	57
NC_022758	62
NC_022916	48
NC_023610	248
NC_022917	57
NC_022914	65
NC_023570	45
NC_023581	91
NC_022769	288
NC_022773	74
NC_022761	220
NC_022766	75
NC_022771	255
NC_022764	48
NC_022765	75
NC_022770	48
NC_022774	111
NC_022763	278
NC_022767	111
NC_023549	75
NC_022772	198
NC_022768	195
NC_023583	69
NC_022749	59
NC_022744	44
NC_023558	45
NC_024144	84
NC_023574	188
NC_022756	55
NC_023502	181
NC_023589	99
NC_023569	94
NC_022972	63
NC_023563	94
NC_047742	60
NC_022982	52
NC_022987	52
NC_042345	69
NC_042344	75
NC_023556	87
NC_023567	54
NC_023595	68
NC_024793	72
NC_024784	74
NC_024789	69
NC_029120	70
NC_024206	61
NC_022915	59
NC_022971	69
NC_023564	91
NC_023579	92
NC_023557	314
NC_023562	81
NC_023552	73
NC_028940	287
NC_022983	97
NC_022975	83
NC_023554	95
NC_022984	77
NC_022981	136
NC_024124	268
NC_047743	47
NC_023551	60
NC_023571	55
NC_023560	51
NC_047737	46
NC_023582	127
NC_027349	267
NC_023559	53
NC_023593	124
NC_029116	51
NC_023553	93
NC_027399	545
NC_029001	48
NC_023565	82
NC_023577	84
NC_023572	67
NC_023578	92
NC_023580	89
NC_023602	76
NC_028748	76
NC_029121	223
NC_047744	222
NC_024356	68
NC_023594	65
NC_026607	255
NC_024139	156
NC_024134	212
NC_024122	205
NC_024361	61
NC_024357	61
NC_024370	61
NC_023575	67
NC_023573	209
NC_030931	66
NC_023550	20
NC_023561	288
NC_023576	46
NC_023548	48
NC_023590	56
NC_023859	116
NC_023566	85
NC_028660	88
NC_028682	99
NC_024209	98
NC_024136	87
NC_028658	97
NC_023863	92
NC_023607	83
NC_023862	89
NC_025438	95
NC_023597	92
NC_023604	62
NC_023606	92
NC_023612	59
NC_023601	169
NC_023609	68
NC_024142	92
NC_023856	195
NC_024212	87
NC_041861	86
NC_024384	74
NC_041862	187
NC_024383	188
NC_024387	67
NC_024392	116
NC_025436	225
NC_025470	230
NC_025458	61
NC_025463	68
NC_025466	68
NC_023605	66
NC_024123	89
NC_023603	102
NC_024145	94
NC_023600	97
NC_024391	62
NC_024204	57
NC_023608	51
NC_024329	47
NC_024143	84
NC_024146	75
NC_024138	112
NC_024217	139
NC_024381	56
NC_024140	93
NC_024215	76
NC_024203	74
NC_024208	78
NC_024214	80
NC_042134	68
NC_024367	79
NC_025452	201
NC_047746	49
NC_024121	271
NC_025462	154
NC_025457	51
NC_024330	55
NC_028988	65
NC_029107	56
NC_042048	195
NC_024363	98
NC_024787	187
NC_047871	202
NC_047872	195
NC_024360	195
NC_024364	181
NC_024149	24
NC_024135	60
NC_024141	82
NC_024148	84
NC_024147	89
NC_025453	59
NC_024371	90
NC_026590	162
NC_024366	94
NC_024216	290
NC_024207	284
NC_024213	284
NC_024205	292
NC_024211	284
NC_024788	282
NC_027130	217
NC_047718	212
NC_047719	216
NC_026923	208
NC_026928	220
NC_026927	276
NC_047712	274
NC_047713	279
NC_047714	251
NC_026924	209
NC_027132	217
NC_026926	234
NC_024125	272
NC_024210	73
NC_030903	223
NC_041835	2
NC_041836	1
NC_041837	1
NC_041838	1
NC_041839	1
NC_041840	1
NC_041841	1
NC_041842	1
NC_027335	219
NC_024379	46
NC_029010	61
NC_027330	60
NC_027371	44
NC_024368	76
NC_027352	227
NC_025460	69
NC_025434	73
NC_025427	90
NC_024355	138
NC_024369	64
NC_025420	50
NC_025415	50
NC_025421	47
NC_024362	49
NC_024365	74
NC_027336	42
NC_027357	43
NC_027373	41
NC_027391	43
NC_027400	43
NC_027380	42
NC_027333	42
NC_027359	43
NC_041955	44
NC_027361	41
NC_027385	43
NC_027401	43
NC_027362	42
NC_027403	43
NC_041956	41
NC_027367	41
NC_027389	41
NC_027294	41
NC_027347	42
NC_041957	42
NC_027386	41
NC_027405	43
NC_027346	41
NC_027370	41
NC_027392	43
NC_027295	44
NC_027354	42
NC_027376	41
NC_027334	67
NC_028917	66
NC_028775	69
NC_024785	82
NC_025459	82
NC_028979	89
NC_041979	132
NC_041863	266
NC_041864	248
NC_025424	72
NC_027395	123
NC_026016	68
NC_048665	47
NC_028996	88
NC_027398	51
NC_029046	79
NC_025416	211
NC_025426	231
NC_027299	74
NC_026604	92
NC_024792	239
NC_026597	86
NC_028690	95
NC_027387	47
NC_026595	84
NC_026588	94
NC_026584	214
NC_024783	60
NC_025471	55
NC_028798	82
NC_025830	204
NC_028794	87
NC_025414	274
NC_027375	54
NC_028872	125
NC_028912	78
NC_028757	83
NC_026591	64
NC_026596	92
NC_049353	51
NC_049352	54
NC_025429	256
NC_025431	59
NC_024791	70
NC_025115	50
NC_027345	94
NC_025439	53
NC_027384	55
NC_025445	48
NC_026593	98
NC_026585	96
NC_027377	41
NC_027358	46
NC_025451	44
NC_026611	70
NC_029007	59
NC_026610	85
NC_027366	236
NC_027374	232
NC_027372	49
NC_027394	50
NC_027293	130
NC_027331	294
NC_027350	82
NC_027381	82
NC_027378	86
NC_027297	179
NC_026017	57
NC_031909	170
NC_028832	91
NC_025440	185
NC_028923	98
NC_028876	221
NC_025437	265
NC_025430	58
NC_021315	72
NC_025442	73
NC_028939	93
NC_028882	156
NC_028955	247
NC_025450	47
NC_029077	92
NC_031258	42
NC_031271	49
NC_031228	74
NC_031250	72
NC_031046	20
NC_042113	172
NC_026587	151
NC_026602	51
NC_026594	77
NC_026599	69
NC_026586	91
NC_047967	54
NC_026600	91
NC_026601	53
NC_025829	258
NC_028920	80
NC_028823	93
NC_026609	79
NC_028852	89
NC_025447	599
NC_047748	57
NC_025428	82
NC_028779	70
NC_029043	91
NC_027337	130
NC_028842	93
NC_029098	224
NC_027393	45
NC_027397	46
NC_027363	49
NC_027379	53
NC_027390	53
NC_028877	90
NC_027341	180
NC_027332	158
NC_027292	47
NC_027348	89
NC_027340	220
NC_027396	49
NC_026606	109
NC_027388	95
NC_027383	58
NC_028953	229
NC_027356	139
NC_047749	139
NC_030950	67
NC_030947	66
NC_029006	62
NC_028991	61
NC_029004	61
NC_029022	75
NC_030949	66
NC_030951	66
NC_027382	53
NC_027329	128
NC_028881	268
NC_028894	287
NC_028925	287
NC_028957	282
NC_029068	45
NC_026583	78
NC_029059	86
NC_026603	95
NC_026605	75
NC_026598	91
NC_026589	85
NC_029058	126
NC_028812	64
NC_026014	48
NC_030945	54
NC_026010	81
NC_028765	213
NC_028962	205
NC_029073	222
NC_028754	166
NC_041923	127
NC_028853	73
NC_028898	50
NC_028743	73
NC_047750	52
NC_028956	74
NC_028766	50
NC_028822	46
NC_028863	50
NC_029066	78
NC_028905	53
NC_028958	51
NC_029048	180
NC_028951	49
NC_028764	73
NC_028838	52
NC_028883	77
NC_028959	89
NC_028950	234
NC_028772	41
NC_028984	39
NC_028820	262
NC_028666	58
NC_028933	71
NC_028914	83
NC_028799	102
NC_028895	159
NC_028663	210
NC_028768	67
NC_028834	64
NC_029075	118
NC_028758	53
NC_028788	56
NC_028841	67
NC_029084	58
NC_041909	63
NC_028854	67
NC_042128	122
NC_028871	60
NC_028929	71
NC_028926	49
NC_047751	51
NC_041865	89
NC_029009	193
NC_028903	124
NC_018859	119
NC_018854	83
NC_031280	167
NC_028947	96
NC_028683	304
NC_028880	47
NC_029033	65
NC_028776	87
NC_028786	73
NC_047729	215
NC_047730	217
NC_028856	106
NC_028777	105
NC_028816	54
NC_028870	54
NC_029021	85
NC_029028	87
NC_028997	87
NC_028829	388
NC_029025	63
NC_028698	59
NC_048638	85
NC_048639	84
NC_028972	91
NC_029060	96
NC_029074	94
NC_030932	68
NC_027988	82
NC_028855	83
NC_041866	79
NC_047747	49
NC_028676	247
NC_028974	68
NC_028818	70
NC_029101	95
NC_028819	74
NC_047752	45
NC_028825	128
NC_028859	62
NC_028915	66
NC_028916	52
NC_028762	253
NC_028851	65
NC_028746	71
NC_028767	75
NC_041867	65
NC_028837	63
NC_029061	44
NC_029047	50
NC_029102	41
NC_028795	36
NC_028865	108
NC_028966	107
NC_041962	106
NC_049360	53
NC_049366	52
NC_049356	51
NC_049362	56
NC_049363	53
NC_049357	52
NC_049364	54
NC_049355	52
NC_049367	56
NC_049358	54
NC_049365	58
NC_049359	54
NC_049361	58
NC_049369	49
NC_049368	55
NC_049370	51
NC_049354	46
NC_031104	94
NC_031073	174
NC_029026	198
NC_028919	68
NC_028745	87
NC_028836	55
NC_028885	92
NC_028971	87
NC_029019	55
NC_028886	61
NC_029008	64
NC_041868	61
NC_028668	95
NC_030906	116
NC_028673	100
NC_028849	97
NC_028934	97
NC_028796	77
NC_028742	94
NC_028928	85
NC_029093	138
NC_028846	92
NC_028848	53
NC_028800	46
NC_028702	45
NC_028924	79
NC_028763	84
NC_029030	39
NC_031260	61
NC_041929	330
NC_028945	366
NC_028760	71
NC_031042	148
NC_048785	167
NC_029003	39
NC_028696	58
NC_028699	59
NC_029015	41
NC_028701	41
NC_047753	45
NC_031936	79
NC_030902	63
NC_030939	70
NC_030907	25
NC_030935	25
NC_028665	85
NC_028653	91
NC_030916	86
NC_028896	42
NC_028943	39
NC_029081	59
NC_031084	43
NC_031119	42
NC_031003	41
NC_031005	40
NC_048632	87
NC_029071	83
NC_029045	96
NC_029042	249
NC_029094	228
NC_031047	275
NC_031053	80
NC_031095	272
NC_027629	41
NC_041954	42
NC_027625	41
NC_027628	42
NC_027620	43
NC_027630	42
NC_027623	42
NC_027626	41
NC_027624	44
NC_027627	41
NC_027622	43
NC_027621	43
NC_029091	268
NC_047754	149
NC_041869	217
NC_028449	79
NC_041935	80
NC_028792	95
NC_029097	59
NC_041963	56
NC_028954	45
NC_042049	44
NC_047755	47
NC_029106	85
NC_028908	81
NC_029100	55
NC_028977	48
NC_028847	269
NC_028860	94
NC_047732	213
NC_028802	82
NC_028904	75
NC_047731	207
NC_028691	98
NC_029013	279
NC_028937	96
NC_028976	75
NC_028827	72
NC_028862	61
NC_041870	90
NC_028850	47
NC_029078	43
NC_028685	72
NC_028804	87
NC_028889	95
NC_042050	86
NC_028815	81
NC_028751	96
NC_028782	49
NC_047756	118
NC_047757	119
NC_028857	304
NC_028247	138
NC_041871	201
NC_028750	274
NC_041981	273
NC_028774	75
NC_029017	114
NC_029079	136
NC_028785	131
NC_041958	94
NC_041980	272
NC_028672	285
NC_047758	50
NC_028899	236
NC_028892	73
NC_042051	73
NC_041860	75
NC_042052	75
NC_028944	286
NC_028890	245
NC_028662	79
NC_028967	42
NC_028807	51
NC_028952	86
NC_028805	166
NC_028969	88
NC_028749	184
NC_028968	94
NC_028844	92
NC_028946	89
NC_028747	73
NC_028686	272
NC_028692	24
NC_028897	82
NC_029118	46
NC_028965	94
NC_028784	84
NC_028669	68
NC_031086	46
NC_028810	84
NC_028887	294
NC_047759	55
NC_028869	213
NC_028843	125
NC_028961	86
NC_028813	98
NC_028778	123
NC_028910	86
NC_028695	63
NC_041930	70
NC_028688	47
NC_028664	58
NC_028684	49
NC_028679	48
NC_029092	52
NC_028755	277
NC_031920	65
NC_031910	65
NC_031901	68
NC_031941	53
NC_031913	62
NC_031942	65
NC_031929	64
NC_031923	65
NC_031915	53
NC_031907	52
NC_030946	44
NC_028828	80
NC_041977	137
NC_028941	81
NC_028697	47
NC_028677	63
NC_028932	94
NC_029070	48
NC_013197	35
NC_004462	40
NC_028817	169
NC_029083	170
NC_028826	68
NC_028930	84
NC_028744	91
NC_028874	85
NC_028960	82
NC_028980	86
NC_031264	77
NC_028878	126
NC_028759	90
NC_028808	135
NC_028935	131
NC_028659	241
NC_028831	90
NC_028927	265
NC_028248	208
NC_042129	270
NC_042130	265
NC_028901	55
NC_028780	269
NC_028448	270
NC_028840	160
NC_048200	51
NC_029065	169
NC_028821	57
NC_028651	24
NC_028789	26
NC_028680	81
NC_042046	76
NC_028987	50
NC_028652	170
NC_028655	46
NC_048634	69
NC_048635	64
NC_028888	59
NC_028835	56
NC_028830	48
NC_028783	56
NC_028911	47
NC_028654	101
NC_028678	86
NC_041872	91
NC_028667	57
NC_028694	42
NC_028670	54
NC_047866	49
NC_029016	94
NC_028693	27
NC_028990	58
NC_028671	68
NC_049931	22
NC_041964	87
NC_030940	40
NC_028687	82
NC_029005	75
NC_028657	108
NC_028661	50
NC_031943	50
NC_047760	121
NC_048633	62
NC_047761	45
NC_041873	78
NC_041874	76
NC_041949	87
NC_041938	60
NC_041951	84
NC_041948	92
NC_041939	58
NC_041940	62
NC_041952	85
NC_041941	58
NC_041875	53
NC_041942	60
NC_041943	60
NC_041947	97
NC_041932	76
NC_041944	61
NC_041945	60
NC_041933	75
NC_041961	105
NC_041946	62
NC_041876	62
NC_041931	69
NC_042053	105
NC_041877	127
NC_030904	63
NC_047762	52
NC_030920	233
NC_030929	77
NC_030908	54
NC_030918	52
NC_030923	54
NC_030909	70
NC_030934	152
NC_042054	160
NC_030910	169
NC_048637	153
NC_031279	84
NC_030928	52
NC_030937	53
NC_031274	76
NC_047929	48
NC_030948	253
NC_031937	46
NC_031245	309
NC_031117	82
NC_031056	219
NC_031238	97
NC_031241	70
NC_031911	51
NC_031926	62
NC_031914	95
NC_049925	77
NC_049922	83
NC_030925	198
NC_041879	86
NC_031252	77
NC_031231	99
NC_031254	100
NC_031224	89
NC_031246	52
NC_031257	92
NC_031066	46
NC_031092	45
NC_031123	44
NC_031018	46
NC_031006	285
NC_031070	290
NC_031037	289
NC_031049	288
NC_031100	280
NC_031027	287
NC_031116	290
NC_049975	23
NC_030919	61
NC_031918	76
NC_031940	117
NC_031946	58
NC_031930	73
NC_031933	167
NC_031902	184
NC_041859	63
NC_031932	59
NC_031945	59
NC_031931	95
NC_031912	96
NC_031904	92
NC_031921	59
NC_031938	59
NC_031905	59
NC_031919	59
NC_031069	46
NC_031094	46
NC_047763	45
NC_031023	47
NC_031039	301
NC_031125	58
NC_031036	50
NC_031944	212
NC_031935	222
NC_041880	216
NC_031103	265
NC_031262	85
NC_041881	235
NC_031065	255
NC_031016	64
NC_047852	51
NC_031110	167
NC_031129	114
NC_031256	92
NC_031277	86
NC_049371	78
NC_049372	74
NC_041972	321
NC_041973	315
NC_041974	316
NC_041975	316
NC_031008	20
NC_031281	63
NC_031243	64
NC_041882	63
NC_042055	70
NC_031266	66
NC_041883	74
NC_031226	84
NC_031247	71
NC_031234	62
NC_031265	77
NC_031229	102
NC_041950	98
NC_031233	77
NC_031267	67
NC_031061	77
NC_031237	80
NC_031112	86
NC_031255	65
NC_031251	74
NC_031249	80
NC_031239	89
NC_031269	83
NC_031230	191
NC_031263	89
NC_031261	75
NC_031026	81
NC_031034	290
NC_031114	44
NC_031063	93
NC_031101	54
NC_031030	277
NC_041884	323
NC_047858	56
NC_031934	260
NC_031928	265
NC_030936	175
NC_030943	86
NC_030930	68
NC_030942	93
NC_030901	170
NC_030941	68
NC_030944	93
NC_030695	96
NC_030914	99
NC_030912	24
NC_030924	101
NC_030917	158
NC_030915	117
NC_030694	96
NC_030696	175
NC_030698	97
NC_030927	75
NC_030921	71
NC_030911	75
NC_030913	88
NC_030905	90
NC_031076	60
NC_031108	61
NC_048636	70
NC_031058	74
NC_047764	100
NC_041885	45
NC_031050	83
NC_031024	286
NC_031087	271
NC_031115	52
NC_031020	271
NC_031098	63
NC_047766	46
NC_042047	202
NC_031062	88
NC_031025	51
NC_049920	70
NC_049921	66
NC_031925	65
NC_031939	135
NC_031071	39
NC_031009	39
NC_031075	38
NC_031002	38
NC_031044	37
NC_031022	150
NC_031048	56
NC_031077	51
NC_031045	197
NC_031021	57
NC_048642	74
NC_048643	81
NC_031091	66
NC_048641	67
NC_031055	68
NC_031128	200
NC_048050	45
NC_048051	33
NC_048640	72
NC_047767	203
NC_049810	50
NC_049811	49
NC_031057	273
NC_047768	54
NC_031013	51
NC_031040	48
NC_031017	49
NC_031064	54
NC_031051	62
NC_048667	39
NC_031059	59
NC_031124	124
NC_031078	73
NC_047769	49
NC_031102	62
NC_031067	84
NC_031041	87
NC_031111	83
NC_031014	47
NC_048646	281
NC_031068	57
NC_031096	54
NC_031924	88
NC_031082	131
NC_047873	47
NC_031012	290
NC_031054	288
NC_031121	40
NC_031015	42
NC_031032	33
NC_031917	63
NC_031908	53
NC_049373	57
NC_049374	58
NC_049377	52
NC_049376	58
NC_049375	51
NC_047928	17
NC_049383	292
NC_042138	271
NC_047770	274
NC_048121	85
NC_048122	84
NC_048124	85
NC_048125	81
NC_048066	40
NC_048123	53
NC_049431	97
NC_049430	104
NC_047771	44
NC_031081	59
NC_031113	56
NC_031903	202
NC_031906	240
NC_031900	232
NC_031927	260
NC_031922	223
NC_031107	269
NC_031126	272
NC_031007	240
NC_031127	262
NC_031010	277
NC_042056	262
NC_031043	241
NC_031120	267
NC_048645	274
NC_031074	160
NC_031072	77
NC_031118	79
NC_031029	173
NC_031122	71
NC_031099	67
NC_031060	98
NC_031109	100
NC_031004	57
NC_031031	98
NC_041886	98
NC_031001	95
NC_031052	90
NC_031097	74
NC_031080	249
NC_031035	92
NC_047772	48
NC_047773	48
NC_047774	46
NC_047775	45
NC_041887	273
NC_047776	263
NC_041888	74
NC_047857	54
NC_041889	87
NC_041890	52
NC_041891	61
NC_041892	53
NC_041893	58
NC_041894	58
NC_041895	64
NC_047777	45
NC_048648	75
NC_049378	211
NC_047778	48
NC_041896	167
NC_047779	56
NC_047780	45
NC_047781	50
NC_047782	48
NC_048656	239
NC_049959	38
NC_041899	159
NC_047783	56
NC_047784	78
NC_041900	67
NC_047875	64
NC_041901	215
NC_048649	77
NC_047785	81
NC_049379	109
NC_048651	79
NC_047786	79
NC_041902	103
NC_047787	52
NC_041903	161
NC_047788	20
NC_048650	189
NC_012638	265
NC_041904	167
NC_047789	49
NC_047790	46
NC_049380	107
NC_047876	80
NC_047877	84
NC_047878	79
NC_047879	81
NC_041905	51
NC_047791	69
NC_047859	171
NC_047792	54
NC_047793	54
NC_047794	54
NC_047795	53
NC_007291	84
NC_042038	73
NC_005833	72
NC_041911	291
NC_047796	200
NC_041912	48
NC_041913	166
NC_048737	57
NC_047798	45
NC_047799	46
NC_047802	54
NC_041914	47
NC_041915	49
NC_047803	47
NC_047804	46
NC_047805	54
NC_048652	242
NC_047806	55
NC_047807	57
NC_047808	49
NC_047809	45
NC_047810	71
NC_047811	54
NC_047812	68
NC_042346	57
NC_048644	65
NC_041916	216
NC_047813	21
NC_048655	73
NC_049382	202
NC_048653	96
NC_048654	97
NC_047814	20
NC_047815	320
NC_047816	49
NC_047817	43
NC_047818	43
NC_047819	45
NC_041917	554
NC_047952	53
NC_048659	96
NC_041918	76
NC_041921	121
NC_047821	49
NC_041922	124
NC_041924	89
NC_047822	156
NC_049854	172
NC_049856	190
NC_049807	89
NC_049806	85
NC_049855	176
NC_049381	51
NC_048657	68
NC_048658	53
NC_041925	93
NC_042137	50
NC_047824	68
NC_041926	55
NC_047825	81
NC_048660	180
NC_041927	189
NC_010811	325
NC_041936	271
NC_041937	216
NC_049960	32
NC_047826	48
NC_047827	49
NC_023701	94
NC_041966	89
NC_049962	43
NC_049961	30
NC_049918	77
NC_041967	50
NC_041968	156
NC_048661	25
NC_047880	333
NC_047828	77
NC_047981	50
NC_042131	55
NC_047881	165
NC_042074	155
NC_047882	154
NC_048055	45
NC_047829	43
NC_042140	254
NC_047968	43
NC_047969	45
NC_047970	46
NC_047971	43
NC_016570	201
NC_015296	198
NC_041990	270
NC_047830	75
NC_047831	46
NC_041994	330
NC_041995	79
NC_047832	42
NC_041996	271
NC_041997	261
NC_050154	111
NC_047833	42
NC_041998	83
NC_049926	58
NC_041999	71
NC_048669	64
NC_042000	108
NC_042001	87
NC_042139	55
NC_042002	65
NC_047834	49
NC_042003	49
NC_042004	46
NC_042006	51
NC_042007	51
NC_049937	25
NC_047835	164
NC_049965	24
NC_047836	52
NC_047837	14
NC_049963	34
NC_049964	41
NC_042008	226
NC_042009	216
NC_042010	222
NC_042011	215
NC_042012	213
NC_047838	253
NC_047839	189
NC_048673	409
NC_047840	58
NC_048670	78
NC_047841	75
NC_047842	45
NC_047843	43
NC_047844	45
NC_048668	357
NC_047845	53
NC_047846	55
NC_042014	72
NC_042015	75
NC_042016	82
NC_042075	130
NC_042076	136
NC_042077	265
NC_042078	267
NC_047847	73
NC_047998	79
NC_047848	76
NC_042017	131
NC_042039	262
NC_047884	186
NC_047885	175
NC_047860	52
NC_049396	195
NC_047999	167
NC_042018	240
NC_042019	236
NC_048674	413
NC_048132	85
NC_049416	50
NC_047849	53
NC_047850	77
NC_049417	51
NC_049418	50
NC_049419	52
NC_049420	51
NC_049421	52
NC_049422	53
NC_049423	53
NC_049424	52
NC_042020	53
NC_047851	64
NC_042040	236
NC_048675	89
NC_047861	124
NC_049397	61
NC_049398	51
NC_049399	60
NC_049400	54
NC_049401	54
NC_049402	62
NC_049403	56
NC_049404	58
NC_049405	64
NC_049406	53
NC_049407	56
NC_049408	59
NC_049409	55
NC_049410	47
NC_049411	54
NC_049412	55
NC_049413	55
NC_049414	49
NC_049415	52
NC_042021	67
NC_042022	64
NC_042023	68
NC_042079	91
NC_042080	93
NC_048625	51
NC_048000	162
NC_048677	190
NC_047862	59
NC_042041	65
NC_048676	90
NC_042081	354
NC_047982	46
NC_042042	56
NC_048678	79
NC_048679	73
NC_042044	255
NC_048680	65
NC_048035	47
NC_048036	49
NC_047886	47
NC_047887	155
NC_047888	51
NC_042045	86
NC_048071	48
NC_042350	39
NC_042352	71
NC_042082	145
NC_047889	54
NC_047890	50
NC_042083	30
NC_042084	73
NC_047891	98
NC_047892	103
NC_042085	91
NC_042086	89
NC_042087	88
NC_042088	68
NC_042089	60
NC_047863	79
NC_042090	139
NC_047893	68
NC_047983	62
NC_048683	73
NC_042091	165
NC_042092	87
NC_047894	48
NC_042116	528
NC_047934	49
NC_047936	49
NC_047937	48
NC_047935	44
NC_042354	58
NC_042355	55
NC_048105	47
NC_044940	76
NC_047895	49
NC_042093	155
NC_048001	154
NC_048106	168
NC_049427	205
NC_047897	132
NC_047898	82
NC_047899	50
NC_048682	247
NC_049425	55
NC_049426	54
NC_048684	64
NC_048685	61
NC_048686	63
NC_047900	204
NC_047901	203
NC_049428	206
NC_048134	181
NC_048687	74
NC_047902	118
NC_047903	55
NC_047904	58
NC_047905	56
NC_047906	59
NC_047930	45
NC_042096	121
NC_042097	129
NC_042098	318
NC_047907	73
NC_048681	51
NC_042099	65
NC_047908	47
NC_047946	56
NC_042100	209
NC_042122	84
NC_047909	96
NC_047910	79
NC_047911	64
NC_047912	42
NC_047913	52
NC_047914	85
NC_047915	87
NC_047916	88
NC_048688	64
NC_048692	62
NC_048693	57
NC_048689	68
NC_048690	63
NC_048691	58
NC_042101	67
NC_047917	51
NC_049433	200
NC_047918	118
NC_048698	52
NC_047919	19
NC_049432	56
NC_047932	195
NC_047920	53
NC_049434	54
NC_047921	102
NC_048207	100
NC_042102	70
NC_047922	51
NC_042103	66
NC_048697	96
NC_042104	51
NC_047923	43
NC_048695	102
NC_048696	110
NC_042105	209
NC_042106	86
NC_047924	184
NC_047931	112
NC_047925	129
NC_047926	179
NC_047927	41
NC_042107	70
NC_047933	54
NC_042108	86
NC_042109	62
NC_042110	62
NC_042111	62
NC_047941	51
NC_048701	61
NC_048702	223
NC_047942	46
NC_047944	59
NC_042119	58
NC_049843	44
NC_042117	58
NC_042118	56
NC_048699	92
NC_042120	87
NC_048700	96
NC_042121	18
NC_049919	70
NC_048703	90
NC_042123	97
NC_048159	19
NC_042025	93
NC_047958	56
NC_047948	219
NC_047945	210
NC_042124	48
NC_047947	85
NC_049384	219
NC_047949	148
NC_047950	148
NC_048103	61
NC_047953	56
NC_048705	90
NC_047961	49
NC_047964	46
NC_047963	47
NC_048704	95
NC_047962	82
NC_047959	80
NC_047965	50
NC_047966	51
NC_047956	48
NC_047957	48
NC_047955	48
NC_047954	51
NC_022343	205
NC_042125	62
NC_047996	78
NC_047874	47
NC_048707	21
NC_042126	62
NC_042127	62
NC_049511	245
NC_049510	78
NC_050153	85
NC_047977	150
NC_048147	82
NC_047979	134
NC_047978	76
NC_042132	76
NC_047972	64
NC_047973	97
NC_047975	100
NC_049929	63
NC_047974	87
NC_047976	86
NC_048706	67
NC_048627	160
NC_048161	49
NC_047994	270
NC_047995	337
NC_047990	97
NC_047991	64
NC_047986	82
NC_047987	94
NC_047988	85
NC_047993	90
NC_047989	88
NC_047992	74
NC_048708	64
NC_047997	50
NC_048846	62
NC_050145	90
NC_049435	81
NC_049436	78
NC_048005	167
NC_048006	162
NC_048007	163
NC_049437	192
NC_048013	158
NC_048008	163
NC_048009	156
NC_048010	169
NC_048011	162
NC_048012	166
NC_047984	45
NC_047985	80
NC_048067	59
NC_048717	63
NC_048718	60
NC_048715	70
NC_048716	65
NC_048714	64
NC_048017	68
NC_048018	94
NC_048019	73
NC_048719	212
NC_048720	228
NC_048027	126
NC_048028	134
NC_042067	301
NC_047823	84
NC_048709	196
NC_048104	81
NC_048016	279
NC_048014	48
NC_048049	230
NC_048003	104
NC_048002	44
NC_048004	48
NC_048710	65
NC_048711	64
NC_048024	74
NC_048713	64
NC_049438	247
NC_048025	50
NC_048023	51
NC_049951	52
NC_048129	45
NC_048131	44
NC_048130	48
NC_048029	52
NC_048725	53
NC_048726	250
NC_048022	42
NC_048198	75
NC_048197	75
NC_048054	331
NC_048053	320
NC_048052	50
NC_048721	240
NC_048722	228
NC_048045	344
NC_048047	562
NC_048046	489
NC_048048	549
NC_048021	159
NC_048020	86
NC_048724	227
NC_048723	239
NC_048672	58
NC_048671	55
NC_048126	76
NC_048038	61
NC_048070	58
NC_048069	62
NC_048068	98
NC_048730	224
NC_049440	193
NC_049439	199
NC_048063	46
NC_049441	250
NC_048041	161
NC_048044	76
NC_048043	77
NC_048042	76
NC_048040	100
NC_048039	99
NC_048729	101
NC_048728	219
NC_049977	102
NC_048744	90
NC_048080	163
NC_048074	162
NC_048075	167
NC_048076	50
NC_049966	37
NC_048082	43
NC_048732	81
NC_048084	172
NC_048085	174
NC_048073	98
NC_048083	102
NC_048086	147
NC_048081	51
NC_049442	104
NC_048064	50
NC_048065	82
NC_048731	156
NC_048733	48
NC_048072	55
NC_048087	202
NC_048727	71
NC_048062	168
NC_048712	26
NC_048057	49
NC_048059	50
NC_048060	49
NC_048056	55
NC_048058	55
NC_048061	52
NC_048108	44
NC_049429	38
NC_048079	46
NC_048078	46
NC_048077	329
NC_048162	74
NC_048735	80
NC_049444	89
NC_049443	193
NC_048204	79
NC_048206	81
NC_048203	169
NC_048205	155
NC_048736	202
NC_048098	67
NC_048091	67
NC_048092	65
NC_048099	66
NC_048093	65
NC_048094	60
NC_048095	70
NC_048100	68
NC_048096	64
NC_048097	64
NC_048090	68
NC_048734	101
NC_048738	23
NC_048133	30
NC_048089	165
